name	* info	* tier	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
125 	Spiked Club (1)	1	mace	tier	125 	clb 	125			20	1	10	14								1	-10	20		24		24		4	1	150			401	clb	125 	125 	125 	1hs 	1hs 	5	1hsl	1	3					flpspc	invspc			1	1				so245	12	so245			5	0						7			1					255		1		1	1					255		1		1	1					255					255					255					255					255		1		1	1					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
329 	Spiked Club (4)	4	mace	tier	329 	clb 	329			20	1	26	35								1	-10	20		101		24		32	15	4708			402	clb	329 	329 	329 	1hs 	1hs 	5	1hsl	1	3					flpspc	invspc			1	2				so245	12	so245			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
465 	Spiked Club (6)	6	mace	tier	465 	clb 	465			20	1	38	51								1	-10	20		207		24		57	24	12268			403	clb	465 	465 	465 	1hs 	1hs 	5	1hsl	1	3					flpspc	invspc			1	3				so245	12	so245			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
26@ 	Spiked Club (Sacred)	Sacred	qmac		26@ 	clb 	26@			2	1	76	83								1	-10	20		419		24		78	30	12268			403	clb	26@ 	26@ 	26@ 	1hs 	1hs 	5	1hsl	1	3					flpspc	invspc			1	3				so245	12	so245			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
j15 	Stag Bow (1)	1	abow	tier	j15 	am1 	j15	100		4	1				1	17	26			13		10		30		78		1	18	3	300			402	sbw	j15 	j15 	j15 	bow 	bow 	6	bow	2	4					flpam1	invam1			1	2		0		so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255			5	8		xxx 	xxx 	1	
j66 	Stag Bow (4)	4	abow	tier	j66 	am1 	j66	100		4	1				1	52	71			13		10		30		237		1	39	17	5932			404	sbw	j66 	j66 	j66 	bow 	bow 	6	bow	2	4					flpam1	invam1			1	4		0		so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
o10 	Stag Bow (6)	6	abow	tier	o10 	am1 	o10	100		4	1				1	78	106			13		10		30		457		1	53	26	13878			406	sbw	o10 	o10 	o10 	bow 	bow 	6	bow	2	4					flpam1	invam1			1	6		0		so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
85@ 	Stag Bow (Sacred)	Sacred	qabw		85@ 	am1 	85@	100		1	1				1	126	139			13		10		30		365		1	83	30	13878			406	sbw	85@ 	85@ 	85@ 	bow 	bow 	6	bow	2	4					flpam1	invam1			1	6		0		so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
3@E 	Stinger Crossbow (1)	1	nxbw	tier	3@E 	hxb 	3@E			10	1				1	33	43				2	-40	30		63			1	21	4	582			402	lxb	3@E 	3@E 	3@E 	xbw 	xbw 	5	xbow	2	3					flphxb	invmxbu			1	2		reload lag between shots		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
6@E 	Stinger Crossbow (4)	4	nxbw	tier	6@E 	hxb 	6@E			10	1				1	93	112				2	-40	30		187			1	50	19	10593			404	lxb	6@E 	6@E 	6@E 	xbw 	xbw 	5	xbow	2	3					flphxb	invmxbu			1	4		reload lag between shots		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
8@E 	Stinger Crossbow (6)	6	nxbw	tier	8@E 	hxb 	8@E			10	1				1	143	168				2	-40	30		359			1	81	27	21825			406	lxb	8@E 	8@E 	8@E 	xbw 	xbw 	5	xbow	2	3					flphxb	invmxbu			1	6		reload lag between shots		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
9@E 	Stinger Crossbow (Sacred)	Sacred	snxb		9@E 	hxb 	9@E			1	1				1	165	168				2	-40	30		259			1	86	30	21825			406	lxb	9@E 	9@E 	9@E 	xbw 	xbw 	5	xbow	2	3					flphxb	invmxbu			1	6		reload lag between shots		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
149 	Throwing Axe (1)	1	taxe	tier	149 	hax 	149			20	1	9	12					4	12			10	20		15		12		7		2			401	hax	149 	149 	149 	1hs 	1hs 	5	1hsl	1	2	1	16	130	32	flptax	invtax			1	1		primarily thrown		so244	12	so244			5	0					689	7	5		3					255					255		1		1	1					255					255	1		1	1	1					255					255		1		1	1					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
353 	Throwing Axe (4)	4	taxe	tier	353 	hax 	353			20	1	18	20					24	27			10	20		79		12		34	13	84			402	hax	353 	353 	353 	1hs 	1hs 	5	1hsl	1	2	1	16	130	32	flptax	invtax			1	2		primarily thrown		so244	12	so244			5	0					689	7	5		3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
489 	Throwing Axe (6)	6	taxe	tier	489 	hax 	489			20	1	26	28					40	46			10	20		167		12		56	22	142			402	hax	489 	489 	489 	1hs 	1hs 	5	1hsl	1	2	1	16	130	32	flptax	invtax			1	2		primarily thrown		so244	12	so244			5	0					689	7	5		3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
50@ 	Throwing Axe (Sacred)	Sacred	qtax		50@ 	hax 	50@			2	1	71	72					105	108			10	20		402		12		71	30	142			402	hax	50@ 	50@ 	50@ 	1hs 	1hs 	5	1hsl	1	2	1	16	130	32	flptax	invtax			1	2		primarily thrown		so244	12	so244			5	0					689	7	5		3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
146 	Throwing Knife (1)	1	tkni	tier	146 	dgr 	146			20	1	8	12					4	13					20		15	8		2		2			401	dgr	146 	146 	146 	1ht 	1ht 	5	1ht	1	2	1	40	160	75	flptkn	invtkn			1	1		primarily thrown		so244	12	so244			5	0					687	7	4		3					255					255		1		1	1					255					255		1		1	1					255					255		1		1	1					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
350 	Throwing Knife (4)	4	tkni	tier	350 	dgr 	350			20	1	19	20					26	27					20		79	8		31	13	84			402	dgr	350 	350 	350 	1ht 	1ht 	5	1ht	1	2	1	40	160	75	flptkn	invtkn			1	2		primarily thrown		so244	12	so244			5	0					687	7	4		3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
486 	Throwing Knife (6)	6	tkni	tier	486 	dgr 	486			20	1	27	28					43	46					20		167	8		64	22	144			402	dgr	486 	486 	486 	1ht 	1ht 	5	1ht	1	2	1	40	160	75	flptkn	invtkn			1	2		primarily thrown		so244	12	so244			5	0					687	7	4		3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
47@ 	Throwing Knife (Sacred)	Sacred	qtkn		47@ 	dgr 	47@			2	1	71	72					106	108					20		402	8		72	30	144			402	dgr	47@ 	47@ 	47@ 	1ht 	1ht 	5	1ht	1	2	1	40	160	75	flptkn	invtkn			1	2		primarily thrown		so244	12	so244			5	0					687	7	4		3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
136 	Throwing Spear (1)	1	jave	tier	136 	pil 	136			20	1	14	25					16	37			-10		20		83	126		29	5	32			402	pil	136 	136 	136 	1ht 	1ht 	5	1ht	1	4	1	30	60	60	flptsp	invtsp			1	2		primarily thrown		so225	12	so225			5	0					686	7	2		3					255					255					255					255					255					255					20					255					255					255					255					255		1		1	1		1		1	1					255		1		1	1		1		1	1			5	8		xxx 	xxx 	1	
340 	Throwing Spear (4)	4	jave	tier	340 	pil 	340			20	1	31	52					51	94			-10		20		246	126		51	19	120			403	pil	340 	340 	340 	1ht 	1ht 	5	1ht	1	4	1	30	60	60	flptsp	invtsp			1	3		primarily thrown		so225	12	so225			5	0					686	7	2		3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
476 	Throwing Spear (6)	6	jave	tier	476 	pil 	476			20	1	44	74					79	141			-10		20		472	126		85	27	172			404	pil	476 	476 	476 	1ht 	1ht 	5	1ht	1	4	1	30	60	60	flptsp	invtsp			1	4		primarily thrown		so225	12	so225			5	0					686	7	2		3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
37@ 	Throwing Spear (Sacred)	Sacred	qjvn		37@ 	pil 	37@			2	1	80	94					124	156			-10		20		530	126		86	30	172			404	pil	37@ 	37@ 	37@ 	1ht 	1ht 	5	1ht	1	4	1	30	60	60	flptsp	invtsp			1	4		primarily thrown		so225	12	so225			5	0					686	7	2		3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
1@F 	Trebuchet (1)	1	nxbw	tier	1@F 	hxb 	1@F			10	1				1	32	44				2	-20	30		72			1	26	6	1122			402	lxb	1@F 	1@F 	1@F 	xbw 	xbw 	5	xbow	2	3					flprxb	inv8mxu			1	2		fires 5 shots before reload		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
4@F 	Trebuchet (4)	4	nxbw	tier	4@F 	hxb 	4@F			10	1				1	90	114				2	-20	30		209			1	56	20	11682			404	lxb	4@F 	4@F 	4@F 	xbw 	xbw 	5	xbow	2	3					flprxb	inv8mxu			1	4		fires 5 shots before reload		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
6@F 	Trebuchet (6)	6	nxbw	tier	6@F 	hxb 	6@F			10	1				1	135	168				2	-20	30		399			1	88	29	24450			406	lxb	6@F 	6@F 	6@F 	xbw 	xbw 	5	xbow	2	3					flprxb	inv8mxu			1	6		fires 5 shots before reload		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
7@F 	Trebuchet (Sacred)	Sacred	snxb		7@F 	hxb 	7@F			1	1				1	160	169				2	-20	30		262			1	90	30	24450			406	lxb	7@F 	7@F 	7@F 	xbw 	xbw 	5	xbow	2	3					flprxb	inv8mxu			1	6		fires 5 shots before reload		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
138 	Trident (1)	1	spea	tier	138 	tri 	138			20	1				1	10	20				3			30	18	29	48		9	1	132			402	spr	138 	138 	138 	2ht 	2ht 	5	2ht	2	4					flptri	invtri			1	2		2 square reach		so245	12	so245			5	0						7			3					255		1		1	1					255		1		1	1					255					255					255					255					255		1		1	1					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
342 	Trident (4)	4	spea	tier	342 	tri 	342			20	1				1	32	54				3			30	86	113	48		36	15	4708			404	spr	342 	342 	342 	2ht 	2ht 	5	2ht	2	4					flptri	invtri			1	4		2 square reach		so245	12	so245			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
478 	Trident (6)	6	spea	tier	478 	tri 	478			20	1				1	48	79				3			30	180	230	48		66	24	11958			406	spr	478 	478 	478 	2ht 	2ht 	5	2ht	2	4					flptri	invtri			1	6		2 square reach		so245	12	so245			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
39@ 	Trident (Sacred)	Sacred	qspe		39@ 	tri 	39@			2	1				1	108	124				3			30	408	428	48		77	30	11958			406	spr	39@ 	39@ 	39@ 	2ht 	2ht 	5	2ht	2	4					flptri	invtri			1	6		2 square reach		so245	12	so245			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
107 	Two-Handed Sword (1)	1	2hsd	tier	107 	clm 	107			20	1	10	13	1	1	10	20				2		30		25		28		10		102			402	clm	107 	107 	107 	1hs 	2hs 	5	2hss	1	4					flp2hs	inv2hs			1	2				so229	12	so229			5	0						7			3		1		1	1		1		1	1					255					255					255					255					255					255					255		1		1	1					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
311 	Two-Handed Sword (4)	4	2hsd	tier	311 	clm 	311			20	1	22	26	1	1	32	35				2		30		103		28		37	14	3972			403	clm	311 	311 	311 	1hs 	2hs 	5	2hss	1	4					flp2hs	inv2hs			1	3				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
447 	Two-Handed Sword (6)	6	2hsd	tier	447 	clm 	447			20	1	34	39	1	1	50	54				2		30		212		28		59	23	10758			404	clm	447 	447 	447 	1hs 	2hs 	5	2hss	1	4					flp2hs	inv2hs			1	4				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
08@ 	Two-Handed Sword (Sacred)	Sacred	s2hd		08@ 	clm 	08@			2	1	74	77	1	1	110	112				2		30		421		28		73	30	10758			404	clm	08@ 	08@ 	08@ 	1hs 	2hs 	5	2hss	1	4					flp2hs	inv2hs			1	4				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
4@3 	Viper Bow (1)	1	dbow	tier	4@3 	sbb 	4@3			10	1				1	26	38					-30	30		98			1	21	4	582			402	sbw	4@3 	4@3 	4@3 	bow 	bow 	6	bow	2	3					flpswb	invsbbu			1	2				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
7@3 	Viper Bow (4)	4	dbow	tier	7@3 	sbb 	7@3			10	1				1	74	98					-30	30		289			1	50	19	10593			404	sbw	7@3 	7@3 	7@3 	bow 	bow 	6	bow	2	3					flpswb	invsbbu			1	4				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
9@3 	Viper Bow (6)	6	dbow	tier	9@3 	sbb 	9@3			10	1				1	113	147					-30	30		553			1	81	27	21825			406	sbw	9@3 	9@3 	9@3 	bow 	bow 	6	bow	2	3					flpswb	invsbbu			1	6				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
1@4 	Viper Bow (Sacred)	Sacred	sdbw		1@4 	sbb 	1@4			1	1				1	153	165					-30	30		606			1	86	30	21825			406	sbw	1@4 	1@4 	1@4 	bow 	bow 	6	bow	2	3					flpswb	invsbbu			1	6				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
l10 	Wand (1)	1	wand	tier	l10 	wnd 	l10			20	1	1	9									-20		10			12		2		102			401	wnd	l10 	l10 	l10 	1hs 	1hs 	5	1hss	1	2					flpwnd	invwnd			1	1		magically charged		so247	12	so247			5	0						7			5					255					255	1	2	1	1	1					255					255			1	2	1					255					255					1					255					255					255					20					255					255					255					255			5	8		xxx 	xxx 	1	
l22 	Wand (4)	4	wand	tier	l22 	wnd 	l22			20	1	16	19									-20		10		11	12		31	13	3798			402	wnd	l22 	l22 	l22 	1hs 	1hs 	5	1hss	1	2					flpwnd	invwnd			1	2		magically charged		so247	12	so247			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
l30 	Wand (6)	6	wand	tier	l30 	wnd 	l30			20	1	23	27									-20		10		26	12		55	23	10758			402	wnd	l30 	l30 	l30 	1hs 	1hs 	5	1hss	1	2					flpwnd	invwnd			1	2		magically charged		so247	12	so247			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
69@ 	Wand (Sacred)	Sacred	qwnd		69@ 	wnd 	69@			2	1	69	71									-20		10		166	12		73	30	10758			402	wnd	69@ 	69@ 	69@ 	1hs 	1hs 	5	1hss	1	2					flpwnd	invwnd			1	2		magically charged		so247	12	so247			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
118 	War Axe (1)	1	axe	tier	118 	hax 	118			20	1	21	33								2		20		85		78		25	5	678			402	hax	118 	118 	118 	1hs 	1hs 	5	1hsl	2	3					flpwax	invwax			1	2				so246	12	so246			5	0						7			3					255					255					255		1		1	1					255					255					255					255					255					255		1		1	1		1		1	1		1		1	1					255		1		1	1					255					255			2	2		xxx 	xxx 	1	
322 	War Axe (4)	4	axe	tier	322 	hax 	322			20	1	48	74								2		20		251		78		48	19	7542			404	hax	322 	322 	322 	1hs 	1hs 	5	1hsl	2	3					flpwax	invwax			1	4				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
458 	War Axe (6)	6	axe	tier	458 	hax 	458			20	1	70	108								2		20		481		78		85	27	15238			406	hax	458 	458 	458 	1hs 	1hs 	5	1hsl	2	3					flpwax	invwax			1	6				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
1@@ 	War Axe (Sacred)	Sacred	qaxe		1@@ 	hax 	1@@			2	1	92	112								2		20		533		78		87	30	15238			406	hax	1@@ 	1@@ 	1@@ 	1hs 	1hs 	5	1hsl	2	3					flpwax	invwax			1	6				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
l34 	War Hammer (1)	1	hamm	tier	l34 	whm 	l34			20	1	12	18										30		56		75		25	2	228			401	mac	l34 	l34 	l34 	1hs 	1hs 	5	1hsl	2	3					flpwhm	invwhm			1	1				so246	12	so246			5	0						7			3					255					255					255					255					255					255	1	1		1	20					255					255					255					255					255	1	1	1	1	20					255					255					255					255			2	2		xxx 	xxx 	1	
l43 	War Hammer (4)	4	hamm	tier	l43 	whm 	l43			20	1	28	40										30		186		75		48	16	5508			404	mac	l43 	l43 	l43 	1hs 	1hs 	5	1hsl	2	3					flpwhm	invwhm			1	4				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
l49 	War Hammer (6)	6	hamm	tier	l49 	whm 	l49			20	1	40	57										30		366		75		82	25	13222			406	mac	l49 	l49 	l49 	1hs 	1hs 	5	1hsl	2	3					flpwhm	invwhm			1	6				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
73@ 	War Hammer (Sacred)	Sacred	qham	ct1w	73@ 	whm 	73@			2	1	77	86										30		356		75		82	30	13222			406	mac	73@ 	73@ 	73@ 	1hs 	1hs 	5	1hsl	2	3					flpwhm	invwhm			1	6				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
131 	War Scepter (1)	1	scep	tier	131 	whm 	131			20	1	17	25								1	-10		20		64	46		21	3	388			402	whm	131 	131 	131 	1hs 	1hs 	5	club	2	3					flpwsp	invwsp			1	2		magically charged		so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255		1		1	1					255					255					255					20		1		1	1					255					255		1		1	1			2	2		xxx 	xxx 	1	
335 	War Scepter (4)	4	scep	tier	335 	whm 	335			20	1	39	57								1	-10		20		199	46		45	17	6150			404	whm	335 	335 	335 	1hs 	1hs 	5	club	2	3					flpwsp	invwsp			1	4		magically charged		so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
471 	War Scepter (6)	6	scep	tier	471 	whm 	471			20	1	57	81								1	-10		20		387	46		85	27	14550			406	whm	471 	471 	471 	1hs 	1hs 	5	club	2	3					flpwsp	invwsp			1	6		magically charged		so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
32@ 	War Scepter (Sacred)	Sacred	qscp		32@ 	whm 	32@			2	1	60	86								1	-10		20		494	46		85	30	14550			406	whm	32@ 	32@ 	32@ 	1hs 	1hs 	5	club	2	3					flpwsp	invwsp			1	6		magically charged		so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
155 	War Staff (1)	1	staf	tier	155 	lst 	155			20	1				1	22	30				1	20		10		34	118		24	5	612			402	bst	155 	155 	155 	stf 	stf 	5	staf	2	4					flpwst	invwst			1	2		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255		1		1	1					255					255					255					255		1		1	1					255					255		1		1	1			5	8		xxx 	xxx 	1	
359 	War Staff (4)	4	staf	tier	359 	lst 	359			20	1				1	54	72				1	20		10		104	118		47	19	7300			404	bst	359 	359 	359 	stf 	stf 	5	staf	2	4					flpwst	invwst			1	4		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
495 	War Staff (6)	6	staf	tier	495 	lst 	495			20	1				1	81	106				1	20		10		202	118		85	27	14892			406	bst	495 	495 	495 	stf 	stf 	5	staf	2	4					flpwst	invwst			1	6		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
56@ 	War Staff (Sacred)	Sacred	qstf		56@ 	lst 	56@			2	1				1	125	138				1	20		10		250	118		86	30	14892			406	bst	56@ 	56@ 	56@ 	stf 	stf 	5	staf	2	4					flpwst	invwst			1	6		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
106 	War Sword (1)	1	swor	tier	106 	flc 	106			20	1	22	26								1		20		85		100		27	6	748			401	ssd	106 	106 	106 	1hs 	1hs 	5	1hsl	1	3					flpwsd	invwsd			1	1				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255		1		1	1					255					255			1	2		xxx 	xxx 	1	
310 	War Sword (4)	4	swor	tier	310 	flc 	310			20	1	49	58								1		20		251		100		49	20	7788			402	ssd	310 	310 	310 	1hs 	1hs 	5	1hsl	1	3					flpwsd	invwsd			1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
446 	War Sword (6)	6	swor	tier	446 	flc 	446			20	1	70	83								1		20		481		100		85	28	16300			403	ssd	446 	446 	446 	1hs 	1hs 	5	1hsl	1	3					flpwsd	invwsd			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
07@ 	War Sword (Sacred)	Sacred	qswd		07@ 	flc 	07@			2	1	92	99								1		20		533		100		90	30	16300			403	ssd	07@ 	07@ 	07@ 	1hs 	1hs 	5	1hsl	1	3					flpwsd	invwsd			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
j21 	Wrist Blade (1)	1	h2h	tier	j21 	ktr 	j21	100		4	1	10	12							14	1	10		30		20	20		9	1	132			401	ktr	j21 	j21 	j21 	ht1 	ht1 	5	1hsl	1	3					flpktr	invktr			1	1		0		so246	12	so246			5	0						7			3	1	1		1	1			1	1	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
j72 	Wrist Blade (4)	4	h2h	tier	j72 	ktr 	j72	100		4	1	24	27							14	1	10		30		82	20		32	15	4518			402	ktr	j72 	j72 	j72 	ht1 	ht1 	5	1hsl	1	3					flpktr	invktr			1	2		0		so246	12	so246			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
o16 	Wrist Blade (6)	6	h2h	tier	o16 	ktr 	o16	100		4	1	35	40							14	1	10		30		169	20		62	24	11652			403	ktr	o16 	o16 	o16 	ht1 	ht1 	5	1hsl	1	3					flpktr	invktr			1	3		0		so246	12	so246			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
91@ 	Wrist Blade (Sacred)	Sacred	qh2h		91@ 	ktr 	91@	100		1	1	75	77							14	1	10		30		341	20		76	30	11652			403	ktr	91@ 	91@ 	91@ 	ht1 	ht1 	5	1hsl	1	3					flpktr	invktr			1	3		0		so246	12	so246			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
