Id	* Laz / Reasoning	prop1	* Laz / skill 1	chance1	par1	min1	max1	prop2	* Laz / skill 2	chance2	par2	min2	max2	prop3	* Laz / skill 3	chance3	par3	min3	max3	prop4	* Laz / skill 4	chance4	par4	min4	max4	prop5	* Laz / skill 5	chance5	par5	min5	max5	prop6	* Laz / skill 6	chance6	par6	min6	max6	prop1 (N)	chance1 (N)	par1 (N)	min1 (N)	max1 (N)	prop2 (N)	chance2 (N)	par2 (N)	min2 (N)	max2 (N)	prop3 (N)	chance3 (N)	par3 (N)	min3 (N)	max3 (N)	prop4 (N)	chance4 (N)	par4 (N)	min4 (N)	max4 (N)	prop5 (N)	chance5 (N)	par5 (N)	min5 (N)	max5 (N)	prop6 (N)	chance6 (N)	par6 (N)	min6 (N)	max6 (N)	prop1 (H)	chance1 (H)	par1 (H)	min1 (H)	max1 (H)	prop2 (H)	chance2 (H)	par2 (H)	min2 (H)	max2 (H)	prop3 (H)	chance3 (H)	par3 (H)	min3 (H)	max3 (H)	prop4 (H)	chance4 (H)	par4 (H)	min4 (H)	max4 (H)	prop5 (H)	chance5 (H)	par5 (H)	min5 (H)	max5 (H)	prop6 (H)	chance6 (H)	par6 (H)	min6 (H)	max6 (H)	*eol
mp265	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr475				25	25	pr205	darkstardragons		220	1	1							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr475			50	50	pr205		220	1	1						pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr475			75	75	pr205		220	1	1						0
mp266	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr127	Shield Curse		82	100	1	pr205	darkstardragons		220	1	1							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr127		82	100	1	pr205		220	1	1						pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr127		82	100	1	pr205		220	1	1						0
mp267	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr198	Mon Super Gift of Inner Fire		539	100	22													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr198		539	100	24											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr198		539	100	22											0
mp268	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr127	Snake Poison		53	33	10													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr127		53	33	32											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr127		53	33	50						0
mp269	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr205	preventheal		52	1	1													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr205		52	1	1											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr205		52	1	1											0
mp270	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr197	Mon Super Gift of Inner Fire		539	100	22	pr205			181	1	1	pr475				25	25	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr197		539	100	26	pr205		181	1	1	pr475			50	50	pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr197		539	100	29	pr205		181	1	1	pr475			75	75	0
mp271	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr197	Mon Super Gift of Inner Fire		539	100	22	pr198	Mon Weakening Nova		546	100	1							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr197		539	100	26	pr198		546	100	1						pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr197		539	100	29	pr198		546	100	1	pr369		540	50	1	0
mp272	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr475				25	25	pr125	Mon Baal Morph Aura		493	1	1	pr309				50	50	pr470	50		50	50	pr127		483	100	1	pr198		989	100	25	pr475			50	50	pr125		493	1	1	pr309			150	150	pr470	75		75	75	pr127		483	100	1	pr365			8	8	pr475			75	75	pr125		493	1	1	pr309			250	250	0
mp273	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr125	Mon Shield Aura		532	1	1	pr309				50	50							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr125		532	1	1	pr309			100	100						pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr125		532	1	1	pr309			150	150						0
mp274	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr475				25	25	pr125			1197	1	1							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr475			50	50	pr125		1197	1	1						pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr475			75	75	pr369		580		30	pr125		1197	1	1	0
mp275	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr197	Mon Super Gift of Inner Fire		539	100	5	pr125	Mon Un-Shield Aura		1196	1	1							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr197		539	100	9	pr125		1196	1	1						pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr197		539	100	12	pr125		1196	1	1						0
mp276	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr127	Mon Binding Circle		35	20	1	pr127	Bloodlust		96	15	1	pr475				25	25	pr470	50		50	50	pr127		483	100	1	pr198		641	100	5	pr127		35	20	1	pr127		96	15	5	pr475			50	50	pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr127		35	20	1	pr127		96	15	8	pr475			75	75	0
mp277	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr205	frenzygraphic		211	1	1	pr125	Mon Diablo Morph Aura		502	1	1	pr475				25	25	pr470	50		50	50	pr127		483	100	1	pr198		641	100	9	pr205		211	1	1	pr125		502	1	1	pr475			50	50	pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr205		211	1	1	pr125		502	1	1	pr475			75	75	0
mp278	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr125	Mon Shield Aura		532	1	1													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr125		532	1	1											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr125		532	1	1											0
mp279	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr205			216	1	1	pr201				1	1	pr198	Death Speech Skill		583	100	1	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr205		216	1	1	pr201			1	1	pr198		583	100	1	pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr205		216	1	1	pr201			1	1	pr198		583	100	1	0
mp280	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr475			25	25											0
mp281	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr205			216	1	1	pr475				25	25	pr114				25	25	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr205		216	1	1	pr475			50	50	pr114			50	50	pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr205		216	1	1	pr475			75	75	pr114			75	75	0
mp282	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	75		75	75	pr127		483	100	1	pr198		484	100	1																0
mp283	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr125	Mon Shield Aura		532	1	1													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr125		532	1	1											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr125		532	1	1											0
mp284	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr205			216	1	1	pr125	Mon Invis Shield Aura		584	1	1	pr114				25	25	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr205		216	1	1	pr125		584	1	1	pr114			50	50	pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr205		216	1	1	pr125		584	1	1	pr198		17	100	50	0
mp285	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr127	Merc Forked Lightning		579	100	20	pr205			32	1	1	pr172				50	50	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr127		579	100	24	pr205		32	1	1	pr172			75	75	pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr127		579	100	27	pr205		32	1	1	pr172			100	100	0
mp286	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr198	Supernova		680	100	8	pr198	Death Speech 2 Skill		585	100	1	pr127	Merc Forked Lightning		579	100	20	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr198		680	100	12	pr198		585	100	1	pr127		579	100	24	pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr198		680	100	15	pr198		585	100	1	pr127		579	100	27	0
mp287	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr198	Death Speech 3 Skill		597	100	20	pr127			579	100	20					75	75	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr198		597	100	24	pr127		579	100	24	pr475			75	75	pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr198		597	100	27	pr127		579	100	27	pr475		75	75		0
mp288	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr125	Mon Shield Aura		532	1	1	pr127	Teleport		54	50	1	pr174				100	100	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr125		532	1	1	pr127		54	50	1	pr174			150	150	pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr125		532	1	1	pr127		54	50	1	pr174			200	200	0
mp289	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr198	Mon Respawner		485	100	1	pr125	Mon Shield Aura		532	1	1	pr198	Boon of Inarius		598	100	1	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr198		485	100	1	pr125		532	1	1	pr198		598	100	1	pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr198		485	100	1	pr125		532	1	1	pr198		598	100	1	0
mp290	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr174				25	25													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr174			50	50											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr174			75	75											0
mp291	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	75		75	75	pr127		483	100	1	pr198		484	100	1																0
mp292	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr205			117	1	1	pr201				1	1	pr198	Immolation Bomb		154	100	55	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr205		117	1	1	pr201			1	1	pr198		154	100	59	pr470	75		75	75	pr127		483	100	1	pr475		50	50	1	pr205		117	1	1	pr201			1	1	pr369		623	5	5	0
mp293	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr205			216	1	1	pr125	Thrill of the Hunt		1015	1	1	pr198	Mon Delayed Respawner		623	100	1	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr205		216	1	1	pr125		1015	2	2	pr198		623	100	1	pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr205		216	1	1	pr125		1015	3	3	pr198		623	100	1	0
mp294	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr205			117	1	1	pr201				1	1	pr198	Mon Delayed Respawner		623	100	1	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr205		117	1	1	pr201			1	1	pr198		623	100	1	pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr205		117	1	1	pr201			1	1	pr198		623	100	1	0
mp295	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr475				25	25	pr198	Mon Singularity		860	100	18	pr187			25	250	500	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr475			50	50	pr198		860	100	20	pr187		50	500	750	pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr475			75	75	pr198		860	100	24	pr187		50	750	1000	0
mp296	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr125	Mon Shield Aura		532	1	1	pr198	Mon Singularity		860	100	18	pr187			25	250	500	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr125		532	1	1	pr198		860	100	20	pr187		50	500	750	pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr125		532	1	1	pr198		860	100	25	pr187		50	750	1000	0
mp297	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr205			181	1	1	pr183				100	100	pr125	Thrill of the Hunt		1015	1	1	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr205		181	1	1	pr183			100	100	pr125		1015	2	2	pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr205		181	1	1	pr198		536		50	pr125		1015	3	3	0
mp298	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr205			216	1	1	pr125	Mon Invis Shield Aura		584	1	1							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr205		216	1	1	pr125		584	1	1						pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr205		216	1	1	pr125		584	1	1						0
mp299	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			641	100	3	pr198	Glacial Nova		702	100	5													pr470	50		50	50	pr127		483	100	1	pr198		641	100	8	pr198		702	100	9											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr198		702	100	12	pr475			80	80						0
mp300	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			641	100	2	pr198	Cataclysm		699	100	10													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr198		699	100	14											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr198		699	100	17	pr475			80	80						0
mp301	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			641	100	4	pr198	Supernova		680	100	10													pr470	50		50	50	pr127		483	100	1	pr198		651	100	8	pr198		680	100	14											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr198		680	100	17	pr475			80	80						0
mp302	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr205			11	1	1	pr106				5	5							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr205		11	1	1	pr106			6	6						pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr205		11	1	1	pr106			6	6						0
mp303	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr205			175	1	1	pr96				400	400	pr369			551	10	1	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr205		175	1	1	pr369		551	10	1	pr475			80	80	pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr205		175	1	1	pr369		551	15	1	pr475			90	90	0
mp304	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr57				50	50	pr127	Bloodlust		313	15	1	pr201				3	3	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr57			50	50	pr127		313	15	4	pr201			3	3	pr470	75		75	75	pr127		483	100	1	pr198		641	100	10	pr57			50	50	pr127		313	15	9	pr201			3	3	0
mp305	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr108				50	50													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr108			50	50											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr108			50	50											0
mp306	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr475			75	75											0
mp307	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr127	Mon Self Weakening Nonsense		654	100	1	pr198	Immolation Bomb		154	100	40							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr127		654	100	1	pr198		154	100	44						pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr127		654	100	1	pr198		154	100	47	pr475			25	25	0
mp308	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr127	Rust Storm		531	100	5													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr127		531	100	6											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr127		531	100	7											0
mp309	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr125	MonDamA		294	1	1													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr125		294	1	1											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr125		294	1	1											0
mp310	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr125	MonDamA		294	1	1	pr205	zomgrefuge		82	1	1							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr125		294	1	1	pr205		82	1	1						pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr125		294	1	1	pr205		82	1	1	pr198		641	100	25	0
mp311	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr125	Mon Weaker Concentration		547	5	5	pr205	meslayer		181	1	1	pr126	Tremor		612	10	50	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr125		547	7	7	pr205		181	1	1	pr126		612	10	52	pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr125		547	5	5	pr205		181	1	1	pr126		612	10	50	0
mp312	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr126	AngirisChosen		771	10	10	pr125			772	5	5													pr470	50		50	50	pr127		483	100	1	pr126		771	10	10	pr125		772	9	9											pr470	75		75	75	pr127		483	100	1	pr126		771	10	10	pr125		772	12	12	pr198		641	100	3	pr475			75	75	0
mp313	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr126	AngirisChosen		771	10	10	pr125			772	5	5													pr470	50		50	50	pr127		483	100	1	pr126		771	10	10	pr125		772	9	9											pr470	75		75	75	pr127		483	100	1	pr126		771	10	10	pr125		772	12	12	pr198		651	100	3	pr475			75	75	0
mp314	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr205	darkstardragons		220	1	1	pr201				1	1							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr205		220	1	1	pr201			1	1						pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr198		651	100	29	pr205		220	1	1	pr201			1	1	0
mp315	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr125			281	1	1	pr369			346	10	5	pr309				150	150							pr470	50		50	50	pr127		483	100	1	pr125		281	1	1	pr369		346	10	14	pr309			200	200						pr470	75		75	75	pr127		483	100	1	pr125		281	1	1	pr369		346	10	12	pr309			250	250						0
mp316	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr201				1	1	pr205			126	1	1	pr127			734	5	3	pr127			263	5	40	pr470	50		50	50	pr127		483	100	1	pr201			1	1	pr205		126	1	1	pr127		734	5	6	pr127		263	5	44	pr470	75		75	75	pr127		483	100	1	pr201			1	1	pr205		126	1	1	pr127		734	5	5	pr127		263	5	47	0
mp317	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr125			281	1	1	pr205	meslayer		181	1	1	pr60				1	1	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr125		281	1	1	pr205		181	1	1	pr60			1	1	pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr125		281	1	1	pr205		181	1	1	pr60			1	1	0
mp318	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr125			281	1	1	pr205	meslayer		181	1	1							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr125		281	1	1	pr205		181	1	1						pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr125		281	1	1	pr205		181	1	1	pr475			25	25	0
mp319	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198	Spawn Dragon 1		986	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		986	100	1																pr470	75		75	75	pr127		483	100	1	pr198		986	100	1																0
mp320	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198	Spawn Dragon 2		987	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		987	100	1																pr470	75		75	75	pr127		483	100	1	pr198		987	100	1																0
mp321	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198	Dragon Swirlies		989	100	1	pr127			451	25	7	pr171				33	33							pr470	50		50	50	pr127		483	100	1	pr198		989	100	2	pr127		451	25	11	pr171			66	66						pr470	75		75	75	pr127		483	100	1	pr198		989	100	3	pr171			100	100	pr475			90	90	pr475	10		9	9	0
mp322	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198	Dragon Swirlies		989	100	4	pr127			451	25	23	pr171				33	33							pr470	50		50	50	pr127		483	100	1	pr198		989	100	5	pr127		451	25	27	pr171			66	66						pr470	75		75	75	pr127		483	100	1	pr198		989	100	6	pr171			100	100	pr475			90	90	pr475	10		9	9	0
mp323	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198	Spawn Dragon 3		991	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		986	100	1																pr470	75		75	75	pr127		483	100	1	pr198		986	100	1																0
mp324	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198	Spawn Dragon 4		992	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		987	100	1																pr470	75		75	75	pr127		483	100	1	pr198		987	100	1																0
mp325	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198	Dragon Swirlies		989	100	7	pr127			451	25	27													pr470	50		50	50	pr127		483	100	1	pr198		989	100	8	pr127		451	25	31											pr470	75		75	75	pr127		483	100	1	pr198		989	100	9	pr127		451	25	34											0
mp326	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198	Dragon Swirlies		989	100	10	pr127			451	25	35													pr470	50		50	50	pr127		483	100	1	pr198		989	100	11	pr127		451	25	39											pr470	75		75	75	pr127		483	100	1	pr198		989	100	12	pr127		451	25	42											0
mp327	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr201				1	1	pr171				100	100							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr201			1	1	pr171			150	150						pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr201			1	1	pr171			200	200	pr475			50	50	0
mp328	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr205	passive_lockout		126	1	1	pr205	fullsetgeneric		175	1	1							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr205		126	1	1	pr205		175	1	1						pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr205		126	1	1	pr205		175	1	1	pr475			50	50	0
mp329	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr187				2000	4000													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr187			2000	4000											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr187			2000	4000											0
mp330	Boss or small uber minions	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr126	AngirisChosen		771	10	10	pr125			772	5	5							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr126		771	10	10	pr125		772	9	9						pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr126		771	10	10	pr125		772	12	12						0
mp331	Idem but object	pr470		25		25	25	pr198	Meteor Shower		824	100	40	pr205			181	1	1	pr125	Thrill of the Hunt		1015	1	1	pr475				25	25							pr470	50		50	50	pr198		824	100	44	pr205		181	1	1	pr125		1015	2	2	pr475			50	50						pr470	75		75	75	pr198		824	100	47	pr205		181	1	1	pr125		1015	3	3	pr475			90	90						0
mp332	Idem but object	pr470		25		25	25	pr198	Meteor Shower		824	100	40	pr205			181	1	1	pr125	Thrill of the Hunt		1015	1	1	pr475				25	25							pr470	50		50	50	pr198		824	100	44	pr205		181	1	1	pr125		1015	2	2	pr475			50	50						pr470	75		75	75	pr198		824	100	42	pr205		181	1	1	pr125		1015	3	3	pr475			90	90						0
mp333	Idem but object	pr470		25		25	25	pr369	Mon Super Gift of Inner Fire		539	100	22	pr205			10	1	1																			pr470	50		50	50	pr369		539	100	22	pr205		10	1	1																pr470	75		75	75	pr369		539	100	22	pr205		10	1	1																0
mp334	Idem but object	pr470		25		25	25	pr197	Target Eliminated Speech		954	100	1	pr198	MCS Dying Speech		955	100	1	pr201				1	1	pr205	passive_lockout		126	1	1	pr205	meslayer		181	1	1	pr470	50		50	50	pr197		954	100	1	pr198		955	100	1	pr201			1	1	pr205		126	1	1	pr205		181	1	1	pr470	75		75	75	pr197		954	100	1	pr198		955	100	1	pr201			1	1	pr205		126	1	1	pr205		181	1	1	0
mp335	Idem but object	pr470		25		25	25	pr198	Mon Super Gift of Inner Fire		539	100	22	pr198			849	90	15																			pr470	50		50	50	pr198		539	100	22	pr198		849	90	17																pr470	75		75	75	pr198		539	100	22	pr198		849	90	15																0
mp336	Idem but object	pr470		25		25	25	pr198	Mon Super Gift of Inner Fire		539	100	22	pr198			849	90	15																			pr470	50		50	50	pr198		539	100	22	pr198		849	90	17																pr470	75		75	75	pr198		539	100	22	pr198		849	90	15																0
mp337	Boss or small uber minions	pr470		25		25	25	pr205			216	1	1	pr125	Mon Invis Shield Aura		584	1	1	pr475				25	25													pr470	50		50	50	pr205		216	1	1	pr125		584	1	1	pr475			50	50											pr470	75		75	75	pr205		216	1	1	pr125		584	1	1	pr475			75	75											0
mp338	Cannot have buff	pr127			483	100	1	pr126	Spawn Angel King 1		767	1	1	pr126	Spawn Angel King 2		768	1	1	pr125	Mon Weaker Concentration		547	5	5	pr205	meslayer		181	1	1	pr126	Tremor		612	10	50	pr127		483	100	1	pr126		767	1	1	pr126		768	1	1	pr125		547	5	5	pr205		181	1	1	pr126		612	10	52	pr127		483	100	1	pr126		767	1	1	pr126		768	1	1	pr125		547	5	5	pr205		181	1	1	pr126		612	10	50	0
mp339	Minion or dedicated reanimates	pr205			91	1	1	pr108				50	50	pr201				3	3																			pr205		91	1	1	pr108			50	50	pr201			3	3																pr205		91	1	1	pr108			50	50	pr201			3	3																0
mp340	Minion or dedicated reanimates																																																																																																	0
mp341	Minion or dedicated reanimates	pr201				1	1																															pr201			1	1																										pr201			1	1																										0
mp342	Minion or dedicated reanimates	pr201				1	1	pr205			68	1	1																									pr201			1	1	pr205		68	1	1																					pr201			1	1	pr205		68	1	1																					0
mp343	Minion or dedicated reanimates	pr201				1	1	pr205	fullsetgeneric		175	1	1	pr127	Edyrem Breaker Effect		775	100	1	pr266				75	75													pr201			1	1	pr205		175	1	1	pr127		775	100	1	pr266			75	75											pr201			1	1	pr205		175	1	1	pr127		775	100	1	pr266			75	75											0
mp344	Minion or dedicated reanimates	pr201				1	1	pr205	fullsetgeneric		175	1	1	pr126	Shattering Warp Blade		760	100	1																			pr201			1	1	pr205		175	1	1	pr126		760	100	1																pr201			1	1	pr205		175	1	1	pr126		760	100	1																0
mp345	Minion or dedicated reanimates	pr1				50	50	pr117			1235	75	75																									pr1			50	50	pr117		1235	75	75																					pr1			50	50	pr117		1235	75	75																					0
mp346	Minion or dedicated reanimates	pr205	passive_lockout		126	1	1																															pr205		126	1	1	pr470			30	30																					pr205		126	1	1	pr470			50	50																					0
