description	* info	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
cm4866	Shrine Crafting	1								2	"ct2w,uni"	A7+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		6	35	pr215	50		6	15	pr108	25		3	7	A8+																																																										0
cm4867	Shrine Crafting	1								2	"ct1a,crf"	A8+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		4	25	pr215	50		4	10	pr108	25		2	5	A9+																																																										0
cm4868	Shrine Crafting	1								2	"ct1a,rar"	A8+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		4	25	pr215	50		4	10	pr108	25		2	5	A9+																																																										0
cm4869	Shrine Crafting	1								2	"ct1a,set"	A8+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		4	25	pr215	50		4	10	pr108	25		2	5	A9+																																																										0
cm4870	Shrine Crafting	1								2	"ct1a,uni"	A8+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		4	25	pr215	50		4	10	pr108	25		2	5	A9+																																																										0
cm4871	Shrine Crafting	1								2	"ct2a,crf"	A8+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		6	35	pr215	50		6	15	pr108	25		3	7	A9+																																																										0
cm4872	Shrine Crafting	1								2	"ct2a,rar"	A8+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		6	35	pr215	50		6	15	pr108	25		3	7	A9+																																																										0
cm4873	Shrine Crafting	1								2	"ct2a,set"	A8+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		6	35	pr215	50		6	15	pr108	25		3	7	A9+																																																										0
cm4874	Shrine Crafting	1								2	"ct2a,uni"	A8+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		6	35	pr215	50		6	15	pr108	25		3	7	A9+																																																										0
cm4875	Shrine Crafting	1								2	"ct1w,crf"	A8+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		4	25	pr215	50		4	10	pr108	25		2	5	A9+																																																										0
cm4876	Shrine Crafting	1								2	"ct1w,rar"	A8+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		4	25	pr215	50		4	10	pr108	25		2	5	A9+																																																										0
cm4877	Shrine Crafting	1								2	"ct1w,set"	A8+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		4	25	pr215	50		4	10	pr108	25		2	5	A9+																																																										0
cm4878	Shrine Crafting	1								2	"ct1w,uni"	A8+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		4	25	pr215	50		4	10	pr108	25		2	5	A9+																																																										0
cm4879	Shrine Crafting	1								2	"ct2w,crf"	A8+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		6	35	pr215	50		6	15	pr108	25		3	7	A9+																																																										0
cm4880	Shrine Crafting	1								2	"ct2w,rar"	A8+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		6	35	pr215	50		6	15	pr108	25		3	7	A9+																																																										0
cm4881	Shrine Crafting	1								2	"ct2w,set"	A8+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		6	35	pr215	50		6	15	pr108	25		3	7	A9+																																																										0
cm4882	Shrine Crafting	1								2	"ct2w,uni"	A8+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		6	35	pr215	50		6	15	pr108	25		3	7	A9+																																																										0
cm4883	Shrine Crafting	1								2	"ct1a,crf"	A9+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		4	25	pr215	50		4	10	pr108	25		2	5																																																											0
cm4884	Shrine Crafting	1								2	"ct1a,rar"	A9+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		4	25	pr215	50		4	10	pr108	25		2	5																																																											0
cm4885	Shrine Crafting	1								2	"ct1a,set"	A9+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		4	25	pr215	50		4	10	pr108	25		2	5																																																											0
cm4886	Shrine Crafting	1								2	"ct1a,uni"	A9+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		4	25	pr215	50		4	10	pr108	25		2	5																																																											0
cm4887	Shrine Crafting	1								2	"ct2a,crf"	A9+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		6	35	pr215	50		6	15	pr108	25		3	7																																																											0
cm4888	Shrine Crafting	1								2	"ct2a,rar"	A9+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		6	35	pr215	50		6	15	pr108	25		3	7																																																											0
cm4889	Shrine Crafting	1								2	"ct2a,set"	A9+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		6	35	pr215	50		6	15	pr108	25		3	7																																																											0
cm4890	Shrine Crafting	1								2	"ct2a,uni"	A9+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		6	35	pr215	50		6	15	pr108	25		3	7																																																											0
cm4891	Shrine Crafting	1								2	"ct1w,crf"	A9+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		4	25	pr215	50		4	10	pr108	25		2	5																																																											0
cm4892	Shrine Crafting	1								2	"ct1w,rar"	A9+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		4	25	pr215	50		4	10	pr108	25		2	5																																																											0
cm4893	Shrine Crafting	1								2	"ct1w,set"	A9+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		4	25	pr215	50		4	10	pr108	25		2	5																																																											0
cm4894	Shrine Crafting	1								2	"ct1w,uni"	A9+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		4	25	pr215	50		4	10	pr108	25		2	5																																																											0
cm4895	Shrine Crafting	1								2	"ct2w,crf"	A9+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		6	35	pr215	50		6	15	pr108	25		3	7																																																											0
cm4896	Shrine Crafting	1								2	"ct2w,rar"	A9+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		6	35	pr215	50		6	15	pr108	25		3	7																																																											0
cm4897	Shrine Crafting	1								2	"ct2w,set"	A9+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		6	35	pr215	50		6	15	pr108	25		3	7																																																											0
cm4898	Shrine Crafting	1								2	"ct2w,uni"	A9+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr7	50		6	35	pr215	50		6	15	pr108	25		3	7																																																											0
cm4899	Shrine Crafting	1			100	16	219			3	"ct1a,noe,crf"	A0+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A1+																																																										0
cm4900	Shrine Crafting	1			100	16	219			3	"ct1a,noe,rar"	A0+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A1+																																																										0
cm4901	Shrine Crafting				100	16	219			3	"ct1a,noe,set"	A0+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A1+																																																										0
cm4902	Shrine Crafting	1			100	16	219			3	"ct1a,noe,tmp"	A0+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A1+																																																										0
cm4903	Shrine Crafting	1			100	16	219			3	"ct2a,noe,crf"	A0+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A1+																																																										0
cm4904	Shrine Crafting	1			100	16	219			3	"ct2a,noe,rar"	A0+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A1+																																																										0
cm4905	Shrine Crafting				100	16	219			3	"ct2a,noe,set"	A0+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A1+																																																										0
cm4906	Shrine Crafting	1			100	16	219			3	"ct2a,noe,tmp"	A0+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A1+																																																										0
cm4907	Shrine Crafting	1			100	16	219			3	"ct1w,noe,crf"	A0+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A1+																																																										0
cm4908	Shrine Crafting	1			100	16	219			3	"ct1w,noe,rar"	A0+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A1+																																																										0
cm4909	Shrine Crafting				100	16	219			3	"ct1w,noe,set"	A0+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A1+																																																										0
cm4910	Shrine Crafting	1			100	16	219			3	"ct1w,noe,tmp"	A0+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A1+																																																										0
cm4911	Shrine Crafting	1			100	16	219			3	"ct2w,noe,crf"	A0+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A1+																																																										0
cm4912	Shrine Crafting	1			100	16	219			3	"ct2w,noe,rar"	A0+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A1+																																																										0
cm4913	Shrine Crafting				100	16	219			3	"ct2w,noe,set"	A0+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A1+																																																										0
cm4914	Shrine Crafting	1			100	16	219			3	"ct2w,noe,tmp"	A0+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A1+																																																										0
cm4915	Shrine Crafting	1			100	16	219			3	"ct1a,noe,crf"	A1+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A2+																																																										0
cm4916	Shrine Crafting	1			100	16	219			3	"ct1a,noe,rar"	A1+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A2+																																																										0
cm4917	Shrine Crafting				100	16	219			3	"ct1a,noe,set"	A1+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A2+																																																										0
cm4918	Shrine Crafting	1			100	16	219			3	"ct1a,noe,tmp"	A1+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A2+																																																										0
cm4919	Shrine Crafting	1			100	16	219			3	"ct2a,noe,crf"	A1+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A2+																																																										0
cm4920	Shrine Crafting	1			100	16	219			3	"ct2a,noe,rar"	A1+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A2+																																																										0
cm4921	Shrine Crafting				100	16	219			3	"ct2a,noe,set"	A1+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A2+																																																										0
cm4922	Shrine Crafting	1			100	16	219			3	"ct2a,noe,tmp"	A1+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A2+																																																										0
cm4923	Shrine Crafting	1			100	16	219			3	"ct1w,noe,crf"	A1+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A2+																																																										0
cm4924	Shrine Crafting	1			100	16	219			3	"ct1w,noe,rar"	A1+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A2+																																																										0
cm4925	Shrine Crafting				100	16	219			3	"ct1w,noe,set"	A1+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A2+																																																										0
cm4926	Shrine Crafting	1			100	16	219			3	"ct1w,noe,tmp"	A1+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A2+																																																										0
cm4927	Shrine Crafting	1			100	16	219			3	"ct2w,noe,crf"	A1+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A2+																																																										0
cm4928	Shrine Crafting	1			100	16	219			3	"ct2w,noe,rar"	A1+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A2+																																																										0
cm4929	Shrine Crafting				100	16	219			3	"ct2w,noe,set"	A1+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A2+																																																										0
cm4930	Shrine Crafting	1			100	16	219			3	"ct2w,noe,tmp"	A1+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A2+																																																										0
cm4931	Shrine Crafting	1			100	16	219			3	"ct1a,noe,crf"	A2+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A3+																																																										0
cm4932	Shrine Crafting	1			100	16	219			3	"ct1a,noe,rar"	A2+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A3+																																																										0
cm4933	Shrine Crafting				100	16	219			3	"ct1a,noe,set"	A2+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A3+																																																										0
cm4934	Shrine Crafting	1			100	16	219			3	"ct1a,noe,tmp"	A2+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A3+																																																										0
cm4935	Shrine Crafting	1			100	16	219			3	"ct2a,noe,crf"	A2+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A3+																																																										0
cm4936	Shrine Crafting	1			100	16	219			3	"ct2a,noe,rar"	A2+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A3+																																																										0
cm4937	Shrine Crafting				100	16	219			3	"ct2a,noe,set"	A2+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A3+																																																										0
cm4938	Shrine Crafting	1			100	16	219			3	"ct2a,noe,tmp"	A2+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A3+																																																										0
cm4939	Shrine Crafting	1			100	16	219			3	"ct1w,noe,crf"	A2+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A3+																																																										0
cm4940	Shrine Crafting	1			100	16	219			3	"ct1w,noe,rar"	A2+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A3+																																																										0
cm4941	Shrine Crafting				100	16	219			3	"ct1w,noe,set"	A2+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A3+																																																										0
cm4942	Shrine Crafting	1			100	16	219			3	"ct1w,noe,tmp"	A2+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A3+																																																										0
cm4943	Shrine Crafting	1			100	16	219			3	"ct2w,noe,crf"	A2+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A3+																																																										0
cm4944	Shrine Crafting	1			100	16	219			3	"ct2w,noe,rar"	A2+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A3+																																																										0
cm4945	Shrine Crafting				100	16	219			3	"ct2w,noe,set"	A2+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A3+																																																										0
cm4946	Shrine Crafting	1			100	16	219			3	"ct2w,noe,tmp"	A2+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A3+																																																										0
cm4947	Shrine Crafting	1			100	16	219			3	"ct1a,noe,crf"	A3+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A4+																																																										0
cm4948	Shrine Crafting	1			100	16	219			3	"ct1a,noe,rar"	A3+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A4+																																																										0
cm4949	Shrine Crafting				100	16	219			3	"ct1a,noe,set"	A3+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A4+																																																										0
cm4950	Shrine Crafting	1			100	16	219			3	"ct1a,noe,tmp"	A3+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A4+																																																										0
cm4951	Shrine Crafting	1			100	16	219			3	"ct2a,noe,crf"	A3+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A4+																																																										0
cm4952	Shrine Crafting	1			100	16	219			3	"ct2a,noe,rar"	A3+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A4+																																																										0
cm4953	Shrine Crafting				100	16	219			3	"ct2a,noe,set"	A3+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A4+																																																										0
cm4954	Shrine Crafting	1			100	16	219			3	"ct2a,noe,tmp"	A3+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A4+																																																										0
cm4955	Shrine Crafting	1			100	16	219			3	"ct1w,noe,crf"	A3+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A4+																																																										0
cm4956	Shrine Crafting	1			100	16	219			3	"ct1w,noe,rar"	A3+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A4+																																																										0
cm4957	Shrine Crafting				100	16	219			3	"ct1w,noe,set"	A3+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A4+																																																										0
cm4958	Shrine Crafting	1			100	16	219			3	"ct1w,noe,tmp"	A3+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A4+																																																										0
cm4959	Shrine Crafting	1			100	16	219			3	"ct2w,noe,crf"	A3+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A4+																																																										0
cm4960	Shrine Crafting	1			100	16	219			3	"ct2w,noe,rar"	A3+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A4+																																																										0
cm4961	Shrine Crafting				100	16	219			3	"ct2w,noe,set"	A3+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A4+																																																										0
cm4962	Shrine Crafting	1			100	16	219			3	"ct2w,noe,tmp"	A3+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A4+																																																										0
cm4963	Shrine Crafting	1			100	16	219			3	"ct1a,noe,crf"	A4+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A5+																																																										0
cm4964	Shrine Crafting	1			100	16	219			3	"ct1a,noe,rar"	A4+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A5+																																																										0
cm4965	Shrine Crafting				100	16	219			3	"ct1a,noe,set"	A4+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A5+																																																										0
cm4966	Shrine Crafting	1			100	16	219			3	"ct1a,noe,tmp"	A4+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A5+																																																										0
cm4967	Shrine Crafting	1			100	16	219			3	"ct2a,noe,crf"	A4+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A5+																																																										0
cm4968	Shrine Crafting	1			100	16	219			3	"ct2a,noe,rar"	A4+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A5+																																																										0
cm4969	Shrine Crafting				100	16	219			3	"ct2a,noe,set"	A4+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A5+																																																										0
cm4970	Shrine Crafting	1			100	16	219			3	"ct2a,noe,tmp"	A4+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A5+																																																										0
cm4971	Shrine Crafting	1			100	16	219			3	"ct1w,noe,crf"	A4+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A5+																																																										0
cm4972	Shrine Crafting	1			100	16	219			3	"ct1w,noe,rar"	A4+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A5+																																																										0
cm4973	Shrine Crafting				100	16	219			3	"ct1w,noe,set"	A4+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A5+																																																										0
cm4974	Shrine Crafting	1			100	16	219			3	"ct1w,noe,tmp"	A4+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A5+																																																										0
cm4975	Shrine Crafting	1			100	16	219			3	"ct2w,noe,crf"	A4+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A5+																																																										0
cm4976	Shrine Crafting	1			100	16	219			3	"ct2w,noe,rar"	A4+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A5+																																																										0
cm4977	Shrine Crafting				100	16	219			3	"ct2w,noe,set"	A4+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A5+																																																										0
cm4978	Shrine Crafting	1			100	16	219			3	"ct2w,noe,tmp"	A4+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A5+																																																										0
cm4979	Shrine Crafting	1			100	16	219			3	"ct1a,noe,crf"	A5+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A6+																																																										0
cm4980	Shrine Crafting	1			100	16	219			3	"ct1a,noe,rar"	A5+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A6+																																																										0
cm4981	Shrine Crafting				100	16	219			3	"ct1a,noe,set"	A5+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A6+																																																										0
cm4982	Shrine Crafting	1			100	16	219			3	"ct1a,noe,tmp"	A5+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A6+																																																										0
cm4983	Shrine Crafting	1			100	16	219			3	"ct2a,noe,crf"	A5+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A6+																																																										0
cm4984	Shrine Crafting	1			100	16	219			3	"ct2a,noe,rar"	A5+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A6+																																																										0
cm4985	Shrine Crafting				100	16	219			3	"ct2a,noe,set"	A5+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A6+																																																										0
cm4986	Shrine Crafting	1			100	16	219			3	"ct2a,noe,tmp"	A5+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A6+																																																										0
cm4987	Shrine Crafting	1			100	16	219			3	"ct1w,noe,crf"	A5+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A6+																																																										0
cm4988	Shrine Crafting	1			100	16	219			3	"ct1w,noe,rar"	A5+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A6+																																																										0
cm4989	Shrine Crafting				100	16	219			3	"ct1w,noe,set"	A5+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A6+																																																										0
cm4990	Shrine Crafting	1			100	16	219			3	"ct1w,noe,tmp"	A5+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A6+																																																										0
cm4991	Shrine Crafting	1			100	16	219			3	"ct2w,noe,crf"	A5+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A6+																																																										0
cm4992	Shrine Crafting	1			100	16	219			3	"ct2w,noe,rar"	A5+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A6+																																																										0
cm4993	Shrine Crafting				100	16	219			3	"ct2w,noe,set"	A5+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A6+																																																										0
cm4994	Shrine Crafting	1			100	16	219			3	"ct2w,noe,tmp"	A5+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A6+																																																										0
cm4995	Shrine Crafting	1			100	16	219			3	"ct1a,noe,crf"	A6+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A7+																																																										0
cm4996	Shrine Crafting	1			100	16	219			3	"ct1a,noe,rar"	A6+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A7+																																																										0
cm4997	Shrine Crafting				100	16	219			3	"ct1a,noe,set"	A6+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A7+																																																										0
cm4998	Shrine Crafting	1			100	16	219			3	"ct1a,noe,tmp"	A6+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A7+																																																										0
cm4999	Shrine Crafting	1			100	16	219			3	"ct2a,noe,crf"	A6+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A7+																																																										0
cm5000	Shrine Crafting	1			100	16	219			3	"ct2a,noe,rar"	A6+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A7+																																																										0
cm5001	Shrine Crafting				100	16	219			3	"ct2a,noe,set"	A6+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A7+																																																										0
cm5002	Shrine Crafting	1			100	16	219			3	"ct2a,noe,tmp"	A6+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A7+																																																										0
