index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*Laz / comment	* Laz1	* Laz2	* Laz3	* Laz4	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
Salamander's Breath		1		10	1	28	18	5@3 		(Tier 2)						5	5000	lred	lred			so0		so0	pr133		3	3	pr387		76	76	pr29		81	120	pr27		36	45	pr28		51	65	pr197	518	100	12	pr31		41	50	pr127	809	10	6	pr108		11	14	pr81		35	35									0
Salamander's Breath		1		10	1	45	29	6@3 		(Tier 3)						5	5000	lred	lred			so0		so0	pr133		4	4	pr387		76	76	pr29		121	160	pr27		46	55	pr28		66	80	pr197	518	100	18	pr31		51	60	pr127	809	15	7	pr108		15	18	pr81		45	45									0
Salamander's Breath		1		10	1	60	38	7@3 		(Tier 4)						5	5000	lred	lred			so0		so0	pr133		4	4	pr387		76	76	pr29		161	200	pr27		56	65	pr28		81	95	pr197	518	100	24	pr31		61	70	pr127	809	20	8	pr108		19	22	pr81		55	55									0
Salamander's Breath		1		10	1	75	48	8@3 		(Tier 5)						5	5000	lred	lred			so0		so0	pr133		5	5	pr387		76	76	pr29		201	240	pr27		66	75	pr28		96	110	pr197	518	100	30	pr31		71	80	pr127	809	25	9	pr108		23	26	pr81		65	65									0
Salamander's Breath		1		10	1	86	55	9@3 		(Tier 6)						5	5000	lred	lred			so0		so0	pr133		6	6	pr387		76	76	pr29		241	280	pr27		76	85	pr28		111	125	pr197	518	100	36	pr31		81	90	pr127	809	30	10	pr108		27	30	pr81		75	75									0
Azgar's Mark		1		10	1	120	100	1@4 		(Sacred) SU						5	5000	dred	dred			so0		so0	pr133		6	6	pr387		76	76	pr29		251	300	pr233		51	100	pr127	492	50	4	pr235		51	100	pr197	824	1	52	pr66		6	11	pr107		11	15	pr140		250	400	pr121		2	4	pr53		50	50	0
NewTheCaduceus		1		4	1	120	100	1@4 		(Sacred) SSU						5	5000	lgrn	lgrn			so0		so0	pr133		6	6	pr387		76	76	pr29		301	350	pr140		150	500	pr53		1000	1000	pr114		20	20	pr204	358	4	7	pr98		150	150	pr174		11	15	pr121		2	2									0
ViperBowSU3		1		1	1	120	100	1@4 		(Sacred) SSSU						5	5000	dgry	dgry			so0		so0	pr133		6	6	pr387	76	76	76	pr204	1047	11	14	pr114		20	20	pr140		300	500	pr192		50	75	pr190		50	100	pr128	38	100	1	pr29		250	300	pr108		15	15	pr57		50	50					0
Fleshmender		1		10	1	5	3	157 	Voulge (unused)	(Tier 1)						5	5000	dgry	dgry			so0		so0	pr133		2	2	pr387		76	76	pr29		41	70	pr97		101	150	pr53		16	25	pr222		11	15	pr218		3	5	pr52		11	15	pr4		3	5													0
Fleshmender		1		10	1	20	13	225 	Voulge (unused)	(Tier 2)						5	5000	dgry	dgry			so0		so0	pr133		3	3	pr387		76	76	pr29		71	100	pr97		151	200	pr53		26	35	pr222		16	20	pr218		6	8	pr52		16	20	pr4		6	8													0
Fleshmender		1		10	1	35	22	293 	Voulge (unused)	(Tier 3)						5	5000	dgry	dgry			so0		so0	pr133		4	4	pr387		76	76	pr29		101	130	pr97		201	250	pr53		36	45	pr222		21	25	pr218		9	11	pr52		21	25	pr4		9	11													0
Fleshmender		1		10	1	49	31	361 	Voulge (unused)	(Tier 4)						5	5000	dgry	dgry			so0		so0	pr133		4	4	pr387		76	76	pr29		131	160	pr97		251	300	pr53		46	55	pr222		26	30	pr218		12	14	pr52		26	30	pr4		12	14													0
Fleshmender		1		10	1	64	41	429 	Voulge (unused)	(Tier 5)						5	5000	dgry	dgry			so0		so0	pr133		5	5	pr387		76	76	pr29		161	190	pr97		301	350	pr53		56	65	pr222		31	35	pr218		15	17	pr52		31	35	pr4		15	17													0
Fleshmender		1		10	1	79	50	497 	Voulge (unused)	(Tier 6)						5	5000	dgry	dgry			so0		so0	pr133		6	6	pr387		76	76	pr29		191	220	pr97		351	400	pr53		66	75	pr222		36	40	pr218		18	20	pr52		36	40	pr4		18	20													0
Felsteel		1		10	1	120	100	58@ 	Voulge (unused)	(Sacred) SU						5	5000	lred	lred			so0		so0	pr133		6	6	pr387		76	76	pr29		201	250	pr57		50	50	pr291		101	150	pr104		2	4	pr126	314	50	23	pr114		11	15	pr206		41	50	pr81		30	30	pr31		51	60	pr37		21	25	0
The Compensator		1		10	1	1	1	l10 		(Tier 1)						5	5000	dblu	dblu			so0		so0	pr133		1	1	pr388	25	25	25	pr7		2	5	pr8		2	5	pr9		2	5	pr222		3	5	pr3		1	2	pr59		16	25																	0
The Compensator		1		10	1	14	9	l14 		(Tier 2)						5	5000	dblu	dblu			so0		so0	pr133		2	2	pr388	25	25	25	pr7		6	9	pr8		6	9	pr9		6	9	pr222		6	8	pr3		3	4	pr59		26	35																	0
The Compensator		1		10	1	29	18	l18 		(Tier 3)						5	5000	dblu	dblu			so0		so0	pr133		2	2	pr388	25	25	25	pr7		10	13	pr8		10	13	pr9		10	13	pr222		9	11	pr3		5	6	pr59		36	45																	0
The Compensator		1		10	1	43	27	l22 		(Tier 4)						5	5000	dblu	dblu			so0		so0	pr133		2	2	pr388	25	25	25	pr7		14	17	pr8		14	17	pr9		14	17	pr222		12	14	pr3		7	8	pr59		46	55																	0
The Compensator		1		10	1	58	37	l26 		(Tier 5)						5	5000	dblu	dblu			so0		so0	pr133		2	2	pr388	25	25	25	pr7		18	21	pr8		18	21	pr9		18	21	pr222		15	17	pr3		9	10	pr59		56	65																	0
The Compensator		1		10	1	73	46	l30 		(Tier 6)						5	5000	dblu	dblu			so0		so0	pr133		2	2	pr388	25	25	25	pr7		22	25	pr8		22	25	pr9		22	25	pr222		18	20	pr3		11	12	pr59		66	75																	0
Vizharan		1		10	1	120	100	69@ 		(Sacred) SU						5	5000	dyel	dyel			so0		so0	pr133		2	2	pr388	25	25	25	pr69		2	3	pr190		41	50	pr41		21	25	pr182	429	20	4	pr58		350	350	pr59		50	50	pr4		5	5	pr0		300	300	pr181		1	1	pr204	441	4	9	0
NecSlavemaster		1		4	1	120	100	69@ 		(Sacred) SSU						5	5000	dgrn	dgrn			so0		so0	pr133		2	2	pr388	25	25	25	pr269		31	40	pr285		4	6	pr69		2	2	pr371	712	2	8	pr1		500	500	pr193		10	10	pr191		5	5													0
WandSU3		1		1	1	120	100	69@ 		(Sacred) SSSU						5	5000	dblu	dblu			so0		so0	pr133		2	2	pr388	25	25	25	pr117	824	15	15	pr172		50	50	pr184		50	100	pr34		15	15	pr69		2	3	pr4		5	5	pr217		20	25	pr291		75	75	pr267		50	75	pr471		1	1	0
Rainbowcleave		1		10	1	17	11	118 		(Tier 1)						5	5000	dpur	lpur			so0		so0	pr133		2	2	pr387		51	51	pr29		21	50	pr57		15	15	pr104		1	1	pr31		21	25	pr35		21	25	pr33		21	25	pr6		3	5	pr183		11	15	pr185		11	15	pr184		11	15	0
Rainbowcleave		1		10	1	32	20	186 		(Tier 2)						5	5000	dpur	lpur			so0		so0	pr133		3	3	pr387		51	51	pr29		51	80	pr57		20	20	pr104		1	1	pr31		26	30	pr35		26	30	pr33		26	30	pr6		6	8	pr183		16	20	pr185		16	20	pr184		16	20	0
Rainbowcleave		1		10	1	46	29	254 		(Tier 3)						5	5000	dpur	lpur			so0		so0	pr133		4	4	pr387		51	51	pr29		81	110	pr57		25	25	pr104		1	2	pr31		31	35	pr35		31	35	pr33		31	35	pr6		9	11	pr183		21	25	pr185		21	25	pr184		21	25	0
Rainbowcleave		1		10	1	61	39	322 		(Tier 4)						5	5000	dpur	lpur			so0		so0	pr133		4	4	pr387		51	51	pr29		111	140	pr57		30	30	pr104		1	2	pr31		36	40	pr35		36	40	pr33		36	40	pr6		12	14	pr183		26	30	pr185		26	30	pr184		26	30	0
Rainbowcleave		1		10	1	75	48	390 		(Tier 5)						5	5000	dpur	lpur			so0		so0	pr133		5	5	pr387		51	51	pr29		141	170	pr57		35	35	pr104		1	3	pr31		41	45	pr35		41	45	pr33		41	45	pr6		15	17	pr183		31	35	pr185		31	35	pr184		31	35	0
Rainbowcleave		1		10	1	87	55	458 		(Tier 6)						5	5000	dpur	lpur			so0		so0	pr133		6	6	pr387		51	51	pr29		171	200	pr57		40	40	pr104		2	3	pr31		46	50	pr35		46	50	pr33		46	50	pr6		18	20	pr183		36	40	pr185		36	40	pr184		36	40	0
Nimmenjuushin		1		10	1	120	100	1@@ 		(Sacred) SU						5	5000	lyel	lyel			so0		so0	pr133		6	6	pr387		51	51	pr29		201	250	pr127	498	8	10	pr215		21	30	pr28		401	600	pr66		8	17	pr233		41	50	pr235		151	175	pr75		-20	-20	pr81		50	50	pr121		5	8	0
NewFacemender		1		4	1	120	100	1@@ 		(Sacred) SSU						5	5000	dred	dred			so0		so0	pr133		6	6	pr387		51	51	pr29		201	250	pr140		150	450	pr9		200	200	pr356		250	250	pr53		500	500	pr114		25	25	pr7		100	100													0
WarAxeSU3		1		1	1	120	100	1@@ 		(Sacred) SSSU						5	5000	oran	oran			so0		so0	pr133		6	6	pr387		51	51	pr29		251	300	pr71		3	4	pr28		400	500	pr66		15	20	pr480		25	25	pr42		5	5	pr81		25	25	pr222		100	100	pr197	511	1	36	pr126	595	10	31	0
Archon's Wrath		1		10	1	8	5	l34 		(Tier 1)						5	5000	lred	lred			so0		so0	pr133		1	1	pr387		76	76	pr29		41	75	pr28		21	50	pr215		7	10	pr20		21	25	pr21		31	35	pr99		101	150	pr98		101	150	pr126	789	5	5									0
Archon's Wrath		1		10	1	23	14	l37 		(Tier 2)						5	5000	lred	lred			so0		so0	pr133		2	2	pr387		76	76	pr29		76	110	pr28		51	80	pr215		11	14	pr20		26	50	pr21		36	70	pr99		151	200	pr98		151	200	pr126	789	6	12									0
Archon's Wrath		1		10	1	37	24	l40 		(Tier 3)						5	5000	lred	lred			so0		so0	pr133		3	3	pr387		76	76	pr29		111	145	pr28		81	110	pr215		15	18	pr20		51	100	pr21		71	140	pr99		201	250	pr98		201	250	pr126	789	7	19									0
Archon's Wrath		1		10	1	52	33	l43 		(Tier 4)						5	5000	lred	lred			so0		so0	pr133		4	4	pr387		76	76	pr29		146	180	pr28		111	140	pr215		19	22	pr20		101	200	pr21		141	280	pr99		251	300	pr98		251	300	pr126	789	8	26									0
Archon's Wrath		1		10	1	67	42	l46 		(Tier 5)						5	5000	lred	lred			so0		so0	pr133		5	5	pr387		76	76	pr29		181	215	pr28		141	170	pr215		23	26	pr20		201	400	pr21		281	560	pr99		301	350	pr98		301	350	pr126	789	9	33									0
Archon's Wrath		1		10	1	81	51	l49 		(Tier 6)						5	5000	lred	lred			so0		so0	pr133		6	6	pr387		76	76	pr29		216	250	pr28		171	200	pr215		27	30	pr20		401	800	pr21		561	1120	pr99		351	400	pr98		351	400	pr126	789	10	40									0
HammerOfGhrabThaar		1		10	1	120	100	73@ 		(Sacred) SU						5	5000	lgld	lgld			so0		so0	pr133		6	6	pr387		76	76	pr29		251	300	pr68		2	4	pr126	518	50	21	pr7		41	50	pr10		41	50	pr9		41	50	pr73		2	2	pr98		101	150	pr58		-25	-25	pr117	927	11	15	0
NewBrainsplatter		1		4	1	120	100	73@ 		(Sacred) SSU						5	5000	dgry	dgry			so0		so0	pr133		6	6	pr387		76	76	pr29		301	350	pr57		50	50	pr87		-50	-50	pr140		200	400	pr220		250	250	pr97		-500	-500	pr66		25	34	pr68		2	2	pr126	535	20	15	pr107		100	100	0
WarHammerSU3		1		1	1	120	100	73@ 		(Sacred) SSSU						5	5000	dgld	dgld			so0		so0	pr133		6	6	pr388		76	76	pr29		251	300	pr197	595	5	13	pr197	535	5	13	pr197	612	5	13	pr197	804	5	13	pr57		50	50	pr87		50	50	pr192		25	75	pr41		20	30	pr13		101	200	0
The Warped Blade		1		10	1	19	12	!98 		(Tier 1)						5	5000	dpur	lpur			so0		so0	pr133		2	2	pr388	76	76	76	pr374	760	100	1	pr29		41	80	pr28		51	100	pr8		16	25	pr75		-11	-15	pr126	503	15	4	pr57		15	15	pr117	879	11	15									0
The Warped Blade		1		10	1	35	23	!99 		(Tier 2)						5	5000	dpur	lpur			so0		so0	pr133		3	3	pr388	76	76	76	pr374	760	100	1	pr29		81	120	pr28		101	150	pr8		26	35	pr75		-16	-20	pr126	503	18	8	pr57		20	20	pr117	879	16	20									0
The Warped Blade		1		10	1	51	33	!1! 		(Tier 3)						5	5000	dpur	lpur			so0		so0	pr133		4	4	pr388	76	76	76	pr374	760	100	1	pr29		121	160	pr28		151	200	pr8		36	45	pr75		-21	-25	pr126	503	21	12	pr57		25	25	pr117	879	21	25									0
The Warped Blade		1		10	1	68	42	!2! 		(Tier 4)						5	5000	dpur	lpur			so0		so0	pr133		4	4	pr388	76	76	76	pr374	760	100	1	pr29		161	200	pr28		201	250	pr8		46	55	pr75		-26	-30	pr126	503	24	16	pr57		30	30	pr117	879	26	30									0
The Warped Blade		1		10	1	83	52	!3! 		(Tier 5)						5	5000	dpur	lpur			so0		so0	pr133		5	5	pr388	76	76	76	pr374	760	100	1	pr29		201	240	pr28		251	300	pr8		56	65	pr75		-31	-35	pr126	503	27	20	pr57		35	35	pr117	879	31	35									0
The Warped Blade		1		10	1	90	62	!4! 		(Tier 6)						5	5000	dpur	lpur			so0		so0	pr133		6	6	pr388	76	76	76	pr374	760	100	1	pr29		241	280	pr28		301	350	pr8		66	75	pr75		-36	-40	pr126	503	30	24	pr57		40	40	pr117	879	36	40									0
Starhawk		1		10	1	120	100	!5! 		(Sacred) SU						5	5000	dblu	dblu			so0		so0	pr133		6	6	pr388	76	76	76	pr374	760	100	1	pr134		2500	4000	pr137	50	2500	4000	pr135		2500	4000	pr136		2500	4000	pr309		31	50	pr70		3	5	pr57		50	50	pr266		10	10	pr126	314	25	29	0
New3DryhtenEaldor		1		4	1	120	100	!5! 		(Sacred) SSU						5	5000	blac	blac			so0		so0	pr133		6	6	pr388	76	76	76	pr374	760	100	1	pr29		301	350	pr140		200	400	pr57		50	50	pr126	330	5	59	pr126	500	25	44	pr136		1000	2500	pr70		3	5	pr114		15	15					0
WarpBladeSU3		1		1	1	120	100	!5! 		(Sacred) SSSU						5	5000	blac	blac		warpbbl	so0		so0	pr133		6	6	pr388	76	76	76	pr374	760	100	1	pr266		5	5	pr29		300	350	pr140		50	150	pr66		15	20	pr57		25	25	pr127	884	1	1	pr96		75	100	pr70		1	2					0
Dreamswayer		1		10	1	12	7	131 		(Tier 1)						5	5000	dgrn	dgrn			so0		so0	pr133		2	2	pr388	51	51	51	pr29		31	50	pr171		11	15	pr173		11	15	pr68		1	1	pr57		15	15	pr291		31	50	pr126	712	1	3	pr126	697	3	2	pr62		21	25					0
Dreamswayer		1		10	1	26	17	199 		(Tier 2)						5	5000	dgrn	dgrn			so0		so0	pr133		3	3	pr388	51	51	51	pr29		51	70	pr171		16	20	pr173		16	20	pr68		1	1	pr57		20	20	pr291		51	70	pr126	712	1	6	pr126	697	6	4	pr62		26	30					0
Dreamswayer		1		10	1	41	26	267 		(Tier 3)						5	5000	dgrn	dgrn			so0		so0	pr133		4	4	pr388	51	51	51	pr29		71	90	pr171		21	25	pr173		21	25	pr68		1	2	pr57		25	25	pr291		71	90	pr126	712	1	9	pr126	697	9	6	pr62		31	35					0
Dreamswayer		1		10	1	55	35	335 		(Tier 4)						5	5000	dgrn	dgrn			so0		so0	pr133		4	4	pr388	51	51	51	pr29		91	110	pr171		26	30	pr173		26	30	pr68		1	2	pr57		30	30	pr291		91	110	pr126	712	1	11	pr126	697	11	8	pr62		36	40					0
Dreamswayer		1		10	1	70	44	403 		(Tier 5)						5	5000	dgrn	dgrn			so0		so0	pr133		5	5	pr388	51	51	51	pr29		111	130	pr171		31	35	pr173		31	35	pr68		1	3	pr57		35	35	pr291		111	130	pr126	712	1	13	pr126	697	13	10	pr62		41	45					0
Dreamswayer		1		10	1	85	54	471 		(Tier 6)						5	5000	dgrn	dgrn			so0		so0	pr133		6	6	pr388	51	51	51	pr29		131	150	pr171		36	40	pr173		36	40	pr68		2	3	pr57		40	40	pr291		131	150	pr126	712	1	15	pr126	697	15	12	pr62		46	50					0
Thunderbane		1		10	1	120	100	32@ 		(Sacred) SU						5	5000	dgry	dgry			so0		so0	pr133		6	6	pr388	51	51	51	pr29		301	350	pr197	50	10	18	pr126	818	10	29	pr57		50	50	pr135		1	2500	pr126	463	10	16	pr172		50	50	pr78		50	50	pr191		15	15					0
New3Firequeen		1		4	1	120	100	32@ 		(Sacred) SSU						5	5000	cred	cred			so0		so0	pr133		6	6	pr388	51	51	51	pr67		2	2	pr231		51	70	pr87		20	20	pr238		41	50	pr267		41	50	pr75		-40	-40	pr217		21	25	pr216		21	25	pr305	320	320	320					0
WarScepterSU3		1		1	1	120	100	32@ 		(Sacred) SSSU						5	5000	cred	cred			so0		so0	pr133		6	6	pr388		51	51	pr104		2	3	pr183		31	40	pr185		31	40	pr184		31	40	pr206		31	40	pr186		31	40	pr217		11	15	pr87		40	40	pr73		2	3	pr208		25	25	0
StOR		1		10	1	16	10	155 		(Tier 1)						5	5000	lred	lred			so0		so0	pr133		2	2	pr388	25	25	25	pr104		1	1	pr31		21	25	pr33		21	25	pr62		16	25	pr192		16	25	pr87		10	10	pr117	1161	8	10	pr204	777	1	2	pr294		21	25					0
StOR		1		10	1	30	19	223 		(Tier 2)						5	5000	lred	lred			so0		so0	pr133		3	3	pr388	25	25	25	pr104		1	2	pr31		26	30	pr33		26	30	pr62		26	35	pr192		26	35	pr87		20	20	pr117	1161	11	13	pr204	777	3	4	pr294		26	30					0
StOR		1		10	1	45	29	291 		(Tier 3)						5	5000	lred	lred			so0		so0	pr133		4	4	pr388	25	25	25	pr104		2	3	pr31		31	35	pr33		31	35	pr62		36	45	pr192		36	45	pr87		30	30	pr117	1161	14	16	pr204	777	5	6	pr294		31	35					0
StOR		1		10	1	60	38	359 		(Tier 4)						5	5000	lred	lred			so0		so0	pr133		4	4	pr388	25	25	25	pr104		2	4	pr31		36	40	pr33		36	40	pr62		46	55	pr192		46	55	pr87		40	40	pr117	1161	17	19	pr204	777	7	8	pr294		36	40					0
StOR		1		10	1	74	47	427 		(Tier 5)						5	5000	lred	lred			so0		so0	pr133		5	5	pr388	25	25	25	pr104		3	5	pr31		41	45	pr33		41	45	pr62		56	65	pr192		56	65	pr87		50	50	pr117	1161	20	22	pr204	777	9	10	pr294		41	45					0
StOR		1		10	1	86	54	495 		(Tier 6)						5	5000	lred	lred			so0		so0	pr133		6	6	pr388	25	25	25	pr104		3	6	pr31		46	50	pr33		46	50	pr62		66	75	pr192		66	75	pr87		60	60	pr117	1161	23	25	pr204	777	11	12	pr294		46	50					0
Spire of Kehjan		1		10	1	120	100	56@ 		(Sacred) SU						5	5000	oran	oran			so0		so0	pr133		6	6	pr388	25	25	25	pr291		101	150	pr53		250	250	pr104		8	10	pr41		31	40	pr219		41	50	pr212		250	250	pr87		20	20	pr75		-40	-40	pr181		1	1	pr192		201	250	0
NewSpireOfSarnakyle		1		4	1	120	100	56@ 		(Sacred) SSU						5	5000	dred	dred			so0		so0	pr133		6	6	pr388	25	25	25	pr70		10	12	pr121		10	12	pr111		201	250	pr191		30	30	pr205	117	1	1	pr171		41	50	pr173		41	50	pr183		51	100	pr185		51	100	pr370	650	1	16	0
WarStaffSU3		1		1	1	120	100	56@ 		(Sacred) SSSU						5	5000	dblu	dblu			so0		so0	pr133		6	6	pr388		25	25	pr121		8	12	pr365		2	2	pr183		61	70	pr185		61	70	pr87		50	50	pr234		50	50	pr235		150	150	pr53		101	200	pr208		21	25	pr117	1605	6	10	0
Lachdanan's Avenger		1		10	1	18	12	106 		(Tier 1)						5	5000	blac	blac			so0		so0	pr133		1	1	pr387		51	51	pr29		41	70	pr7		16	25	pr68		1	1	pr108		3	5	pr41		11	15	pr98		51	75	pr99		51	75	pr128	779	3	3									0
Lachdanan's Avenger		1		10	1	33	21	174 		(Tier 2)						5	5000	blac	blac			so0		so0	pr133		2	2	pr387		51	51	pr29		71	100	pr7		26	35	pr68		1	1	pr108		6	8	pr41		16	20	pr98		76	100	pr99		76	100	pr128	779	4	7									0
Lachdanan's Avenger		1		10	1	48	30	242 		(Tier 3)						5	5000	blac	blac			so0		so0	pr133		2	2	pr387		51	51	pr29		101	130	pr7		36	45	pr68		1	2	pr108		9	11	pr41		21	25	pr98		101	125	pr99		101	125	pr128	779	5	11									0
Lachdanan's Avenger		1		10	1	62	40	310 		(Tier 4)						5	5000	blac	blac			so0		so0	pr133		2	2	pr387		51	51	pr29		131	160	pr7		46	55	pr68		1	2	pr108		12	14	pr41		26	30	pr98		126	150	pr99		126	150	pr128	779	6	15									0
Lachdanan's Avenger		1		10	1	77	49	378 		(Tier 5)						5	5000	blac	blac			so0		so0	pr133		3	3	pr387		51	51	pr29		161	190	pr7		56	65	pr68		1	3	pr108		15	17	pr41		31	35	pr98		151	175	pr99		151	175	pr128	779	7	19									0
Lachdanan's Avenger		1		10	1	90	57	446 		(Tier 6)						5	5000	blac	blac			so0		so0	pr133		3	3	pr387		51	51	pr29		191	220	pr7		66	75	pr68		2	3	pr108		18	20	pr41		36	40	pr98		176	200	pr99		176	200	pr128	779	8	23									0
Aurumvorax		1		10	1	120	100	07@ 		(Sacred) SU						5	5000	lgld	lgld			so0		so0	pr133		3	3	pr387		51	51	pr29		251	300	pr145	96	96	96	pr58		-75	-75	pr66		14	18	pr57		50	50	pr114		21	30	pr91		1	1	pr7		100	100	pr8		100	100	pr191		10	10	0
New2LegionsName		1		4	1	120	100	07@ 		(Sacred) SSU						5	5000	dgrn	dgrn			so0		so0	pr133		3	3	pr387		51	51	pr29		301	350	pr145	128	128	128	pr285		1	1	pr198	469	100	55	pr269		50	50	pr267		-25	-25	pr87		40	40	pr57		40	40									0
WarSwordSU3		1		1	1	120	100	07@ 		(Sacred) SSSU						5	5000	blac	blac			so0		so0	pr133		6	6	pr387		51	51	pr29		251	300	pr197	680	5	36	pr197	702	5	36	pr197	699	5	36	pr174		40	50	pr104		1	2	pr78		20	30	pr207		25	30	pr87		20	20	pr11		400	500	0
Beast Prince		1		10	1	4	3	w10 		(Tier 1)						5	5000	blac	blac			so0		so0	pr133		1	1	pr5		31	50	pr215		2	5	pr222		3	5	pr199	566	100	7	pr191		4	5	pr218		2	5																					0
Beast Prince		1		10	1	19	11	w30 		(Tier 2)						5	5000	blac	blac			so0		so0	pr133		2	2	pr5		51	70	pr215		6	9	pr222		6	8	pr199	566	100	13	pr191		6	7	pr218		6	9																					0
Beast Prince		1		10	1	33	20	w50 		(Tier 3)						5	5000	blac	blac			so0		so0	pr133		2	2	pr5		71	90	pr215		10	13	pr222		9	11	pr199	566	100	19	pr191		8	9	pr218		10	13																					0
Beast Prince		1		10	1	49	29	w70 		(Tier 4)						5	5000	blac	blac			so0		so0	pr133		3	3	pr5		91	110	pr215		14	17	pr222		12	14	pr199	566	100	25	pr191		10	11	pr218		14	17																					0
Beast Prince		1		10	1	62	37	w90 		(Tier 5)						5	5000	blac	blac			so0		so0	pr133		3	3	pr5		111	130	pr215		18	21	pr222		15	17	pr199	566	100	31	pr191		12	13	pr218		18	21																					0
Beast Prince		1		10	1	78	47	e20 		(Tier 6)						5	5000	blac	blac			so0		so0	pr133		4	4	pr5		131	150	pr215		22	25	pr222		18	20	pr199	566	100	37	pr191		14	15	pr218		22	25																					0
Coldhunger		1		10	1	120	100	@47 		(Sacred) SU						5	5000	cblu	cblu			so0		so0	pr133		4	4	pr5		201	250	pr121		1	2	pr137	200	225	275	pr35		31	50	pr66		14	17	pr297		14	17	pr9		41	50	pr173		41	50	pr127	104	8	20	pr140		50	150	pr8		41	50	0
LinariansFurs		1		4	1	120	100	@47 		(Sacred) SSU						5	5000	blac	blac			so0		so0	pr133		4	4	pr5		201	250	pr117	1422	5	5	pr199	617	100	26	pr186		31	40	pr217		21	25	pr121		1	1	pr204	616	2	2	pr14		-15	-15	pr108		10	10	pr215		21	25					0
WolfHeadSU3		1		1	1	120	100	@47 		(Sacred) SSSU						5	5000	dgld	dgld			so0		so0	pr133		4	4	pr5		201	250	pr108		10	10	pr140		100	150	pr75		100	100	pr215		15	15	pr216		15	15	pr66		10	15	pr121		2	3	pr41		25	30	pr57		25	25					0
Spellgrip		1		10	1	4	2	j21 		(Tier 1)						5	5000	dblu	dblu			so0		so0	pr133		1	1	pr388	76	76	76	pr126	387	15	3	pr87		5	5	pr320		3	5	pr41		3	5	pr10		11	15	pr122		1	1	pr204	701	1	2													0
Spellgrip		1		10	1	18	11	j38 		(Tier 2)						5	5000	dblu	dblu			so0		so0	pr133		2	2	pr388	76	76	76	pr126	387	19	7	pr87		10	10	pr320		6	8	pr41		6	8	pr10		16	20	pr122		1	2	pr204	701	3	4													0
Spellgrip		1		10	1	32	20	j55 		(Tier 3)						5	5000	dblu	dblu			so0		so0	pr133		2	2	pr388	76	76	76	pr126	387	23	11	pr87		15	15	pr320		9	11	pr41		9	11	pr10		21	25	pr122		1	2	pr204	701	5	6													0
Spellgrip		1		10	1	47	30	j72 		(Tier 4)						5	5000	dblu	dblu			so0		so0	pr133		2	2	pr388	76	76	76	pr126	387	27	15	pr87		20	20	pr320		12	14	pr41		12	14	pr10		26	30	pr122		1	3	pr204	701	7	8													0
Spellgrip		1		10	1	62	39	j89 		(Tier 5)						5	5000	dblu	dblu			so0		so0	pr133		2	2	pr388	76	76	76	pr126	387	31	19	pr87		25	25	pr320		15	17	pr41		15	17	pr10		31	35	pr122		2	3	pr204	701	9	10													0
Spellgrip		1		10	1	76	48	o16 		(Tier 6)						5	5000	dblu	dblu			so0		so0	pr133		3	3	pr388	76	76	76	pr126	387	35	23	pr87		30	30	pr320		18	20	pr41		18	20	pr10		36	40	pr122		2	4	pr204	701	11	12													0
Al Dhih		1		10	1	120	100	91@ 		(Sacred) SU						5	5000	dyel	dyel			so0		so0	pr133		3	3	pr388	76	76	76	pr29		251	300	pr140		200	400	pr356		101	150	pr108		21	25	pr207		41	60	pr122		3	5	pr75		-50	-50	pr258		50	50	pr190		31	50	pr126	386	33	16	0
New2BaneCat		1		4	1	120	100	91@ 		(Sacred) SSU						5	5000	dblu	dblu			so0		so0	pr133		3	3	pr388	76	76	76	pr29		301	350	pr140		200	400	pr197	621	1	1	pr117	1273	11	15	pr74	3	3	3	pr73		-20	-20	pr122		2	2	pr57		50	50	pr65		11	16					0
WristBladeSU3		1		1	1	120	100	91@ 		(Sacred) SSSU						5	5000	lblu	lblu			so0		so0	pr133		3	3	pr388	76	76	76	pr207		40	50	pr16		1	1	pr291		100	100	pr192		50	100	pr122		3	4	pr14		10	10	pr12		10	10	pr88		50	50	pr87		100	100					0
Drake Cigar		1		10	1	5	3	l11 		(Tier 1)						5	5000	lred	lred			so0		so0	pr133		1	1	pr388	25	25	25	pr183		3	5	pr185		3	5	pr43		3	5	pr62		11	15	pr369	451	1	4	pr69		1	1																	0
Drake Cigar		1		10	1	19	12	l15 		(Tier 2)						5	5000	lred	lred			so0		so0	pr133		2	2	pr388	25	25	25	pr183		6	8	pr185		6	8	pr43		6	8	pr62		16	20	pr369	451	1	7	pr69		1	2																	0
Drake Cigar		1		10	1	34	21	l19 		(Tier 3)						5	5000	lred	lred			so0		so0	pr133		2	2	pr388	25	25	25	pr183		9	11	pr185		9	11	pr43		9	11	pr62		21	25	pr369	451	1	10	pr69		1	2																	0
