Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	* Laz / status	* Laz / new	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
ms1788	1788	ms1788	ms1789		Slimer	ms1201	mp186	mt17	ma73	mon_slimer	(X  		Ok	1													2	3		5	5	1	29	66	120	mo120	mo120	10	3	2	1	80	80	80	25	25	25	90	90	90	95	95	95	3	3	3				25	25	25	75	75	75													1	1			1				1		1			1	1									sk468	A2	1	sk26	A2	1																			100	100	100	-20	-20	-20						100						100						100					15	15	15		270	370	160	160	140	160	200	140	160	200				270	370	160	160	175	200	200	175	200	200				285	370	160	160	210	240	200	210	240	200																																														Act 3 Cast C	Act 3 Champ C	Act 3 Unique C		Act 3 (N) Cast C	Act 3 (N) Champ C	Act 5 (N) Unique C		Act 3 (H) Cast C	Act 3 (H) Champ C	Act 3 (H) Unique C								0
ms1789	1789	ms1788			Glooper	ms1202	mp186	mt17	ma73	mon_elite	(X  		Ok	1													2	4		5	5	1	31	67	120	mo120	mo120	10	3	2	1	80	80	80	25	25	25	90	90	90	95	95	95	3	3	3				25	25	25	75	75	75													1	1			1				1		1			1	1									sk468	A2	1	sk26	A2	1																			100	100	100	-20	-20	-20						100						100						100					15	15	15		600	710	410	200	200	220	280	200	220	280				830	1010	410	200	325	357	280	325	357	280				1061	1310	410	200	450	495	280	450	495	280																																														Act 3 Cast C	Act 3 Champ C	Act 3 Unique C		Act 3 (N) Cast C	Act 3 (N) Champ C	Act 5 (N) Unique C		Act 3 (H) Cast C	Act 3 (H) Champ C	Act 3 (H) Unique C								0
ms1790	1790	ms1790	ms1791		SewerTroll	ms1203	mp23	mt17	ma73	mon_trollphae	#0  		Ziet er eigenlijk ok uit	1													2	3		6	6	1	18	54	120	mo100	mo100	10	3	2	1	80	80	80	50	50	50	100	100	100	95	95	95	3	3	3				5	5	5	100	100	100													1	1			1				1		1			1	1							1		sk61	A2	5	sk26	A2	1																			100	100	100	-20	-20	-20								100						100									15	15	15		220	320	140	130	130	150	200	130	150	200				220	320	140	130	130	130	150	200	130	150				260	320	140	130	130	130	130	150	200	130																																														Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
ms1791	1791	ms1790	ms1792		DungeonTroll	ms1204	mp23	mt17	ma73	mon_trollphae	#0  		Ziet er eigenlijk ok uit	1													2	4		6	6	1	25	60	120	mo100	mo100	10	3	2	1	80	80	80	50	50	50	100	100	100	95	95	95	3	3	3				5	5	5	100	100	100													1	1			1				1		1			1	1							1		sk61	A2	5	sk26	A2	1																			100	100	100	-20	-20	-20								100						100									15	15	15		220	320	140	130	130	150	200	130	150	200				220	320	140	130	130	130	150	200	130	150				260	320	140	130	130	130	130	150	200	130																																														Act 2 H2H C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) H2H C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
ms1792	1792	ms1790			AshTroll	ms1205	mp23	mt17	ma73	mon_trollelite	#0  	Elite	Ziet er eigenlijk ok uit	1													3	5	36	6	6	1	33	70	120	mo100	mo100	10	3	2	1	80	80	80	50	50	50	100	100	100	95	95	95	3	3	3				5	5	5	100	100	100													1	1			1				1		1			1	1							1		sk61	A2	5	sk26	A2	1																			100	100	100	-20	-20	-20			100						100						100								11	11	11		650	710	170	160	220	250	430	220	250	430				950	1010	270	145	357	375	430	357	375	430				1250	1310	370	130	495	500	430	495	500	430																																														Act 4 Elite A	Act 3 Champ C	Act 3 Unique C		Act 4 (N) Elite A	Act 3 (N) Champ C	Act 3 (N) Unique C		Act 4 (H) Elite A	Act 3 (H) Champ C	Act 3 (H) Unique C								0
ms1793	1793	ms1793	ms1794		WanderingSarandesh	ms1206	mp23	mt4	ma96	mon_sarandesh	!7  		Ok	1	1												1	1		6	6	1	3	35	120	mo27	mo27	10	3	2	1	80	80	80	50	50	50	95	95	95																			ml2545									1				1						1			1	1																																	100	100	100	-20	-20	-20										100						100							46	46	46		70	90	110	90	70	100	190	70	100	190				70	90	110	90	70	100	190	70	100	190				185	195	110	90	70	100	190	70	100	190																																														Act 1 H2H A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
ms1794	1794	ms1793			FallenSarandesh	ms1207	mp23	mt4	ma96	mon_elite	!7  	Elite	Ok	1	1												1	1		6	6	1	32	69	120	mo27	mo27	10	3	2	1	80	80	80	50	50	50	95	95	95																			ml2546									1				1						1			1	1																																	100	100	100	-20	-20	-20					100						100						100						46	46	46		300	420	180	350	146	160	380	146	160	380				375	525	180	350	183	200	380	183	200	380				450	630	180	350	220	240	380	220	240	380																																														Act 4 Elite A	Act 3 Champ C	Act 3 Unique C		Act 4 (N) Elite A	Act 3 (N) Champ C	Act 3 (N) Unique C		Act 4 (H) Elite A	Act 3 (H) Champ C	Act 3 (H) Unique C								0
ms1795	1795	ms1772	ms1796		Flit	ms1185	mp23	mt38	ma30		(G  		Ok	1													1	1		5	5	1	1	33	120	mo59	mo59	10	3	2	1	80	80	80	90	90	90	4	4	4	4	4	4	20	20	20																						1	1			1				1	1	1			1	1							1		sk158	mq10	1																						100	100	100	-20	-20	-20								100						100									11	11	11		30	40	50		30	45	75	30	45	75				30	40	50		30	45	75	30	45	75				165	170	50		30	45	75	30	45	75																																																																0
ms1796	1796	ms1772	ms1821		Flit	ms1185	mp23	mt38	ma30		(G  		Ok	1													1	1		5	5	1	32	69	120	mo59	mo59	10	3	2	1	80	80	80	90	90	90	4	4	4	4	4	4	20	20	20																						1	1			1				1	1	1			1	1							1		sk158	mq10	1																						100	100	100	-20	-20	-20		100						100						100									11	11	11		60	80	100		90	120	250	90	120	250				60	80	100		90	120	250	90	120	250				180	190	100		90	120	250	90	120	250																																																																0
ms1797	1797	ms1797			CoreLord	ms969	mp136	mt50	ma89	mon_elite	HP  	Uberelite		1													2	2		12	12	1	65	115	120	mo35	mo35	11	3	2	1	80	80	80	65	75	85	45	45	45	100	100	100	75	75	75	10	10	10	50	50	50																1				1				1		1			1	1									sk1164	S1	3																						100	100	100	-20	-20	-20				100						100						100							25	25	25		120	480	140		120	203	360							150	600	140		150	254	360							240	720	140		180	305	360							A1	ltng	100	1	150		100	1	225		100	1	300																																																0
ms1798	1798	ms1798		2	FirebloodZ	ms971	mp138	mt48	ma71	mon_elite	CS  	Uberelite		1													1	1		7	7	1	65	115	120	mo99	mo99	10	3	2	1	80	80	80	100	100	100				5	5	5	95	95	95	95	95	95	30	30	30								ml452								1	1			1				1					1	1							1		sk214	S1	3																						100	100	100	-20	-20	-20					100						100						100						29	29	29		290	320	125		196	223	280							362	400	125		245	279	280							435	480	125		295	335	280																																																																			0
ms1799	1799	ms1799		2	MarbledFrogZ	ms1006	mp155	mt43	ma16	mon_elite	FD  	Uberelite		1													3	6		10	20	1	65	115	120	mo60	mo60	10	3	2	1	80	80	80	20	20	20	20	20	20	100	100	100	50	50	50	1	1	1																			1	1			1									1	1		1							sk292	mq2	1																						100	100	100	-20	-20	-20			100						100						100								21	21	21		213	236	116		104	120	183							266	295	116		130	150	183							320	354	116		157	180	183							A1	fire	100	20	40	50	100	40	60	100	100	60	80	200																																													1	1	0
ms1800	1800	ms1800		2	TrapRatAa	ms1038	mp170	mt23	ma96	mon_elite	S7  	Uberelite		1	1												6	9		8	8	1	65	115	120	mo94	mo94	10	3	2	1	20	20	20	99	99	99																						ml1644									1				1									1	1																																	100	100	100	-20	-20	-20		100						100						100									3	3	3		160	173	100		40	60	120							200	216	100		50	75	120							270	280	100		60	90	120																																																																			0
ms1801	1801	ms1801			OnyxKnight	ms1055	mp23	mt60	ma24	mon_elite	0n  	Uberelite		1													4	6		9	9	1	65	115	120	mo44	mo44	10	3	2	1	80	80	80							90	95	100	5	8	10																						1	1			1				1					1	1									sk840	A1	15																						100	100	100	-20	-20	-20				100						100						100							50	50	50		300	420	180		146	160	380	146	160	380				375	525	180		183	200	380	183	200	380				450	630	180		220	240	380	220	240	380																																																																0
ms1802	1802	ms1802			StoneHammerDemon	ms1057	mp23	mt2	ma24	mon_elite	!A  	Uberelite		1													5	7		9	9	1	65	115	120	mo104	mo104	10	3	2	1	80	80	80							100	100	100	15	15	15																						1	1			1				1					1	1									sk354	A1	14																						100	100	100	-20	-20	-20			100						100						100								15	15	15		270	370	106		146	160	320	146	160	320				337	462	106		183	200	320	183	200	320				404	554	106		220	240	320	220	240	320				A1	fire	100	20	70		100	30	90		100	40	110		A2	fire	100	20	70		100	30	90		100	40	110																																		0
ms1803	1803	ms1803			Serafiend	ms1062	mp188	mt2	ma73	mon_elite	(0  	Uberelite		1	1												5	7		13	13	1	65	115	120	mo1	mo1	11	3	2	1	80	80	80	40	40	40	90	90	90	97	97	97	1	1	1				50	50	50	99	99	99													1				1	1			1		1			1	1									sk318	A1	5	sk88	A2	4																			100	100	100	-20	-20	-20		100						100						100									19	19	19		300	310	170		50	66	270	80	86	270	80	86	270	375	387	170		50	83	270	65	93	270	65	93	270	450	465	170		50	100	270	50	100	270	50	100	270	A1	ltng	100	20	70		100	30	90		100	40	110		A2	ltng	100	20	70		100	30	90		100	40	110																																		0
ms1804	1804	ms1804			Heretic	ms1066	mp23	mt4	ma96	mon_elite	!5  	Uberelite		1	1												6	8		11	11	1	65	115	120	mo63	mo63	10	3	2	1	80	80	80	20	20	20	45	45	45																			ml1748									1				1				1		1			1	1																																	100	100	100	-20	-20	-20				100						100						100							50	50	50		220	400	160		113	126	300	113	126	300	113	126	300	275	500	160		141	158	300	141	158	300	141	158	300	330	600	160		170	190	300	170	190	300	170	190	300																																																													0
ms1805	1805	ms1805			UlfhedinnA	ms1075	mp192	mt4	ma7	mon_elite	(O  	Uberelite		1													3	6		8	8	1	65	115	120	mo2	mo2	10	3	2	1	80	80	80				2	2	2	95	100	100	50	50	50																						1	1			1									1	1						1																											100	100	100	-20	-20	-20			100						100						100								50	50	50		280	390	240		150	190	240	150	190	240				387	539	240		243	308	240	243	308	240				494	688	240		337	427	240	337	427	240																																																																0
ms1806	1806	ms1806			CenobiteZ	ms1090	mp197	mt4	ma28	mon_elite	@6  	Uberelite		1	1												3	5		8	8	1	65	115	120	mo57	mo57	10	3	2	1	80	80	80				100	100	100	75	75	75	70	70	70	3	3	3																			1				1						1			1	1									sk491	A1	7	sk867	A2	3				sk491	A1	7													100	100	100	-20	-20	-20		100						100						100									29	29	29		210	230	160		160	200	100	160	200	100				290	317	160		260	325	100	260	325	100				371	405	160		360	450	100	360	450	100																																																																0
ms1807	1807	ms1807			GrizzlyGiant	ms1092	mp23	mt17	ma7	mon_elite	@F  	Uberelite		1													2	4		8	8	1	65	115	120	mo90	mo90	10	3	2	1	80	80	80				2	2	2	100	100	100	50	50	50																						1	1			1				1		1			1	1						1																											100	100	100	-20	-20	-20						100						100						100					50	50	50		280	400	180		260	310	310	260	310	310				387	553	180		380	405	310	380	405	310				494	707	180		500	500	310	500	500	310																																																																0
ms1808	1808	ms1808			Centaur3	ms1149	mp23	mt17	ma73	mon_elite	9!  	Uberelite		1	1						ms1724		1	1	8	8	1	1		13	13	1	65	115	120	mo63	mo63	11	3	2	1	80	80	80	40	40	40	90	90	90	97	97	97	1	1	1				50	50	50	99	99	99													1				1						1			1	1									sk430	A1	5	sk395	A2	3																			100	100	100	100	100	100						100						100						100					19	19	19		600	620	170		100	132	270	160	172	270	160	172	270	750	774	170		100	166	270	130	186	270	130	186	270	900	930	170		100	200	270	100	200	270	100	200	270																																																													0
ms1809	1809	ms1809			Wyrdwolf2	ms1158	mp199	mt4	ma16	mon_elite	^3  	Uberelite		1													2	2		5	5	1	65	115	120	mo133	mo133	10	3	2	1	80	80	80	50	50	50	12	12	12	90	90	90	50	50	50	1	1	1																			1	1			1				1					1	1						1			sk292	mq71	1																						100	100	100	-20	-20	-20		100						100						100									50	50	50		600	900	410		200	220	320	200	220	320				830	1246	410		325	357	320	325	357	320				1061	1592	410		450	495	320	450	495	320																																																																0
ms1810	1810	ms1810			Creepshow2	ms1160	mp23	mt2	ma20	mon_elite	#5  	Uberelite		1													3	5		8	8	1	65	115	120	mo31	mo31	10	3	2	1	80	80	80	95	100	100	50	50	50	3	2	1	20	20	20	15	15	15																			1	1			1				1					1	1						1			sk478	A2	5																						100	100	100	-20	-20	-20						100						100						100					50	50	50		240	260	140		130	180	310	130	180	310				332	359	140		211	292	310	211	292	310				424	458	140		292	405	310	292	405	310																																																																0
ms1811	1811	ms1811			Darkfey3	ms1164	mp204	mt16	ma73	mon_elite	!2  	Uberelite		1	1												3	4		10	10	1	65	115	120	mo69	mo69	10	3	2	1	80	80	80	40	40	40	90	90	90	97	97	97	1	1	1				50	50	50	99	99	99													1				1						1			1	1									sk476	A1	1	sk324	A1	16																			100	100	100	-20	-20	-20					100						100						100						50	50	50		420	580	150		220	250	340	220	250	310				580	802	150		357	375	340	357	375	310				742	1024	150		495	500	340	495	500	310				A1	fire	100	20	40		100	40	60		100	60	80		A2	fire	100	80	120		100	80	120		100	120	160																																		0
ms1812	1812	ms1812			OverseerDetonator	ms1167	mp206	mt17	ma7	mon_elite	G7  	Uberelite		1													3	5		4	4	1	65	115	120	mo84	mo84	10	3	2	1	80	80	80				2	2	2	100	100	100	50	50	50																						1	1			1				1		1			1	1						1																											100	100	100	-20	-20	-20		100						100						100									50	50	50		1	1	140		205	270	500							1	1	240		305	370	500							1	1	340		405	470	500																																																																			0
ms1813	1813	ms1813			AshTroll	ms1205	mp23	mt17	ma73	mon_trollelite	#0  	Uberelite		1													3	5		6	6	1	65	115	120	mo100	mo100	10	3	2	1	80	80	80	50	50	50	100	100	100	95	95	95	3	3	3				5	5	5	100	100	100													1	1			1				1		1			1	1							1		sk61	A2	5	sk26	A2	1																			100	100	100	-20	-20	-20			100						100						100								11	11	11		650	710	170		220	250	430	220	250	430				950	1010	270		357	375	430	357	375	430				1250	1310	370		495	500	430	495	500	430																																																																0
ms1814	1814	ms1814			SacredConstruct	ms1197	mp183	mt17	ma18	mon_elite	M+  	Uberelite	WERKT NIET	1													4	5		6	8	1	65	115	120	mo70	mo70	10	3	2	1	80	80	80	95	95	95	95	95	95	10	10	10	2	2	2	40	40	40																			1	1			1						1			1	1						1																											100	100	100	-20	-20	-20			100						100						100								50	50	50		240	260	140		130	180	310	130	180	310				332	359	140		211	292	310	211	292	310				424	458	140		292	405	310	292	405	310																																																																0
ms1815	1815	ms1815			Mahasattva	ms1199	mp184	mt2	ma28	mon_elite	%9  	Uberelite FIX THIS CODE		1	1						ms1785		1		3	4	1	1		8	8	1	65	115	120	mo90	mo90	13	3	2	1	80	80	80	90	90	90	95	95	95	100	100	100	35	35	35	7	7	7																			1				1				1		1	1		1	1									sk40	A2	1	sk41	SC	1	sk55	SC	1	sk56	A1	1													100	100	100	-20	-20	-20						100						100						100					29	29	29		1235	1385	200		200	400	520	200	400	520	200	400	520	1505	1691	200		250	450	520	250	450	520	250	450	520	1775	2000	200		300	500	520	300	500	520	300	500	520																																																													0
ms1816	1816	ms1816			FallenSarandesh	ms1207	mp23	mt4	ma96	mon_elite	!7  	Uberelite		1	1												1	1		6	6	1	65	115	120	mo27	mo27	10	3	2	1	80	80	80	50	50	50	95	95	95																			ml2546									1				1						1			1	1																																	100	100	100	-20	-20	-20					100						100						100						46	46	46		300	420	180		146	160	380	146	160	380				375	525	180		183	200	380	183	200	380				450	630	180		220	240	380	220	240	380																																																																0
ms1817	1817	ms1773			CaveTrollAFK	ms1186	mp208	mt17	ma1	mon_afkmonster	~2  			1													1	2	25	1	1	1	9	48	120	mo92	mo92	10	3	2	1	80	80	80							100	100	100	50	50	50																						1	1			1				1		1			1	1							1																										100	100	100	-20	-20	-20										100						100			100				11	11	11		270	370	160	110	140	160	200	140	160	200				270	370	160	110	175	200	200	175	200	200				285	370	160	110	210	240	200	210	240	200																																														Troll Gold	Troll Gold	Troll Gold		Troll Gold	Troll Gold	Troll Gold		Troll Gold	Troll Gold	Troll Gold								0
ms1818	1818	ms780		2	FetishRocketeer	ms675	mp23	mt39	ma96	mon_elite	FC  			1	1												3	5	36	8	8	1	34	71	120	mo54	mo54	10	3	2	1	80	80	80	20	20	20	95	95	95																			ml2239									1				1				1		1			1	1									sk158	mq10	1																						100	100	100	-20	-20	-20			100						100						100								13	13	13		120	140	130	240	40	120	500							150	175	130	240	50	150	500							240	255	130	240	60	180	500																																																	Act 4 Elite B	Act 4 Champ B	Act 4 Unique B		Act 4 (N) Elite B	Act 4 (N) Champ B	Act 4 (N) Unique B		Act 4 (H) Elite B	Act 4 (H) Champ B	Act 4 (H) Unique B								0
ms1819	1819	ms881		3	SilverboltAa	ms1208	mp166	mt56	ma96	mon_elite	0C  			1	1												2	3	36	15	15	1	35	74	120	mo116	mo116	10	3	2	1	80	80	80	30	30	30	95	95	95																			ml2520									1				1				1		1			1	1									sk158	A1	1																						100	100	100	-20	-20	-20				100						100						100							46	46	46		140	183	86	50	14	64	318							175	228	86	50	18	80	318							255	287	86	50	22	97	318																																																	Act 5 Elite C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Elite C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Elite C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1820	1820	ms1820			DragonCompanion	ms1209	mp21	mt0	ma107		!I  			1													1	1		13	25					mo158	mo158		15	15	15				6	6	6	4	4	4	3	3	3	75	75	75	35	35	35																		1	1					1					1			1	1			1																																	-20	-20	-20	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2		1						20	32	25		1	51	100							20	32	25		1	51	100							160	166	25		1	51	100																																																																			0
ms1821	1821	ms1772			Blur	ms1185	mp23	mt38	ma30	mon_blurred	(G  		Ok	1													4	5		6	6	1	29	84	120	mo59	mo59	10	3	2	1	80	80	80	90	90	90	4	4	4	4	4	4	20	20	20																						1	1			1				1	1	1			1	1							1		sk158	mq10	1																						100	100	100	-20	-20	-20								100						100									11	11	11		90	120	100	80	100	130	150	100	130	150				90	120	100	80	100	130	150	100	130	150				90	120	100	80	100	130	150	100	130	150																																														Act 2 H2H C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) H2H C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
ms1822	1822	ms1822			Blur	ms1210	mp375	mt5	ma1		AE  			1							ms1823						1	1				1	85	115	120	mo0	mo0	1	1	1	1	1	1	8																																		1										1	1	1	1		1			1																																-20	-20	-20	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	200		1						250	250												250	250												250	250																																																																				1				0
ms1823	1823	ms1823			ChimaeraTrap	ms273		mt5	ma45		GT  			1													1	1					85	115	120	mo0	mo0	1	1	1	1	1	1	8	1	1	1			1																												1															1	1	1	1					sk25	mq22	1																									-20	-20	-20	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	33								2000	2000	100											2000	2000	100											2000	2000	100																																																																							0
ms1824	1824	ms1824		2	kbLight	ms1213	mp376	mt2	ma73		(M  			1													1	1		9	9		85	115	120	mo134	mo134	8	1	1	1	80	80	80	20	20	20	95	95	95	95	95	95	1	1	1				75	75	75	95	95	95													1				1						1		1	1										sk826	A1	40	sk1040	A2	1																			100	100	100	-20	-20	-20	1000	1000	1000	-100	1000	1000	1000	1000	1000	-100	1000	1000	1000	1000	1000	-100	1000	1000					21	21	21		1425	1425	400		185	230	900	185	230	900				748	748	350		155	195	900	155	195	900				700	700	220		150	190	900	150	190	900				A1	ltng	100	600	800		100	600	800		100	600	800		A2	ltng	100	600	800		100	600	800		100	600	800																																		0
ms1825	1825	ms1825			kbFire	ms1214	mp376	mt2	ma73		!6  			1													1	1		9	9		85	115	120	mo57	mo57	8	1	1	1	80	80	80	20	20	20	95	95	95	95	95	95	1	1	1				75	75	75	95	95	95													1				1						1		1	1										sk1044	A1	50	sk1040	A1	1																			100	100	100	-20	-20	-20	1000	1000	-100	1000	1000	1000	1000	1000	-100	1000	1000	1000	1000	1000	-100	1000	1000	1000					21	21	21		1425	1425	400		185	230	900	185	230	900				748	748	350		155	195	900	155	195	900				700	700	220		150	190	900	150	190	900				A1	fire	100	600	800		100	600	800		100	600	800		A2	fire	100	600	800		100	600	800		100	600	800																																		0
ms1826	1826	ms1826			kbIce	ms1215	mp376	mt2	ma73		(W  			1													1	1		9	9		85	115	120	mo61	mo61	8	1	1	1	80	80	80	20	20	20	95	95	95	95	95	95	1	1	1				75	75	75	95	95	95													1				1						1		1	1										sk104	A1	50	sk1040	A1	1																			100	100	100	100	100	100	1000	1000	1000	1000	-100	1000	1000	1000	1000	1000	-100	1000	1000	1000	1000	1000	-100	1000					15	15	15		1425	1425	400		185	230	900	185	230	900				748	748	350		155	195	900	155	195	900				700	700	220		150	190	900	150	190	900				A1	cold	100	600	800		100	600	800		100	600	800		A2	cold	100	600	800		100	600	800		100	600	800																																		0
ms1827	1827	ms1827			kbEarth	ms1216	mp376	mt2	ma73		%C  			1													1	1		9	9		85	115	120	mo82	mo82	8	1	1	1	80	80	80	20	20	20	95	95	95	95	95	95	1	1	1				75	75	75	95	95	95													1				1						1		1	1										sk884	A1	30	sk1040	A2	1																			100	100	100	-20	-20	-20	-100	1000	1000	1000	1000	1000	-100	1000	1000	1000	1000	1000	-100	1000	1000	1000	1000	1000					21	21	21		1425	1425	400		500	590	900	500	590	900				748	748	350		410	487	900	410	487	900				700	700	220		400	475	900	400	475	900																																																																0
ms1828	1828	ms1828			kbMagic	ms1217	mp376	mt2	ma73		1E  			1													1	1		9	9		85	115	120	mo128	mo128	8	1	1	1	80	80	80	20	20	20	95	95	95	95	95	95	1	1	1				75	75	75	95	95	95													1				1						1		1	1										sk1098	A1	30	sk1040	A2	1																			100	100	100	-20	-20	-20	1000	-100	1000	1000	1000	1000	1000	-100	1000	1000	1000	1000	1000	-100	1000	1000	1000	1000					46	46	46		1425	1425	400		185	230	900	185	230	900				748	748	350		155	195	900	155	195	900				700	700	220		150	190	900	150	190	900				A1	mag	100	200	350		100	200	350		100	200	350		A2	mag	100	200	350		100	200	350		100	200	350																																		0
ms1829	1829	ms1829			kbossLight	ms1218	mp377	mt2	ma93		(M  			1													1	1					85	115	120	mo134	mo134	8	1	1	1	80	80	80	3	3	3	75	75	75	25	25	25	1	1	1	12	12	12	20	20	20							ml2688									1				1						1	1	1	1										sk462	SC	90																						100	100	100	-20	-20	-20	1000	1000	1000	50	1000	1000	1000	1000	1000	50	1000	1000	1000	1000	1000	50	1000	1000	5			1	25	50	75		2000	2000	680		625	812	900	625	812	900				2000	2000	540		513	667	900	513	667	900				2000	2000	340		500	650	900	500	650	900																																														Act 5 Unique C	Act 5 Unique C	Act 5 Unique C		Act 5 (N) Unique C	Act 5 (N) Unique C	Act 5 (N) Unique C		Kabraxis Elemboss1	Kabraxis Elemboss1	Kabraxis Elemboss1								0
ms1830	1830	ms1830			kbossFire	ms1219	mp377	mt2	ma93		!6  			1													1	1					85	115	120	mo57	mo57	8	1	1	1	80	80	80	3	3	3	75	75	75	25	25	25	1	1	1	12	12	12	20	20	20							ml2689									1				1						1	1	1	1										sk389	SC	90																						100	100	100	-20	-20	-20	1000	1000	50	1000	1000	1000	1000	1000	50	1000	1000	1000	1000	1000	50	1000	1000	1000	5			1	25	50	75		2000	2000	680		625	812	900	625	812	900				2000	2000	540		513	667	900	513	667	900				2000	2000	340		500	650	900	500	650	900																																														Act 5 Unique C	Act 5 Unique C	Act 5 Unique C		Act 5 (N) Unique C	Act 5 (N) Unique C	Act 5 (N) Unique C		Kabraxis Elemboss2	Kabraxis Elemboss2	Kabraxis Elemboss2								0
