skilldesc	SkillPage	SkillRow	SkillColumn	ListRow	ListPool	* Laz / counter	IconCel	str name	str short	str long	str alt	str mana	descdam	ddam calc1	ddam calc2	p1dmelem	p1dmmin	p1dmmax	p2dmelem	p2dmmin	p2dmmax	p3dmelem	p3dmmin	p3dmmax	descatt	descmissile1	descmissile2	descmissile3	descline1	desctexta1	desctextb1	desccalca1	desccalcb1	descline2	desctexta2	desctextb2	desccalca2	desccalcb2	descline3	desctexta3	desctextb3	desccalca3	desccalcb3	descline4	desctexta4	desctextb4	desccalca4	desccalcb4	descline5	desctexta5	desctextb5	desccalca5	desccalcb5	descline6	desctexta6	desctextb6	desccalca6	desccalcb6	dsc2line1	dsc2texta1	dsc2textb1	dsc2calca1	dsc2calcb1	dsc2line2	dsc2texta2	dsc2textb2	dsc2calca2	dsc2calcb2	dsc2line3	dsc2texta3	dsc2textb3	dsc2calca3	dsc2calcb3	dsc2line4	dsc2texta4	dsc2textb4	dsc2calca4	dsc2calcb4	dsc3line1	dsc3texta1	dsc3textb1	dsc3calca1	dsc3calcb1	dsc3line2	dsc3texta2	dsc3textb2	dsc3calca2	dsc3calcb2	dsc3line3	dsc3texta3	dsc3textb3	dsc3calca3	dsc3calcb3	dsc3line4	dsc3texta4	dsc3textb4	dsc3calca4	dsc3calcb4	dsc3line5	dsc3texta5	dsc3textb5	dsc3calca5	dsc3calcb5	dsc3line6	dsc3texta6	dsc3textb6	dsc3calca6	dsc3calcb6	dsc3line7	dsc3texta7	dsc3textb7	dsc3calca7	dsc3calcb7	eol
sd574								SkillnameGorefest	SkillsdGorefest	SkillsdGorefest	SkillnameGorefest	StrSkill3	5												1				1					12	StrSkill20		25+(lvl-1)*2																											73	WeapDamsk		1	2	18	DescBlank				18	DescItemSkill																																							0
sd575						1.B9 MORE DMGZ		SkillnameAncHand	SkillsdAncHand	SkillsdAncHand	SkillnameAncHand	StrSkill3	5												1				1					19	StrSkill56		10+(lvl-1)																						18	DescAncHandFlat				73	WeapDamsk		3	4	18	DescBlank				18	DescItemSkill																																							0
sd576								SkillnameCallHenchmen	SkillsdSecret	SkillsdSecret	SkillnameCallHenchmen	StrSkill3	5												1																																																	18	DescItemSkill																																							0
sd577								SkillnameCallBloodGolem	SkillsdSecret	SkillsdSecret	SkillnameCallBloodGolem	StrSkill3	5												1																																																	18	DescItemSkill																																							0
sd578								SkillnameCallNecrobot	SkillsdSecret	SkillsdSecret	SkillnameCallNecrobot	StrSkill3	5												1																																																	18	DescItemSkill																																							0
sd579								SkillnameCallEdyrem	SkillsdSecret	SkillsdSecret	SkillnameCallEdyrem	StrSkill3	5												1																																																	18	DescItemSkill																																							0
sd580								SkillnameSlicerBlade	SkillsdSecret	SkillsdSecret	SkillnameSlicerBlade	StrSkill3	5												1																																																	18	DescItemSkill																																							0
sd581								SkillnameCallMalthael	SkillsdSecret	SkillsdSecret	SkillnameCallMalthael	StrSkill3	5												1																																																	18	DescItemSkill																																							0
sd582								SkillnameCallDarkwarden	SkillsdSecret	SkillsdSecret	SkillnameCallDarkwarden	StrSkill3	5												1																																																	18	DescItemSkill																																							0
sd583								SkillnameSuckersAura	SkillsdSecret	SkillsdSecret	SkillnameSuckersAura	StrSkill3	5												1																																																	18	DescItemSkill																																							0
sd584								SkillnameSelfWeaken1	SkillsdSecret	SkillsdSecret	SkillnameSelfWeaken1	StrSkill3	5												1																																																	18	DescItemSkill																																							0
sd585								SkillnameSelfWeaken2	SkillsdSecret	SkillsdSecret	SkillnameSelfWeaken2	StrSkill3	5												1																																																	18	DescItemSkill																																							0
sd586								SkillnameUnshieldAura	SkillsdSecret	SkillsdSecret	SkillnameUnshieldAura	StrSkill3	5												1																																																	18	DescItemSkill																																							0
sd587								SkillnameRespawner	SkillsdSecret	SkillsdSecret	SkillnameRespawner	StrSkill3	5												1																																																	18	DescItemSkill																																							0
sd588								SkillnameTyphoonK	SkillsdTyphoonK	SkillsdTyphoonK	SkillnameTyphoonK	StrSkill3	5												1				1																																			73	WeapDamsk		3	4	18	DescBlank				18	DescItemSkill																																							0
sd589								SkillnameSquallGust	SkillsdSquallGust	SkillsdSquallGust	SkillnameSquallGust	StrSkill3	5												1				1																														18	DescWindfronts				73	WeapDamsk		1	3	18	DescBlank				18	DescItemSkill																																							0
sd590								SkillnameMedusa	SkillsdMedusa	SkillsdMedusa	SkillnameMedusa	StrSkill3	5												1				1																																			12	StrSkill20		50		18	DescSplatConv				18	DescItemSkill																																							0
sd591								SkillnameLapidate	SkillsdLapidate	SkillsdLapidate	SkillanHOST	StrSkill3	5																1					10					9					8					19	StrSkill56		min(ln12,40)/5+1		7	DescRocks		min(ln12,40)																	18	DescItemSkill																																							0
sd592								SkillnameSquallWave	SkillsdSquallWave	SkillsdSquallWave	SkillanSquallWave	StrSkill3	5												1				1					7	DescArrowsTotal		min(ln12,20)																											73	WeapDamsk		1	3	18	DescBlank				18	DescItemSkill																																							0
sd593								SkillnameArrowSwarm	SkillsdArrowSwarm	SkillsdArrowSwarm	SkillnameArrowSwarm	StrSkill3	5												1				1					7	DescArrowsTotal		ln12																											73	WeapDamsk		3	2	18	DescBlank				18	DescItemSkill																																							0
sd594								SkillnameClobb	SkillsdClob	SkillsdClob	SkillnameClobb	StrSkill3	5												1				1					2	StrSkill4	StrSkill23	ln12		2	StrSkill30	StrSkill23	toht																						2	StrSkill106	StrSkill23	clc3		18	DescBlank				18	DescItemSkill																																							0
sd595								SkillnameSummonSirens	SkillsdSummonSirens	SkillsdSummonSirens	SkillanSummonSirens	StrSkill3																	1															35	DescSummonDmg		((1+pst3)*(100+(stat('is470'.accr)*(100-stat('is379'.accr)))/100))/100	((6+pst3)*(100+(stat('is470'.accr)*(100-stat('is379'.accr)))/100))/100	3	DescPainless	DescHitPointz	((1+pst1/256)*(100+clc1))/100		5	DescSirensNr		(1+lvl/3)+stat('is441'.accr)							18	DescCastsCharm				18	DescBlank				18	DescItemSkill																																							0
sd596								SkillnameStaticWard	SkillsdSWard2	SkillsdSWard2	SkillnameStaticWard	StrSkill3	5																1					10																																								18	DescItemSkill				40	Sksyn	SkillnameWipeoutEbolt	4		65	strchrenghard	DescLtngSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd597								SkillnameKillBeam	SkillsdSecret	SkillsdSecret	SkillnameKillBeam	StrSkill3	5																1																																													18	DescItemSkill																																							0
sd598								SkillnameOhRats	SkillsdOhRats	SkillsdOhRats	SkillanOhRats	StrSkill3																	1																														18	DescRatStats				7	DescMoreRats		par3+lvl/par4		18	DescBlankTimer2				18	DescItemSkill																																							0
sd599								SkillnameMirvz	SkillsdSecret	SkillsdSecret	SkillnameMirvz	StrSkill3	5												1																																																	18	DescItemSkill																																							0
sd600								SkillnameDevilsFang	SkillsdDevilsFang	SkillsdDevilsFang	SkillanDVTotem	StrSkill3																	1					3	MakesOneBody	DescSuperBodies	4+lvl		3	DescPainless	DescHitPointz	((5+ln12)*(100+clc1))/100																	18	DescDeadFang				5	DescYouCanHave		4+stat('is261'.accr)		18	DescBlank				18	DescItemSkill																																							0
sd601								SkillnameMaelstrom	SkillsdMaelstromX	SkillsdMaelstromX	SkillnameMaelstrom	StrSkill3	5												1				1					6	DescStopReadingThis		edmx																						73	WeapDamsk		1	2	3	DescUpToN	DescNovas	5		18	DescBlank				18	DescItemSkill																																							0
sd602								SkillnameWraithArrow	SkillsdWraithArrow	SkillsdWraithArrow	SkillnameWraithArrow	StrSkill3	5												1				1					3	DescUpTo	DescGhosts	ln12		6	DescStopReadingThis		edmx																	18	DescWpnConv				19	DescTargetComp		25		18	DescBlank				18	DescItemSkill																																							0
sd603								SkillnameGuardTower	SkillsdGuardTower	SkillsdGuardTower	SkillnameGuardTower	StrSkill3	5												1				1					12	StrSkill20		250+(lvl-1)*5																											18	DescSeekDamageCombo		20		18	DescBlank				18	DescItemSkill																																							0
sd604								SkillnameQuakeState	SkillsdQuakeState	SkillsdQuakeState	SkillnameQuakeState	StrSkill3	5												1				1					7	DescWaveFragments		clc1																											73	WeapDamsk		3	2	18	DescBlank				18	DescItemSkill																																							0
sd605								SkillnameRetribute	SkillsdRetribute	SkillsdRetribute	SkillnameRetribute	StrSkill3													1				1					12	StrSkill20		(ln34*(100+stat('is409'.accr)))/100		3	DescSuperResPena	StrSkill23	-1*(((220*lvl)*(par2-par1))/(100*(lvl+50))+par1)		18	DescOnlyWhenStruck																													18	DescItemSkill																																							0
sd606								SkillnameFUTril	SkillsdBFG83K	SkillsdBFG83K	SkillnameBFG83K	StrSkill3																	1					18	DescDmgMagDBFG																																							18	DescItemSkill																																							0
sd607								SkillnameSmg	SkillsdSmg	SkillsdSmg	SkillanSmg	StrSkill3	5												1				1																																			73	WeapDamsk		3	4	18	DescBlank				18	DescItemSkill																																							0
sd608								SkillnameAmaToxin	SkillsdSecret	SkillsdSecret	SkillnameAmaToxin																																																															18	DescItemSkill																																							0
sd609								SkillnamePathOfFlames	SkillsdPathOfFlames	SkillsdPathOfFlames	SkillnamePathOfFlames	StrSkill3	5																1					12	StrSkill20		(ln56*(100+stat('is409'.accr)))/100		18	DescMultiHits				27																				18	DescBlamBlamBlamBlam				18	DescBlank				18	DescItemSkill				40	Sksyn	SkillnamePathOfFlames	4		65	strchrenghard	DescFireSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd610								SkillnameSaviors	SkillsdSaviors	SkillsdSaviors	SkillnameSavS	StrSkill3																																																				12	DescDelayZ		50		18	DescBlank				18	DescItemSkill																																							0
sd611								SkillnamePhaseShield	SkillsdSecret	SkillsdSecret	SkillnamePhaseShield																																																															18	DescItemSkill																																							0
sd612								SkillnameColdFear	SkillsdColdFear	SkillsdColdFear	SkillnameColdFear	StrSkill3																	1					19	DescRunDist		ln34		12	DescFleeDur		ln56		12	DescDelayZ		265-dm78																						18	DescBlank				18	DescItemSkill																																							0
sd613								SkillnameFrozenSoul	SkillsdFrozenSoul	SkillsdFrozenSoul	SkillnameFrozenSoul	StrSkill3	5																1					12	StrSkill62		edln		10																									19	DescTargetComp		30		18	DescBlankSouls				18	DescItemSkill				40	Sksyn	SkillnameFrozenSoul	4		65	strchrenghard	DescColdSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd614								SkillnameLightWall	SkillsdLightWall	SkillsdLightWall	SkillnameLightWall	StrSkill3	5																1					10																														12	StrSkill20		125		18	DescBlank				18	DescItemSkill				40	Sksyn	SkillnameLightWall	4		65	strchrenghard	DescLtngSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd615								SkillnameSearing	SkillsdSearing	SkillsdSearing	SkillanSearing	StrSkill3	5																1					10																																								18	DescItemSkill				40	Sksyn	SkillnameSearing	4		65	strchrenghard	DescMagSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd616								SkillnameDissUber	SkillsdDissUber	SkillsdDissUber	SkillnameDissUber	StrSkill3	5																1					12	DescDelayZ		max(((250-(((220*lvl)*(par4-par3))/(100*(lvl+50))+par3))-5)+5*min(250-(((220*lvl)*(par4-par3))/(100*(lvl+50))+par3)/5,1),0)																											38	DescTotalDisin	DescBlank	((edmn*25)*(100+stat('is377'.accr)))/100	((edmx*25)*(100+stat('is377'.accr)))/100	18	DescBlank				18	DescItemSkill				40	Sksyn	SkillnameDissUber	4		65	strchrenghard	DescDisPhMahSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd617								SkillnameVenomBite	SkillsdVenomBite	SkillsdVenomBite	SkillanVBI	StrSkill3	5																1					14																														3	DescVenomPena	StrSkill23	-10		18	DescBlank				18	DescItemSkill				40	Sksyn	SkillnameVenomBite	4		65	strchrenghard	DescPoisSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd618								SkillnameInnerFire	SkillsdInnerFire	SkillsdInnerFire	SkillnameInnerFire	StrSkill3																	1					12	DescRegenAll		50-dm12																											12	DescDelayZ		par7		18	DescBeneBlank				18	DescItemSkill																																							0
sd619								SkillnameLastSkillEver	SkillsdTrololol	SkillsdTrololol	SkillnameLastSkillEver	StrSkill3	5																1																														12	StrSkill20		100		73	WeapDamsk		3	4	18	DescBlank				18	DescItemSkill																																							0
sd620						1.B9 MOVED ROW		SkillnameDontQuit	SkillsdDontQuit	SkillsdDontQuit	SkillnameDontQuit	StrSkill3	5																1					10																																								18	DescItemSkill				40	Sksyn	SkillnameDontQuit	4		65	strchrenghard	DescMagSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd621						1.B9 RADIUS BOOST / NO SYN / moved row		SkillnameRuneOfIce	SkillsdRuneOfIce	SkillsdRuneOfIce	SkillnameRuneOfIce	StrSkill3	5																1					12	StrSkill20		(ln12*(100+stat('is409'.accr)))/100		10																				19	StrSkill18		8		12	DescTrapDur2		250		18	DescBlank				18	DescItemSkill				40	Sksyn	SkillnameRuneOfIce	4		65	strchrenghard	DescColdSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd622						1.B9 MOVED ROW		SkillnameHawkTalons	SkillsdHawkTalons	SkillsdHawkTalons	SkillnameHawkTalons	StrSkill3	3												1				1					66	Convphy2elemalt		((110*lvl)*100)/(100*(lvl+40))		6	DescStopReadingThis		edmx																	73	WeapDamsk		3	2	12	DescTrapDur2		250		18	DescBlank				18	DescItemSkill																																							0
sd623						1.B9 MOVED ROW		SkillnameJoininHands	SkillsdJoininHands	SkillsdJoininHands	SkillanJoininHands	StrSkill3	5												1				1					19	StrSkill56		10+(lvl-1)*1		6	DescStopReadingThis		edmx																											18	DescBlankOmax				18	DescItemSkill																																							0
sd624						1.B9 NEW ROW		SkillnamePoe	SkillsdWhirlpool	SkillsdWhirlpool	SkillnamePoe	StrSkill3	5												1				1					6	DescStopReadingThis		clc2		2	StrSkill4	StrSkill23	clc1																						12	StrSkill20		50		18	DescBlankFiftyMag2				18	DescItemSkill																																							0
sd625						1.B9 MOVED ROW, REMOVED SELFSYN	11	SkillnameMOTW	SkillsdMOTW	SkillsdMOTW	SkillanMOTW	StrSkill3																	1					12	StrSkill20		((ln78*(100+stat('is409'.accr)))*(100+stat('is389'.accr)))/10000		2	StrSkill75	StrSkill23	(((220*lvl)*(par6-par5))/(100*(lvl+50))+par5)+stat('is388'.accr)		2	StrSkill4	StrSkill23	(((220*lvl)*(par4-par3))/(100*(lvl+50))+par3)+stat('is387'.accr)																	2	StrSkill106	StrSkill23	par1		18	DescBlankBenecast				18	DescItemSkill																																							0
sd626						1.B9 MOVED ROW		SkillnameGuusGeluk	SkillsdGuusGeluk	SkillsdGuusGeluk	SkillanGGEL	StrSkill3																	1																														18	DescLeperStatsB				18	DescLeperStats3				18	DescBlank				18	DescItemSkill																																							0
sd627						1.B9 MOVED ROW		SkillnameThrillOfTheHunt	SkillsdThrillOfTheHunt2	SkillsdThrillOfTheHunt2	SkillanTotH	StrSkill3																	1					2	StrSkill70	StrSkill23	5*lvl		3	DescCrushEm	StrSkill23	((220*lvl)*(par2-par1))/(100*(lvl+50))+par1																						19	DescNovaRad		15		18	DescBlank				18	DescItemSkill																																							0
sd628						1.B9 MOVED ROW		SkillnameBleh2	SkillsdBleh2	SkillsdBleh2	SkillnameBleh2	StrSkill3																	1					12	DescDelayZ		max(155-(((220*lvl)*(par8-par7))/(100*(lvl+50))+par7),5)																						19	StrSkill18		2		12	StrSkill20		par3		18	DescHarmedCharm				18	DescItemSkill																																							0
sd629						1.B9 JUST COPY THIS DAMN BLOCK OVER ALREADY		SkillnameCharm	SkillsdCharm	SkillsdCharm	SkillnameCharm	StrSkill3																	1					12	DescDelayZ		max(259-(((220*(lvl+1))*(par8-par7))/(100*((lvl+1)+50))+par7),5)																											12	StrSkill20		par3		18	DescHarmedCharm				18	DescItemSkill																																							0
sd630						1.B9 MOVED ROW		SkillnameSDrk	SkillsdSDrk	SkillsdSDrk	SkillanSDrk	StrSkill3																	1					5	DescThornsDmg		(((lvl+5)*(lvl+5))*(lvl+5))/100+3		35	DescSummonDmg		((1+pst3)*(100+(stat('is470'.accr)*(100-stat('is379'.accr)))/100))/100	((6+pst3)*(100+(stat('is470'.accr)*(100-stat('is379'.accr)))/100))/100	3	DescPainless	DescHitPointz	((1+pst1/256)*(100+clc1))/100		5	DescDarklingsNr		min(1+lvl,40)+stat('is441'.accr)												3	DescDmgReduceByD	DescBlank	ulvl/4+((ulvl*ulvl)*ulvl)/2500		18	DescBlank				18	DescItemSkill																																							0
sd631						1.B9 MOVED ROW		SkillnameBoomGotcha	SkillsdBoomGotcha	SkillsdBoomGotcha	SkillanBoomGotcha	StrSkill3	5																1					35	DescSummonDmg		((1+pst3)*(100+(stat('is470'.accr)*(100-stat('is379'.accr)))/100))/100	((6+pst3)*(100+(stat('is470'.accr)*(100-stat('is379'.accr)))/100))/100	3	DescPainless	DescHitPointz	5+ln12																	12	DescDelayZ		par3		5	DescYouCanHave		4+stat('is261'.accr)		18	DescBlankHits				18	DescItemSkill																																							0
sd632						1.B9 NEW ROW		SkillnameFearBomb	SkillsdFearBomb	SkillsdFearBomb	SkillanFearBomb	StrSkill3																	1					3	DescPainless	DescHitPointz	((5+ln12)*(100+clc1))/100																						18	DescFearBombCount2				5	DescYouCanHave		4+stat('is261'.accr)		18	DescBlank				18	DescItemSkill																																							0
sd633						1.B9 MOVED ROW		SkillnameDeathstrike	SkillsdDeathstrike	SkillsdDeathstrike	SkillanDeathstrike	StrSkill3	5												1				1					6	DescStopReadingThis		edmx																						12	StrSkill20		15		73	WeapDamsk		1	2	18	DescBlank				18	DescItemSkill																																							0
sd634						1.B9 MOVED ROW		SkillnameSoulshatter	SkillsdSoulshatter	SkillsdSoulshatter	SkillnameSoulshatter	StrSkill3	5																1																														19	StrSkill56		7+lvl		73	WeapDamsk		3	4	18	DescBlankTimesTwoSS				18	DescItemSkill																																							0
sd635						1.B9 NEW ROW		SkillnameHornedGod	SkillsdHornedGod	SkillsdHornedGod	SkillnameHornedGod	StrSkill3																	1					35	DescSummonDmgMag		((1+pst3)*(100+(stat('is470'.accr)*(100-stat('is379'.accr)))/100))/100	((6+pst3)*(100+(stat('is470'.accr)*(100-stat('is379'.accr)))/100))/100	3	DescPainless	DescHitPointz	((1+pst1/256)*(100+clc1))/100																											18	DescHornedList				18	DescItemSkill																																							0
sd636						1.B9 NEW ROW		SkillnameJavelinNova	SkillsdSecret	SkillsdSecret	SkillnameJavelinNova																																																																																																							0
sd637						1.B9 NEW ROW		SkillnameFireboltNova	SkillsdSecret	SkillsdSecret	SkillnameFireboltNova																																																																																																							0
sd638						1.B9 MOVED ROW		SkillnameDivTrap	SkillsdDivTrap	SkillsdDivTrap	SkillnameDivTrap	StrSkill3	9													ml891			1										29					27																				12	StrSkill20		125		18	DescBlank				18	DescItemSkill				40	Sksyn	SkillnameDivTrap	4		65	strchrenghard	DescFireSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd639						1.B9 MOVED ROW		SkillnameFireFountain	SkillsdFireFountain	SkillsdFireFountain	SkillnameFireFountain	StrSkill3	5																1					7	DescSpikes		25+(lvl-1)*1		10																									12	DescTrapDur		200		18	DescBlank				18	DescItemSkill				40	Sksyn	SkillnameFireFountain	4		65	strchrenghard	DescFireSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd640						1.B9 MOVED ROW		SkillnameBoomKaboom	SkillsdBoomKaboom	SkillsdBoomKaboom	SkillnameBoomKaboom	StrSkill3	5																1					11					10					9					8															7	DescBombs		20		18	DescBlank				18	DescItemSkill				40	Sksyn	SkillnameBoomKaboom	4		65	strchrenghard	DescFireSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd641						1.B9 NEW ROW		SkillnameCowDisguise	SkillsdSecret	SkillsdSecret	SkillnameCowDisguise																																																																																																							0
sd642						1.E9 MOVED ROW	12	SkillnameTitanStrike	SkillsdTitanStrike	SkillsdTitanStrike	SkillnameTitanStrike	StrSkill3	7	clc1											1				1					12	DescRegenAll		1060-dm78*4		2	StrSkill21	StrSkill23	ln34		2	StrSkill4	DescPctToAtt	clc1												12	StrSkill20		(250*(100+stat('is409'.accr)))/100		2	DescStrDexAM	StrSkill23	25		18	DescBlankAtts				18	DescItemSkill																																							0
sd643						1.E9 NEW SKILL		SkillnameRockShock	SkillsdRockShock	SkillsdRockShock	SkillnameRockShock	StrSkill3	5												1				1					6	DescStopReadingThis		edmx																											3	DescAttackUpToN	DescTarge	3		18	DescBlankDmgAerialStr				18	DescItemSkill																																							0
sd644						1.E9 NEW SKILL		SkillnameOHMAN	SkillsdOHMAN	SkillsdOHMAN	SkillnameOHMAN	StrSkill3	5												1				1																														73	WeapDamsk		1	4	12	DescDelayZ		40		18	DescBlank				18	DescItemSkill																																							0
sd645						FUCK THIS		SkillnameDragonShot	SkillsdDragonShot	SkillsdDragonShot	SkillnameDragonShot	StrSkill3	5																1					18	DescMultiHits				6	DescStopReadingThis		edmx																											18	DescBlank84				18	DescItemSkill																																							0
sd646								SkillnameUnholyArmor	SkillsdUnholyArmor	SkillsdUnholyArmor	SkillnameUnholyArmor	StrSkill3																	1					12	StrSkill20		min(((220*lvl)*(par2-par1))/(100*(lvl+50))+par1,par3)																											12	DescDelayZ		par5		18	DescBlankBenecast				18	DescItemSkill																																							0
sd647								SkillnameLoaTotem	SkillsdLoaTotem	SkillsdLoaTotem	SkillanMMT	StrSkill3																	1					2	DescManaTideTide	StrSkill23	ln34		3	DescPainless	DescHitPointz	((5+ln12)*(100+clc1))/100																						5	DescYouCanHave		4+stat('is261'.accr)		18	DescBlank				18	DescItemSkill																																							0
sd648								SkillnameElemTotem	SkillsdElemTotem	SkillsdElemTotem	SkillnameElemTotem	StrSkill3																	1					2	DescElemT	StrSkill23	ln34		3	DescPainless	DescHitPointz	((5+ln12)*(100+clc1))/100																						5	DescYouCanHave		4+stat('is261'.accr)		18	DescBlank				18	DescItemSkill																																							0
sd649								SkillnameGuardianTotem	SkillsdGuardianTotem	SkillsdGuardianTotem	SkillanTBGuard	StrSkill3																	1					35	DescSummonDmg		((1+pst3)*(100+(stat('is470'.accr)*(100-stat('is379'.accr)))/100))/100	((6+pst3)*(100+(stat('is470'.accr)*(100-stat('is379'.accr)))/100))/100	3	DescPainless	DescHitPointz	((1+pst1/256)*(100+clc1))/100																	3	DescTotemboundNr	DescWhenAtTotem	max(min(lvl+1,10)+stat('is441'.accr),0)		5	DescTotemboundNr		1+stat('is441'.accr)		18	DescTBTextParade				18	DescItemSkill																																							0
sd650							19	SkillnameBloodlust	SkillsdBloodlust	SkillsdBloodlust	SkillnameBloodlust	StrSkill3																	1					12	StrSkill20		(ln78*(100+stat('is409'.accr)))/100		2	DescDmgMPH	StrSkill23	((220*lvl)*(par4-par3))/(100*(lvl+50))+par3		2	StrSkill75	StrSkill23	(((220*lvl)*(par4-par3))/(100*(lvl+50))+par3)+stat('is381'.accr)		2	StrSkill4	StrSkill23	(((220*lvl)*(par2-par1))/(100*(lvl+50))+par1)+stat('is380'.accr)																						18	DescItemSkill																																							0
sd651								SkillnameNovaBomb	SkillsdNovaBomb	SkillsdNovaBomb	SkillnameNovaBomb	StrSkill3	5																1					10																									18	DescMultiHits				12	DescTimeBomb		50		18	DescBlank				18	DescItemSkill				40	Sksyn	SkillnameNovaBomb	4		65	strchrenghard	DescLtngSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd652								SkillnameImmoBomb	SkillsdImmoBomb	SkillsdImmoBomb	SkillnameImmoBomb	StrSkill3	5																1					10																									7	DescFireballs		32		12	DescTimeBomb		50		18	DescBlank				18	DescItemSkill				40	Sksyn	SkillnameImmoBomb	4		65	strchrenghard	DescFireSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd653								SkillnameNew3Starfire	SkillsdSecret	SkillsdSecret	SkillnameNew3Starfire																																																															18	DescItemSkill																																							0
sd654								SkillnameLetItSnow	SkillsdLetItSnow	SkillsdLetItSnow	SkillanLetItSnow	StrSkill3	5																1					10																														12	StrSkill20		250		18	DescBlank				18	DescItemSkill				40	Sksyn	SkillnameLetItSnow	4		65	strchrenghard	DescColdSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd655								SkillnameLArena	SkillsdLArena	SkillsdLArena	SkillnameLArena	StrSkill3	5																1					12	StrSkill20		(ln56*(100+stat('is409'.accr)))/100		11					10					9					8										18	DescWelcomeToThe				18	DescBlank				18	DescItemSkill				40	Sksyn	SkillnameLArena	4		65	strchrenghard	DescLtngSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd656						new skill		SkillnameBlackLotus	SkillsdBlackLotus	SkillsdBlackLotus	SkillanBL	StrSkill3	5												1				1					14																																								18	DescItemSkill				40	Sksyn	SkillnameBlackLotus	4		65	strchrenghard	DescPoisSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
