Missile	Id	* Laz / status	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoMultiShot	Holy	*Laz / Slow	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Qty	Pierce	SpecialSetup	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	Emax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	EOL
ml3502	3502		5		5		3																											19																19								200		5	4	255	178	64			1	gfm-red	1024	29	16		1	12	29	3				1		1				-120		1	1	12														1																																												32	1		41	so2577	so0	so0																	0
ml3503	3503		50		28					10		25		2		128		30				10		25		2		128		30																												125				255	255	255				extra\ExplodingArrowDebris01	1024	12	16									1		1	1	10			-80	3	1	25											1		1	1						4		8																																					1			so1119	so0	so0			ml3504							ml3504							0
ml3504	3504		1	55	1	51				250												250																																14	14			16				255	255	255			1	null	1024	2	16										1												1	1		1				1	1			1								8																																					1			so0	so0	so0						ml3506							ml3506				0
ml3505	3505		1																																																							60				255	255	255			1	expansion\catapultpoisonbomb	1024	10	16						1		1			1																						1																																													1			so0	so0	so0																	0
ml3506	3506		9	18	15	14				250												59		25		15								1092								1		3		15												60		4		255	64	64			1	BlackHoleExplode	1024	13	16								1			1						1					1								1			2						5	2	8																																					1			so0	so0	so2438			ml3509							ml3505	ml3508		ml3507				0
ml3507	3507		1		1					2																																																51				255	178	64			1	expansion\pod_attack_1	1024	51	16								1									1						1		1				1	1									4		8																																					1			so0	so0	so0																	0
ml3508	3508		1																																																							60									1	DopplezonExplodeX	1024	25	16						1		1																									1								8																																					1			so0	so0	so0																	0
ml3509	3509		1		1	6																												2145		1																						110				255	255				1	null	1024	7	16																	1					1	1		1				1	1			1						4		8																																					1			so0	so0	so0		ml1107															0
ml3510	3510		19	30	15	29				5												5												8								8																1				255	255	255				null	1024	1	16																	1					1											1																																													32			so0	so0	so0			ml3511			ml3511				ml3511			ml3511				0
ml3511	3511		1		1	6																												2148		1																		60	60			4				255	255				1	null	1024	7	16																	1					1	1		1				1	1			1						4		8																																					1			so0	so0	so0		ml1107															0
ml3512	3512		1	30	1	29				250												250												2								2																1				255	255	255	1		1	null	1024	33	16								1		1												1											1						4		8																																					1			so0	so0	so0						ml3513							ml3513				0
ml3513	3513		19		15					2		19										2		19																														16	16			48				255	255	255	1		2	null	1024	2	16								1		1							1					1							1	1			1						4		8																																					1			so0	so0	so0			ml3514							ml3514							0
ml3514	3514		1		1																																																					8		2	1	128	255	128			1	expansion\deathmaulerfingers	1024	8	16					3			1		1							2												1	1		100						sk1228	4		8																																					16			so453	so0	so0																	0
ml3515	3515		1		1		1																																									((110*lvl)*(dpa2-dpa1))/(100*(lvl+40))+dpa1				100		25	25			20				255	255	255	1		1	null	1024	2	16					3	1		1		1							1				1							1	1	1									4		8		192																mag																		2	16			so0	so0	so0																	0
ml3516	3516		1		1																																																	12	12			120		5		64	255	64			1	expansion\catapultpoisonbomb	1024	10	16					3	1		1		1							1												1	1			1						4		1																		pois	1100	1100	1100	1100	1100	1100	2600	2600	2600	2600	2600	2600	500	75				80	16			so1890	so0	so0																	0
ml3517	3517		19		15					1		19										1		19																																		13	3			255	255	255	1		2	null	1024	2	16								1		1							1					1																	4		8																																					1			so0	so0	so0			ml3518							ml3518							0
ml3518	3518		47	52	6	47				10												4												12		1						10		15										12	12			100				255	178	64			1	minimb	1024	10	16					8	1				1							2					1							1	1		1							5	2	8																		fire	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000						32	8			so2331	so0	so2416			ml455			ml455				ml104	ml104	ml105	ml454	ml456	ml455		0
ml3519	3519		1	30	1	29																												64								64																1				255	255	255				null	1024	37	16																	1					1											1																																													32			so0	so0	so0						ml3520							ml3520				0
ml3520	3520		1	25	1	20																												15		1						15		1														1				255	255	255				null	1024	8	8						1		1		1							1			1		1							1	1			1																																													32			so0	so0	so0						ml3521							ml3521				0
ml3521	3521		19	25	15	20				100		1										100		1										25		1						25		1														1				255	255	255			1	null	1024	8	16					6	1		1		1						-20	1					1							1	1			1					sk1231																																								32			so0	so0	so0			ml3522			ml3523				ml3522			ml3523				0
ml3522	3522		1		1					100		1										100		1																																		10		10		255					1	null	1024	8	16								1		1							1			1									1	1			1																																													32			so0	so0	so0																	0
ml3523	3523		1		1																																																	20	20			40		5		255			1			Flamethrower	1024	15	16					3			1		1							1												1	1			1					sk1231	4		8																																					16			so2433	so0	so0		ml42															0
ml3524	3524		1	30	1	29																												7								7																1						255	1		1	thatorbx	1024	20	16																	3					1											1						4		8																																10					16			so1890	so1893	so0						ml3529							ml3529				0
ml3525	3525		1	30	1	29																8		4										64								64												25	25			20		6	4			255	1		1	thatorbx	1024	20	16								1		1							1					1							1	1			1						4																																							1			so2349	so0	so0						ml3527				ml3526			ml3527				0
ml3526	3526		1	25	1	20																												100		50						100		50														1				255	255	255	1		2	null	1024	2	16						1		1		1							1					1							1	1			1						4																																							16			so0	so0	so0						ml3524							ml3524				0
ml3527	3527		1		1	6																												2156		1																						1				255	255				1	null	1024	7	16																	1					1	1		1				1	1			1						4		8																																					1			so0	so0	so0		ml1107															0
ml3528	3528		19	30	15	29				250												250												64								64																10				255	255				1	null	1024	7	16								1														1	1		1				1	1			1						4		8																																					1			so0	so0	so0			ml3530			ml3531				ml3530			ml3531				0
ml3529	3529		1	30	1	29																												7								7												25	25			20		5				255	1		1	thatorbx	1024	20	16																	3																1						4		8																																10					16			so1890	so1893	so0																	0
ml3530	3530		1		1	6																												2156		1																		10	10			50				255	255				1	null	1024	7	16																	1					1	1		1				1	1			1						4		8																																					1			so0	so0	so0		ml1107															0
ml3531	3531		1		1	6																												2157		1																						1				255	255				1	null	1024	7	16																	1					1	1		1				1	1			1						4		8																																					1			so0	so0	so0		ml1107															0
ml3532	3532		19	44	15	36				99												99																																				3				255	255	255	1		2	null	1024	2	16								1		1							1					1																	4		8																																					1			so0	so0	so0			ml3535			ml3533				ml3535			ml3533				0
ml3533	3533		19	44	15	36				99												99																																				3				255	255	255	1		2	null	1024	2	16								1		1							1					1																	4		8																																					1			so0	so0	so0			ml3536			ml3534				ml3536			ml3534				0
ml3534	3534		19	44	15	36				99												99																																				3				255	255	255	1		2	null	1024	2	16								1		1							1					1																	4		8																																					1			so0	so0	so0			ml3537			ml3538				ml3537			ml3538				0
ml3535	3535		19		15					1		19										1		19																																		13				255	255	255	1		2	null	1024	2	16								1		1							1					1																	4		8																																					1			so0	so0	so0			ml1133							ml1133							0
ml3536	3536		19		15					1		27										1		28																																		12				255	255	255	1		2	null	1024	2	16								1		1							1					1																	4		8																																					1			so0	so0	so0			ml1133							ml1133							0
ml3537	3537		19		15					1		62										1		46																																		10				255	255	255	1		2	null	1024	2	16								1		1							1					1																	4		8																																					1			so0	so0	so0			ml1133							ml1133							0
ml3538	3538		19		15					1		39										1		39																																		9				255	255	255	1		2	null	1024	2	16								1		1							1					1																	4		8																																					1			so0	so0	so0			ml1133							ml1133							0
ml3539	3539		50		28					1		20		2		174		5				1		20		2		174		5																												175									2	null	1024	2	16		1	17	18					1								3	1	25											1		1	1						4																																							1			so2351	so0	so0			ml3540							ml3540							0
ml3540	3540		1	55	1	51																																																14	14			16						255			2	null	1024	2	16																						1	1		1								1																																													1			so0	so0	so0						ml3542							ml3542	ml3541			0
ml3541	3541		1		1																																																					21				255					2	null	1024	2	16																							1		1								1																																													1			so0	so0	so0																	0
ml3542	3542		1		1																																																					16		2	1						1	gleam	1024	8	16					3												1												1	1			1						4		8																		mag	2000						2000											32	1			so450	so0	so0																	0
ml3543	3543		50		28					1		20		2		174		5				1		20		2		174		5																												100									1	RedScare	1024	20	16									1								3	1	25											1		1	1						4																																							1			so2331	so0	so0			ml3544							ml3544							0
ml3544	3544		1	55	1	51																																																14	14			16						255			2	null	1024	2	16																						1	1		1								1																																													1			so0	so0	so0						ml3546							ml3546	ml3545			0
ml3545	3545		1		1																																																					21				255					2	null	1024	2	16																							1		1								1																																													1			so0	so0	so0																	0
ml3546	3546		1		1	6																												2161		1																						26		2	1						1	FireSmoke	1024	26	16					3												1					1							1	1			1						4		8																																				32	1			so2577	so0	so0																	0
ml3547	3547		1	30	1	29																												13								13																21						255	1		1	FistOfHell	1024	21	16																	3					1											1						4		8																																10					16			so2245	so0	so0						ml3548							ml3548				0
ml3548	3548		1	30	1	29																												64								64												20	20			17						255	1		1	Firebolt	1024	5	16																	3					1											1						4		8																																10					16			so0	so0	so0						ml3549							ml3549				0
ml3549	3549		19		15					1		19										1		19																																		100				255	255	255	1		2	null	1024	2	16								1		1							1					1												1					4		8																																					1			so0	so0	so0			ml3550							ml3550							0
ml3550	3550		1	25	1	20																												25		4						25		4										20	20			5		2		255	178	64	1		1	Firebolt	1024	5	16										1							2					1							1	1			1						4																																						32	4			so2410	so0	so0						ml3551							ml3551				0
ml3551	3551		1		1																																																	25	25			75		2		255	178	64	1		1	Firebolt	1024	5	16					3	1		1		1							1												1	1		100	1						4		8																		fire	100						100												16			so0	so2413	so0		ml29															0
ml3552	3552		1	30	1	29																												13								13																21						255	1		1	FistOfHell	1024	21	16																	3					1											1						4		8																																10					16			so2245	so0	so0						ml3553							ml3553				0
ml3553	3553		1	30	1	29																												64								64												20	20			17						255	1		1	Icebolt	1024	6	16																	3					1											1						4		8																																10					16			so0	so0	so0						ml3554							ml3554				0
ml3554	3554		19		15					1		19										1		19																																		100				255	255	255	1		2	null	1024	2	16								1		1							1					1												1					4		8																																					1			so0	so0	so0			ml3555							ml3555							0
ml3555	3555		1	25	1	20																												25		4						25		4										20	20			5		2		255	178	64	1		1	Icebolt	1024	6	16										1							2					1							1	1			1						4																																						32	4			so2427	so0	so0						ml3556							ml3556				0
ml3556	3556		1		1																																																	25	25			75		2		255	178	64	1		1	Icebolt	1024	6	16					3	1		1		1							1												1	1		100	1						4		8																		cold	200						200							50					16			so0	so359	so0		ml30															0
ml3557	3557		1	30	1	29																												13								13																21						255	1		1	FistOfHell	1024	21	16																	3					1											1						4		8																																10					16			so2245	so0	so0						ml3558							ml3558				0
ml3558	3558		1	30	1	29																												64								64												20	20			17						255	1		1	ChargedBolt	1024	10	16																	3					1											1						4		8																																10					16			so0	so0	so0						ml3559							ml3559				0
ml3559	3559		19		15					1		19										1		19																																		100				255	255	255	1		2	null	1024	2	16								1		1							1					1												1					4		8																																					1			so0	so0	so0			ml3560							ml3560							0
ml3560	3560		1	25	1	20																												25		4						25		4										20	20			5		2		255	178	64	1		1	ChargedBolt	1024	10	16										1							2					1							1	1			1						4																																						32	4			so2434	so0	so0						ml3561							ml3561				0
ml3561	3561		1		1																																																	25	25			75		2		255	178	64	1		1	ChargedBolt	1024	10	16					3	1		1		1							1												1	1		100	1						4		8																		ltng	100						100												16			so0	so2255	so0		ml1411															0
ml3562	3562		21		1																	20																																				375		6		255	255	255	25			null	1024	2	16											1												1		1																8																																					1			so0	so0	so0										ml3563							0
ml3563	3563		22		1																	3																																32	32			20		4		255	255	255			2	null	1024	2	16								1		1																			1	1			1						4		8																																				64	1			so2351	so0	so0										ml3564							0
ml3564	3564		1		1																																																					12			4	255	255	255			1	expansion\baalsummonmissile	1024	8	16					3	1																											1								8																		ltng	2	4	4	4	4	4	5	4	4	4	4	4						64	32			so0	so0	so0																	0
ml3565	3565		1		1	6																												2163		1																						12		13		255	178	64				ExpArrowExplode	1024	11	16						1	1										1					1	1		1				1	1			1						4		8																																					1			so0	so0	so0																	0
ml3566	3566		50		28					1		35		2		28		5				1		35		2		22		5																												30									1	expansion\firestormEmitter	1024	16	16									1								3	1	25											1		1	1						4																																							1			so2331	so0	so0			ml3567							ml3567							0
ml3567	3567		1	55	1	51																																																14	14			16						255			1	MissileHandAxe	1024	8	16																						1	1		1																																																					1			so0	so0	so0						ml3569							ml3569	ml3568			0
ml3568	3568		1		1																																																					21				255					2	null	1024	2	16																							1		1								1																																													1			so0	so0	so0																	0
ml3569	3569		1		1																																																					4		2	1						2	null	1024	8	16					3												1												1	1			1						4		8																		mag	2000						2000											32	1			so450	so0	so0																	0
ml3570	3570		1	44	1	36																																																12	12			50				255	255	255	1		1	expansion\firespikes	1024	8	16					6			1									1					1	1		1								1								8																																					1			so0	so0	so0						ml3572							ml3572				0
ml3571	3571		1	44	1	36																																																				1				255	255	255			1	expansion\firespikes	1024	8	16					6	1		1		1	1						1					1	1		1				1	1			1						4		8																																					1			so0	so0	so0		ml3572															0
ml3572	3572		1		1	6																												2165		1																						16				255	255	255	1		1	expansion\BonePieces	1024	16	32								1		1	1						2					1									1										8																																					8			so1953	so391	so0		ml42															0
ml3573	3573		19	30	15	29				50												50												8								8																100				255	255				1	null	1024	7	16								1														1	1		1				1	1			1						4		8																																					1			so0	so0	so0			ml3574			ml3575				ml3574			ml3575				0
ml3574	3574		12																			30		1																																		1				255	255	255	1		2	null	1024	2	16																																																																														1			so450	so0	so0																	0
ml3575	3575		19		15					1		19										1		19																														35	35			25		5	2	255	178	64	1		2	null	1024	2	16								1		1							1					1																	4		8																																					1			so0	so0	so0			ml3577							ml3577							0
ml3576	3576		1	30																																						1																40									1	BlackBolt	1024	8	16						1		1			1																						2																																													1			so0	so0	so0						ml3581							ml3581				0
ml3577	3577		9	18	1	14																24		60		30								3		2						5		3		15								2	2			25		4		212	212	255			1	SandMaggotDirtPile	1024	1	16								1			1						1				1	1								1			1					sk17	5	2	8																																					1			so0	so0	so958										ml3576	ml3580		ml3578	ml154			0
ml3578	3578		1		1					2																																																16		13		81	81	255				BlackExplodeCenter	1024	15	16								1									1						1		1				1	1			2						4		8																																					1			so2424	so0	so0																	0
ml3579	3579		5		5		3																																											19								90		3	2	255	178	64			1	groundFireMedium	1024	37	16		1	12	36	3				1		1						2	1	12														1								3	1																	fire	1	1	1	1	1	1	2	2	2	2	2	2						32	1		41	so2577	so0	so0																	0
ml3580	3580		1																																																							60									2	null	1024	2	16						1		1																									1								8																																					1			so0	so0	so0																	0
ml3581	3581		1		1																																																	30	30		-300	15		4		255	192	64	1			expansion\FireNova	1024	11	16		1	8	9	3		1	1				1	4				1																1																																													32			so2483	so813	so0																	0
ml3582	3582		1		1	6																												2166		1																						1				255			1		1	null	1024	1	16						1		1		1												1											1						4																																							1			so0	so0	so0																	0
ml3583	3583		1	30	1	29				250												250												7								7																1				255	255	255	1		1	null	1024	33	16								1		1												1											1						4		8																																					1			so0	so0	so0						ml3584							ml3584				0
ml3584	3584		19	30	15	29				1		19										1		19										64								64												16	16			25				255	255	255	1		2	null	1024	2	16								1		1												1							1	1			1						4		8																																					1			so0	so0	so0			ml3585			ml3586				ml3585			ml3586				0
ml3585	3585		1		1																																																					8		2	1	128	255	128			1	expansion\FirestormEmitter	1024	16	16								1		1																			1	1			1						4		8																																					16			so453	so0	so0																	0
ml3586	3586		1		1	6																												2170		1																						18				255			1		1	Expansion\nehlthak_Hole_light	1024	18	16						1		1		1												1											1						4																																							1			so0	so0	so0																	0
ml3587	3587		1	30	1	29				250												250												7								7																1				255	255	255	1		1	null	1024	33	16								1		1												1											1						4		8																																					1			so0	so0	so0						ml3588							ml3588				0
ml3588	3588		19	30	15	29				1		19										1		19										64								64												16	16			25				255	255	255	1		2	null	1024	2	16								1		1												1							1	1			1						4		8																																					1			so0	so0	so0			ml3589			ml3590				ml3589			ml3590				0
ml3589	3589		1		1																																																					8		2	1	128	255	128			1	UnholyBolt	1024	8	16								1		1																			1	1			2						4		8																																					16			so453	so0	so0																	0
ml3590	3590		1		1	6																												2171		1																						13				255			1		1	BlackHoleExplode	1024	13	16						1		1		1												1											2						4																																							1			so0	so0	so0																	0
ml3591	3591		1		1																																																	1	30		300	10	5	3	1	255		50	1			bluefirenova	1024	11	16			6	8	3					1		1	2			-35	2												1	1			1						4		8																		mag																			4			so4914	so0	so0	ol541	ml3593															0
ml3592	3592		1		1																																																	1	30		300	10	5	3	1	255		50	1			bluefirenova	1024	11	16			6	8	3					1		1	2			-35	2												1	1			1						4		8																		mag																			4			so4914	so0	so0	ol541	ml3593															0
ml3593	3593		1																																																							8		5				255				absolutezero	1024	8	16						1		1								-50							1		1					1			1						4		8																																					1			so2405	so0	so0																	0
ml3594	3594		19	30	15	29				250												250												64								64																1				255	255	255	1		1	null	1024	33	16								1		1												1											1						4		8																																					1			so0	so0	so0			ml3595			ml3606				ml3595			ml3606				0
ml3595	3595		19	30	15	29				250												250												2								2																1				255	255	255	1		1	null	1024	33	16								1		1												1											1						4		8																																					1			so0	so0	so0			ml3596			ml3601				ml3596			ml3601				0
ml3596	3596		19	30	15	29				250												250												8								8																1				255	255	255	1		1	null	1024	33	16								1		1												1											1						4		8																																					1			so0	so0	so0			ml3597			ml3602				ml3597			ml3602				0
ml3597	3597		19	30	15	29				250												250												13								13																1				255	255	255	1		1	null	1024	33	16								1		1												1											1						4		8																																					1			so0	so0	so0			ml3598			ml3603				ml3598			ml3603				0
ml3598	3598		19	30	15	29				250												250												64								64																1				255	255	255	1		1	null	1024	33	16								1		1												1											1						4		8																																					1			so0	so0	so0			ml3599			ml3604				ml3599			ml3604				0
ml3599	3599		19	30	15	29				250												250												64								64																1				255	255	255	1		1	null	1024	33	16								1		1												1											1						4		8																																					1			so0	so0	so0			ml3600			ml3605				ml3600			ml3605				0
ml3600	3600		19	30	15	29				250												250												64								64																1				255	255	255	1		1	null	1024	33	16								1		1												1											1						4		8																																					1			so0	so0	so0			ml3614			ml3615				ml3614			ml3615				0
ml3601	3601		1	30	1	29																												64								64												100	100			4				255	255	255	1		1	null	1024	33	16								1		1												1											1						4		8																																					1			so0	so0	so0						ml3618							ml3618				0
ml3602	3602		1	30	1	29																												64								64												80	80			3				255	255	255	1		1	null	1024	33	16								1		1												1											1						4		8																																					1			so0	so0	so0						ml3608							ml3608				0
ml3603	3603		1	30	1	29																												64								64												50	50			2				255	255	255	1		1	null	1024	33	16								1		1												1											1						4		8																																					1			so0	so0	so0						ml3609							ml3609				0
ml3604	3604		19	30	15	29				250												250												64								64																1				255	255	255	1		1	null	1024	33	16								1		1												1											1						4		8																																					1			so0	so0	so0			ml3613			ml3610				ml3613			ml3610				0
ml3605	3605		1	30	1	29																												64								64																1				255	255	255	1		1	null	1024	33	16								1		1												1											1						4		8																																					1			so0	so0	so0						ml3611							ml3611				0
ml3606	3606		1	30	1	29																												2								2																1				255	255	255	1		1	null	1024	33	16								1		1												1											1						4		8																																					1			so0	so0	so0						ml3612							ml3612				0
ml3607	3607		1		1																																																					100		2	1	255					1	GroundFirePurple	1024	37	16		1	12	36	3							1	5				2					1							1	1			1					sk1201	4		8																																				32	1			so450	so0	so0		ml29															0
ml3608	3608		1		1																																																					99		2	1	255					1	potionexplode	1024	29	16					3							1	5				2					1							1	1			1					sk1201	4		8																																				32	1			so450	so0	so0		ml29															0
ml3609	3609		1		1																																																					97		2	1	255					1	expansion\rock_lava_explosion	1024	18	16					3							1	5				2					1							1	1			1					sk1201	4		8																																				32	1			so450	so0	so0		ml29															0
ml3610	3610		1		1																																																					95		2	1	255					1	sattva	1024	28	16					3							1	5				2					1							1	1								sk1201	4		8																																				32	1			so450	so0	so0		ml2802															0
ml3611	3611		1		1																																																					101		2	1	255					1	null	1024	101	16					3							1	5				2					1							1	1			1					sk1201	4		8																																				32	1			so450	so0	so0		ml29															0
ml3612	3612		1		1																																																	50	50			105		2	1	255					1	flamepillar	1024	50	16					3							1	5				2					1							1	1			1					sk1201	4		8																																				32	1			so450	so0	so0		ml29															0
ml3613	3613		1		1																																																					110		2	1	255					1	megafire	1024	20	16					3							1	5				2					1							1	1			1						4		8																																				32	1			so0	so0	so0																	0
ml3614	3614		1	30	1	29																												4								4																1				255	255	255	1		1	null	1024	33	16								1		1												1											1						4		8																																					1			so0	so0	so0						ml3616							ml3616				0
ml3615	3615		1	30	1	29																												16								16																1				255	255	255	1		1	null	1024	33	16								1		1												1											1						4		8																																					1			so0	so0	so0						ml3617							ml3617				0
ml3616	3616		1	30	1	29																												64								64												100	100			3				255	255	255	1		1	null	1024	33	16								1		1												1											1						4		8																																					1			so0	so0	so0						ml3607							ml3607				0
ml3617	3617		1	30	1	29																												64								64												100	100			5				255	255	255	1		1	null	1024	33	16								1		1												1											1						4		8																																					1			so0	so0	so0						ml3607							ml3607				0
ml3618	3618		1		1																																																					100		2	1	255					1	GroundFireSmall	1024	37	16		1	12	36	3							1	5				2					1							1	1			1					sk1201	4		8																																				32	1			so450	so0	so0																	0
ml3619	3619		1		1		1																																									max(75,100-dl12)				1		20	20			40			2	255	178	64			1	savageraven	1024	12	16					3					1		1	3				2				1	1							1	1								sk1263	4		8																		mag																		32	4			so0	so816	so0		ml3622															0
ml3620	3620		19	30	15	29				50												50												1								8																32				255	255	255	1		2	null	1024	2	16								1		1							1					1											1						4		8																																					1			so0	so0	so0			ml3621			ml3619				ml3621			ml3619				0
ml3621	3621		19		15					2		4										2		4																																		32				255	255	255	2		1	savageraven	1024	12	12								1		1							1					1																	4		8																																					1			so0	so0	so0			ml3619							ml3619							0
ml3622	3622		1																																																							11		13		255	178	64				ravendies	1024	11	16						1		1									1						1		1					1			1						4		8																																				32	1			so821	so0	so0																	0
ml3623	3623		19	25	15	20				2												2												30		1						30		1										4	4			20				255	255	255			2	null	1024	2	16																	1	1				1											1								8																																				32				so2410	so0	so0			ml3633			ml3624	ml3624			ml3633			ml3624				0
ml3624	3624		19	25	15	20				2												2												30		1						30		1										4	4			20				255	255	255			2	null	1024	2	16																	1	1				1											1								8																																				32				so2410	so0	so0			ml3633			ml3625	ml3625			ml3633			ml3625				0
ml3625	3625		19	25	15	20				2												2												30		1						30		1										4	4			20				255	255	255			2	null	1024	2	16																	1	1				1											1								8																																				32				so2410	so0	so0			ml3633			ml3626	ml3626			ml3633			ml3626				0
ml3626	3626		19	25	15	20				2												2												30		1						30		1										4	4			20				255	255	255			2	null	1024	2	16																	1	1				1											1								8																																				32				so2410	so0	so0			ml3633			ml3627	ml3627			ml3633			ml3627				0
ml3627	3627		19	25	15	20				2												2												30		1						30		1										4	4			20				255	255	255			2	null	1024	2	16																	1	1				1											1								8																																				32				so2410	so0	so0			ml3633			ml3628	ml3632			ml3633			ml3628				0
ml3628	3628		19	25	15	20				2												2												30		1						30		1										4	4			20				255	255	255			2	null	1024	2	16																	1	1				1											1								8																																				32				so2410	so0	so0			ml3633			ml3629	ml3625			ml3633			ml3629				0
ml3629	3629		19	25	15	20				2												2												30		1						30		1										4	4			20				255	255	255			2	null	1024	2	16																	1	1				1											1								8																																				32				so2410	so0	so0			ml3633			ml3630	ml3626			ml3633			ml3630				0
ml3630	3630		19	25	15	20				2												2												30		1						30		1										4	4			20				255	255	255			2	null	1024	2	16																	1	1				1											1								8																																				32				so2410	so0	so0			ml3633			ml3631	ml3627			ml3633			ml3631				0
ml3631	3631		19	25	15	20				2												2												30		1						30		1										4	4			20				255	255	255			2	null	1024	2	16																	1	1				1											1								8																																				32				so2410	so0	so0			ml3633			ml3632	ml3632			ml3633			ml3632				0
ml3632	3632		19		15					2												2																																4	4			20				255	255	255			2	null	1024	2	16																	1	1				1											1								8																																				32				so2410	so0	so0			ml3633							ml3633							0
ml3633	3633		1		1																																																					45		2	1		255				1	witch_trace	1024	30	16		1	6	20	3												2															33	1								8																		mag	50000						50000											16				so0	so0	so0		ml34															0
ml3634	3634		1		1																																																	1	30		300	50	5	3	1	255		50	1			bluefirenova	1024	11	16			6	8	3					1		1	2			-35	2												1	1			1						4		8																		mag	50000						50000												4			so4914	so0	so0	ol541	ml3593															0
ml3635	3635		19	51	15	45				200		19										200		19										1								1																1				255	255	255	1		1	null	1024	8	16								1		1							1					1							1	1			1						4		8																																				6	32			so2692	so0	so0		ml3636	ml3638			ml3636				ml3638			ml3636				0
ml3636	3636		1	30	1	29																												4								4																1				255	255	255	1		1	null	1024	8	16								1		1							1					1							1	1			1						4		8																																					1			so0	so0	so0						ml3637							ml3637				0
ml3637	3637		20		16					40		5										40		5																														7	7			55		3	1	255					1	illusion5	1024	20	16								1		1							1					1							1	1			1						4		8																																					16			so2439	so0	so0																	0
ml3638	3638		1	30	1	29																												64								64																25		2		255	192		1		1	manapowl	1024	17	8								1		1							1					1																	4		8																																					1			so0	so0	so0						ml3639							ml3639				0
ml3639	3639		19		15					1		19										1		19																																		25		5	2	255	178	64	1		2	null	1024	2	16								1		1							1					1																	4		8																																					1			so0	so0	so0			ml3641							ml3641							0
ml3640	3640		1	30																																						1																80									1	illusion5	1024	20	16						1		1			1																						1																																													1			so0	so0	so0						ml3645							ml1275				0
ml3641	3641		9	18	1	14																24		30										4		2						5		3		5								2	2			25		4		255	64	64			1	illusion5	1024	20	16								1			1						1					1								1			1					sk1282	5	2	8																																					1			so0	so0	so958										ml3640	ml3644		ml3642	ml154			0
ml3642	3642		1		1					2																																												5	5			16		13		255	178	64			1	illusion5	1024	20	16								1									1						1		1				1	1			1						4		8																																					1			so764	so0	so0																	0
ml3643	3643		5		5		3																																											19				5	5			90		3	2	255	178	64			1	illusion5	1024	20	16					3				1		1						2	1	12														1								8	1																																				1		41	so2577	so0	so0																	0
ml3644	3644		1																																																							60									2	null	1024	2	16						1		1																									1								8																																					1			so0	so0	so0																	0
ml3645	3645		1		1																																																	30	30		-300	15		4		255	192	64	1		1	illusion5	1024	20	16					3		1	1				1	4				1																1																																													32			so2483	so813	so0																	0
ml3646	3646		19	30	15	29				250												250												5								5																1				255	255	255			2	null	1024	2	16								1		1												1											1						4		8																																					1			so0	so0	so0			ml3647			ml3650				ml3647			ml3650				0
ml3647	3647		19	30	15	29				250												250												7								7																2				255	255	255			2	null	1024	2	16								1		1												1											1						4		8																																					1			so0	so0	so0			ml3648			ml3650				ml3648			ml3650				0
ml3648	3648		19	30	15	29				250												250												10								10																3				255	255	255			2	null	1024	2	16								1		1												1											1						4		8																																					1			so0	so0	so0			ml3649			ml3650				ml3649			ml3650				0
