skill	Id	charclass	skilldesc	* Laz / status	srvstfunc	srvdofunc	prgstack	srvprgfunc1	srvprgfunc2	srvprgfunc3	prgcalc1	prgcalc2	prgcalc3	prgdam	srvmissile	decquant	lob	srvmissilea	srvmissileb	srvmissilec	srvoverlay	aurafilter	aurastate	auratargetstate	auralencalc	aurarangecalc	aurastat1	aurastatcalc1	aurastat2	aurastatcalc2	aurastat3	aurastatcalc3	aurastat4	aurastatcalc4	aurastat5	aurastatcalc5	aurastat6	aurastatcalc6	auraevent1	auraeventfunc1	auraevent2	auraeventfunc2	auraevent3	auraeventfunc3	auratgtevent	auratgteventfunc	passivestate	passiveitype	passivestat1	passivecalc1	passivestat2	passivecalc2	passivestat3	passivecalc3	passivestat4	passivecalc4	passivestat5	passivecalc5	passiveevent	passiveeventfunc	summon	pettype	petmax	summode	sumskill1	sumsk1calc	sumskill2	sumsk2calc	sumskill3	sumsk3calc	sumskill4	sumsk4calc	sumskill5	sumsk5calc	sumumod	sumoverlay	stsuccessonly	stsound	stsoundclass	stsounddelay	weaponsnd	dosound	dosound a	dosound b	tgtoverlay	tgtsound	prgoverlay	prgsound	castoverlay	cltoverlaya	cltoverlayb	cltstfunc	cltdofunc	cltprgfunc1	cltprgfunc2	cltprgfunc3	cltmissile	cltmissilea	cltmissileb	cltmissilec	cltmissiled	cltcalc1	*cltcalc1 desc	cltcalc2	*cltcalc2 desc	cltcalc3	*cltcalc3 desc	warp	immediate	enhanceable	attackrank	noammo	range	weapsel	itypea1	itypea2	itypea3	etypea1	etypea2	itypeb1	itypeb2	itypeb3	etypeb1	etypeb2	anim	seqtrans	monanim	seqnum	seqinput	durability	UseAttackRate	LineOfSight	TargetableOnly	SearchEnemyXY	SearchEnemyNear	SearchOpenXY	SelectProc	TargetCorpse	TargetPet	TargetAlly	TargetItem	AttackNoMana	TgtPlaceCheck	ItemEffect	ItemCltEffect	ItemTgtDo	ItemTarget	ItemCheckStart	ItemCltCheckStart	ItemCastSound	ItemCastOverlay	skpoints	reqlevel	maxlvl	reqstr	reqdex	reqint	reqvit	reqskill1	reqskill2	reqskill3	restrict	State1	State2	State3	delay	leftskill	repeat	checkfunc	nocostinstate	usemanaondo	startmana	minmana	manashift	mana	lvlmana	*Manaat30	interrupt	InTown	aura	periodic	perdelay	finishing	passive	progressive	general	scroll	calc1	*calc1 desc	calc2	*calc2 desc	calc3	*calc3 desc	calc4	Param1	*Param1 Description	Param2	*Param2 Description	Param3	*Param3 Description	Param4	*Param4 Description	Param5	*Param5 Description	Param6	*Param6 Description	Param7	*Param7 Description	Param8	*Param8 Description	InGame	ToHit	LevToHit	ToHitCalc	ResultFlags	HitFlags	HitClass	Kick	HitShift	SrcDam	MinDam	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDam	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	EMinLev1	EMinLev2	EMinLev3	EMinLev4	EMinLev5	EMax	EMaxLev1	EMaxLev2	EMaxLev3	EMaxLev4	EMaxLev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	ELenSymPerCalc	aitype	aibonus	cost mult	cost add
sk1114	1114																																																																													so0	so0			so0	so0	so0		so0		so0																																																														so0																																																																																																										
sk1115	1115																																																																													so0	so0			so0	so0	so0		so0		so0																																																														so0																																																																																																										
sk1116	1116				17	63												ml1491								ln34																																																			1	so2457	so0			so0	so0	so0		so2458		so0				21	33					ml1491	ml1491	ml151										1			none												SC	SC	xx								1		1	1						1			3		1	so2457			1	99																								1																																	1								8																																					
sk1117	1117																																																																													so0	so0			so0	so0	so0		so0		so0																																																														so0																																																																																																										
sk1118	1118																																																																													so0	so0			so0	so0	so0		so0		so0																																																														so0																																																																																																										
sk1119	1119					66																42369	st16	st16		100	is67	-100	is76	-80	is40	-50	is42	-50	is44	-50	is46	-50																																								so0	so0			so0	so0	so0		so0		so0																						1	6		none														xx	5		1																				so0			1	99																								1	1	1		1																													1								8																																					
sk1120	1120					8												ml2914																																																												so2367	so0			so0	so0	so0		so0		so0	ol191				17					ml2914	ml2914											1	6		none												SC	SC	xx																	1						so2367			12														1							7	42	7		1										1							5		100												5		1																							pois	832	208	104	104	104	104	1408	352	176	176	176	176	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100	50				stat('is431'.accr)				
sk1121	1121					8												ml2915																																																												so2367	so0			so0	so0	so0		so0		so0	ol191				17					ml2915	ml2915											1	6		none												SC	SC	xx																	1						so2367			12														1							7	42	7		1										1							5		100												5		1																							pois	832	208	104	104	104	104	1408	352	176	176	176	176	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100	50				stat('is431'.accr)				
sk1122	1122														ml2916																																																															so0	so0			so0	so0	so0		so0		so0									ml2916													1	4		rng												A1	A1	xx																	1						so0			1	99													1							8				1																																	1								4															fire	80	2	1	1	1	1	40	4	2	2	2	2	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100									
sk1123	1123					8												ml2926																																																												so2367	so0			so0	so0	so0		so0		so0	ol191				17					ml2926	ml2926											1	6		none												SC	SC	xx																	1						so0			12														1							7		7		1										1							5		100												5		1																							fire	832	208	104	104	104	104	1408	352	176	176	176	176	5000									
sk1124	1124					8												ml2927																																																												so2367	so0			so0	so0	so0		so0		so0	ol191				17					ml2927	ml2927											1	6		none												SC	SC	xx																	1						so0			12														1							7		7		1										1							5		100												5		1																							cold	832	208	104	104	104	104	1408	352	176	176	176	176	5000									
sk1125	1125					8												ml2928																																																												so2367	so0			so0	so0	so0		so0		so0	ol191				17					ml2928	ml2928											1	6		none												SC	SC	xx																	1						so0			12														1							7		7		1										1							5		100												5		1																							ltng	832	208	104	104	104	104	1408	352	176	176	176	176	5000									
sk1126	1126					8												ml2929																																																												so2367	so0			so0	so0	so0		so0		so0	ol191				17					ml2929	ml2929											1	6		none												SC	SC	xx																	1						so0			12														1							7		7		1										1							5		100												5		1																							pois	832	208	104	104	104	104	1408	352	176	176	176	176	20	50				stat('is431'.accr)				
sk1127	1127					8												ml2930																																																												so2367	so0			so0	so0	so0		so0		so0	ol191				17					ml2930	ml2930											1	6		none												SC	SC	xx																	1						so0			12														1							7		7		1										1							5		100												5		1										10	5	5	5	5	5	20	5	5	5	5	5	5000																							
sk1128	1128					8												ml2931																																																												so2367	so0			so0	so0	so0		so0		so0	ol191				17					ml2931	ml2931											1	6		none												SC	SC	xx																	1						so0			12														1							7		7		1										1							5		100												5		1																							mag	832	208	104	104	104	104	1408	352	176	176	176	176	5000									
sk1129	1129																																																																													so0	so0			so0	so0	so0		so0		so0																																																														so0																																																																																																										
sk1130	1130					97																																																																								so2457	so0			so0	so0	so0		so0		so0	ol489			39																		1			none												SQ	SQ	xx					4		1	1	1		1					1							so2457	ol489		1																									1																																	1																																											1		
sk1131	1131														ml2934																																																															so0	so0			so0	so0	so0		so0		so0	ol47								ml2934													1			none												SC	SC	xx																	1						so0			1	99																								1																																	1								8																																					
sk1132	1132					8									ml2919																																																															so0	so0			so0	so0	so0		so0		so0					17				ml2919													1	1		none												SC	SC	xx																	1						so0			6	99													1					50		8	15			1																																	1								4															fire	1440	240	130	130	130	130	1680	280	160	160	160	160	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100									
sk1133	1133					27									ml2944																																																															so479	so0			so0	so0	so0		so0		so0	ol45								ml2944											1		1			none												SC	SC	xx																	1		1	2			so479	ol45		1	99								1				(250*(100-stat('is438'.accr)))/100								7	26	13		1																	15		5														1								8																																					
sk1134	1134					65																73731	st141			1	is76	((ulvl>119)?500:0)*-1	is34	((ulvl>119)?50000:0)*-1	is35	((ulvl>119)?50000:0)*-1																																														so0	so0			so0	so0	so0		so0		so0																					1	1	4		none														xx																							so0			1	99																								1	1	1		25																													1								8																																					
sk1135	1135					124												ml1516	ml1516	ml1516			st77		(ln56*(100+stat('is409'.accr)))/100	8	is136	par7+(blvl-1)*par8																																																		so2246	so0			so0	so0	so0		so0		so0						92					ml1516			25		25		15				1			none												SC	SC	xx																							so0			1	99								1												7	1600			1	1									1													25		750		250		5		2		1								8	64																																				
sk1136	1136																																																																													so0	so0			so0	so0	so0		so0		so0																																																														so0																																																																																																										
sk1137	1137					30																3		st34	50	20	is40	-250	is46	-20	is67	-50																																														so2464	so0			so0	so0	so0		so0		so0				18	30					ml181		ml147										1	3		none												SC	SC	xx					4												1						so2464		(ulvl-24<((blvl-1)-stat('is479'.accr))*6)?(stat('is5'.accr)+1):1	24	99					sk333			1												7	160	16		1																							5		25						250		1								8																						15	15	15	15	15	15	blvl*par4									
sk1138	1138														ml2957																																																															so2399	so0			so0	so0	so0		so0		so0	ol30								ml2957													1	2		none												SC	SC	xx																	1						so2399			1	99													1							7	60	10		1																																	1								4															fire	80	8	4	4	4	4	240	24	12	12	12	12	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100									
sk1139	1139		sd715			8												ml2961																																																												so2457	so0			so0	so0	so0		so0		so0	ol489				17					ml2961	ml2961											1	2		none												SC	SC	xx																	1						so2457			65535	1								1				500	1							7				1				750						6-ulvl																							1								8																																					
sk1140	1140					43					1							ml2978								20																																																				so4748	so0			so0	so0	so0		so0		so0					5					ml2978												1			rng												SC	SC	SC				1													1						so0			90	99													1											1																	1																1								8															fire	5000						5000												11			
sk1141	1141					17												ml2982	ml2982	ml2982																																																										so0	so0			so0	so0	so0		so0		so0					23					ml2982												1	1		none												SC	SC	xx																	1						so0			1	99													1											1										40							16		2														1								8	96														mag	1						1						(25*lvl)*stat('is0'.base)									
sk1142	1142					27									ml2985																																																															so479	so0			so0	so0	so0		so0		so0	ol535								ml2985											1		1			none												SC	SC	xx																	1		1	2			so479	ol535		1	99								1				(250*(100-stat('is438'.accr)))/100								7	26	13		1																	15		5														1								8																																					
sk1143	1143					28												ml2991	ml2991	ml2991																																																										so2457	so0			so0	so0	so0		so0		so0	ol535				28					ml2991												1	2		none												SC	SC	xx					4				1								1						so2457	ol535	(ulvl-18<((blvl-1)-stat('is479'.accr))*6)?(stat('is5'.accr)+1):1	18	99																				7	64	8		1																							1										1								8															fire	7500						7500															
sk1144	1144																																																																													so0	so0			so0	so0	so0		so0		so0																																																														so0																																																																																																										
sk1145	1145														ml2999																																																															so2457	so0			so0	so0	so0		so0		so0	ol535								ml2999														2		none												SC	SC	xx																	1						so2457	ol535		1	1								1				125	1							7	264			1				750				1																									1								8																																		11			
sk1146	1146					18									ml3009																																																															so0	so0			so0	so0	so0		so0		so0	ol535								ml3009													1	2		rng		tkni										TH	TH	xx				1													1						so0	ol535	(ulvl-24<((blvl-1)-stat('is479'.accr))*6)?(stat('is5'.accr)+1):1	24	99					sk344							(125*(100-((110*blvl)*(par6-par5))/(100*(blvl+6))))/100	1							7	600			1																	425		-10														1								8	192																																				
sk1147	1147		sd716			8												ml3015																																																												so2300	so0			so0	so0	so0		so0		so0					17					ml3015	ml3015											1	2		none												SC	SC	xx																	1						so0			50	99								2	st149			125	1											1										stat('is398'.accr)>(29?1:0)																							1								8															burn	10000						10000							6								
sk1148	1148		sd717												ml3016											20																																																				so2398	so0			so0	so0	so0		so0		so0	ol477								ml3016													1	4		none												SC	SC	xx				1													1						so2398			50	99								2	st149				1											1										max(20,10)													1										1								8															mag	50000						50000															
sk1149	1149		sd718			25																	st123		125		is34	50000	is35	50000																																																so0	so2664			so0	so0	so0		so0		so0	ol489																					1			none												SC	SC	xx												1	1				1			1			so2664			50	99								2	st149			500												1	1																32		200		450				500								1								8																																					
sk1150	1150					66																42369	st245	st149		50	is34	1																																																		so0	so0			so0	so0	so0		so0		so0																						1	6		none		mele												xx	5		1																				so0			1	99																								1	1	1		50																													1								8																																					
sk1151	1151					65																73731	st35				is398	30																																																		so0	so0			so0	so0	so0		so0		so0																					1	1	1		none														xx																							so0			1	99																								1	1	1		25																													1								8																																					
sk1152	1152				1	1																																																																								so0	so0			so0	so0	so0		so0		so0	ol45			1	1																				both												A1	A1	A1				1		1	1								1								so0	ol45		1									1					1							7				1					1			1																									1								8	128																																		1		
sk1153	1153					8									ml3018																																																															so0	so0			so0	so0	so0		so0		so0					17				ml3018													1	1		none												SC	SC	xx																	1						so0												1																1										1		0																					1								8																																					
sk1154	1154					43					3							ml3063								7																																																				so2511	so0			so259	so0	so0		so0		so0					5					ml3063												1			rng												SC	SC	SC				1													1						so0			90	99													1							7	100			1																																	1								8																																		11			
sk1155	1155														ml1659																																																															so2399	so0			so0	so0	so0		so0		so0	ol194								ml1659													1			none												A1	A1	A1				1													1						so0			1	99													1											1																																	1								4															fire	100						150						(((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))*(100+17*stat('is466'.accr)))/10000-100									
sk1156	1156		sd419			65																73731	st177	st177			is339	150	is340	150	is338	150	is67	100	is34	50000	is35	50000																																								so0	so0			so0	so0	so0		so0		so0																					1	1	1		none														xx																							so0			1	99																								1	1	1		50																													1								8																																					
sk1157	1157		sd719		22	27									ml1706								st15	st15	(125*(100+stat('is409'.accr)))/100		is25	25	is280	1	is67	25																																													1	so2236	so2275			so0	so0	so0		so0		so0				5					ml1706											1		1			none		nagi			jave							A1	A1	xx				1	4	1		1									1		1	2			so2236			1	99								1					1							7	50			1																																	1								8	160														mag	1	1	1	1	1	1	1	1	1	1	1	1	(30+30*stat('is280'.accr))*(stat('is0'.base)+stat('is2'.base))							30		
sk1158	1158		sd720			124												ml2404	ml2404	ml2404			st26		125	1	is67	-75	is340	100	is338	100	is339	100																																												so4723	so2443			so0	so0	so0		so0		so0	ol78					92					ml2404			25		25		15				1			none												SC	SC	xx																	1						so2443	ol78		90	99								1				750	1							7	2626			1	1									5													1		125								1																							pois	2080	208	104	104	104	104	3520	352	176	176	176	176	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100	50				stat('is431'.accr)				
sk1159	1159		sd721												ml3067																																																															so2464	so0			so0	so0	so0		so0		so0	ol489								ml3067														2		none												SC	SC	xx																	1						so2464			1	1								2	st162			125	1							8	500			1				750				1																									1								8																																		11			
sk1160	1160														ml1083																																																															so46	so0			so0	so0	so0		so0		so0									ml1083													1	2		none												SC	SC	xx																	1						so46			1	99													1											1																																	1								4															cold	16	8	4	4	4	4	48	24	12	12	12	12	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100	25	10	10	10	stat('is409'.accr)				
sk1161	1161														ml707																																																															so2399	so0			so0	so0	so0		so0		so0	ol29								ml707													1	2		none												SC	SC	xx																	1						so2399			1	99													1											1																																	1								4															fire	16	16	8	8	8	8	32	32	16	16	16	16	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100									
sk1162	1162				65	116									ml770								st218		(ln12*(100+stat('is409'.accr)))/100		is36	min(50,dm34)	is181	1	is39	min(100,dm56)	is43	min(100,dm56)	is41	min(100,dm56)	is45	min(100,dm56)																																								so0	so0			so0	so0	so0		so0		so0									ml770													1	2		none												SC	SC	xx																	1						so0			1	99													1											1																	25						75				250						1								8	128														mag																						
sk1163	1163																																																																													so0	so0			so0	so0	so0		so0		so0																																																														so0																																																																																																										
sk1164	1164					8												ml1246				42371				30																																																				so1253	so0			so0	so0	so0		so0		so0					17					ml1246	ml1246											1	2		none												SC	SC	xx																	1						so1253			1	99													1											1										3																							1								4															ltng	16						72	12	6	6	6	6	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100									
sk1165	1165				32	2									ml3203																																																															so0	so1914	1		so0	so0	so0		so0		so0									ml3206													1	7		h2h		mele										A1	A1	xx				1		1	1								1		1						so0			1	99								1				50	1							7	300			1										ln12		0		150			50		10														1				8		112		8	32														mag	5	5	5	5	5	5	5	5	5	5	5	5	10*ulvl							1		
sk1166	1166					43					1							ml3213								7																																																				so4919	so0			so259	so0	so0		so0		so0					5					ml3213												1			rng												SC	SC	SC				1													1						so0			90	99													1							7	100			1																																	1								8																																		11			
sk1167	1167					27									ml3216										(ln12*(100+stat('is409'.accr)))/100	ln78																																																				so2397	so0			so0	so0	so0		so0		so0	ol423								ml3216											1		1			none												SC	SC	xx																	1		1	2			so2397	ol78	(ulvl>89)?((stat('is473'.accr)>0)?((ulvl-90<((blvl-1)-stat('is479'.accr))*6)?(stat('is5'.accr)+1):1):9999):9999	90	99								1				75								7	160	8		1	1																200												50				1								8																																					
sk1168	1168					18									ml3217								st178		25+(lvl-1)*5		is39	-500	is43	-500	is41	-500	is37	-500																																												so4921	so0			so0	so0	so0		so0		so0	ol72								ml3217													1	2		rng		miss										A1	A1	xx				1													1						so0			65526	99													1							7	30			1				25																													1								8	48																																				
sk1169	1169														ml1628																																																															so2368	so0			so0	so0	so0		so0		so0									ml1628													1	2		none												SC	SC	xx																	1						so2368			1	99													1											1																																	1								8																																					
sk1170	1170					65																73731	st72	st72		20	is74	100000																																																		so0	so0			so0	so0	so0		so0		so0																					1	1	8		none														xx																							so0			1	99								1																1	1	1		1													40		2		25		50										1								8																																			1		
sk1171	1171					8												ml3222																																																												so2673	so0			so0	so0	so0		so0		so0					17					ml3222	ml3222											1	2		none												SC	SC	xx																	1						so0			65526	99								1				125	1											1										5																							1								8		500						500							burn	300						300							125								
sk1172	1172					30																3		st84	min(((((220*lvl)*(par4-par3))/(100*(lvl+50))+par3)*(100+stat('is409'.accr)))/100,par4*2)	ln12	is76	-500	is339	-1000	is182	-1*min(skill('sk0'.lvl)*2,75)	is340	-1000	is338	-1000	is67	-1000																																								so2300	so0			so0	so0	so0		so0		so0	ol192			18	30																	1	10		none												SC	SC	S2					4												1						so2300	ol192		1	99																				7	120	12		1																	10		1		250		250										1								8																																					
sk1173	1173					124												ml3223	ml3223	ml3223			st64		(ln56*(100+stat('is409'.accr)))/100	par8	is74	1	is67	ln12																																																so1599	so4776			so0	so0	so0		so0		so0	ol191					92					ml3223			25		25		15				1			none												SC	SC	xx																	1						so0		(skill('sk605'.blvl)+skill('sk624'.blvl)==0)?((ulvl-90<((blvl-1)-stat('is479'.accr))*6)?(stat('is5'.accr)+1):1):(stat('is5'.accr)+1)	90	99								1												7	1600			1	1									1							300						12		12500		1250				15		1								8																																					
sk1174	1174														ml3228							73731	st93	st93	par3		is338	1100	is339	1100	is340	1100																																														so2442	so2443			so0	so0	so0		so0		so0									ml3228													1	2		none												SC	SC	xx																	1						so2442		(skill('sk620'.blvl)+skill('sk621'.blvl)==0)?((ulvl-90<((blvl-1)-stat('is479'.accr))*6)?(stat('is5'.accr)+1):1):(stat('is5'.accr)+1)	90	99													1							7	800	40		1																					70								17		92		1								4																																					
sk1175	1175					28												ml3234	ml3234	ml3234																																																										so0	so0			so0	so0	so0		so0		so0	ol192				28					ml3234												1	4		none												SC	SC	SC					4				1								1						so0	ol337		1	99													1											1										10											4				6		1		10				1								8															ltng	3						6	2	2	2	2	2	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100									
sk1176	1176														ml3234																																																															so2399	so0			so0	so0	so0		so0		so0	ol333								ml3234													1	4		none												SC	SC	xx																	1						so2399	ol333		1	99												375	1							7	160	16		1																							34										1								4	128	24	4	2	2	2	2	96	16	8	8	8	8																								
sk1177	1177					28												ml3240								ln12																																																				so0	so0			so2437	so0	so0		so0		so0	ol30				28					ml3240												1			none												SQ	SQ	SC																	1						so0	ol30		1																									1										ln12							5		1		30		15										1								10															fire	20000						50000													1		
sk1178	1178					65																73731	st195	st195		40	is338	-120	is340	-120	is339	-120																																														so0	so0			so0	so0	so0		so0		so0																					1	1	8		none														xx																							so0			1	99								1																1	1	1		2													100		2		25		50										1								8																																			1		
sk1179	1179														ml3350																																																															so2399	so0			so0	so0	so0		so0		so0	ol194								ml3350													1			none												A1	A1	A1				1													1						so0			1	99													1											1																																	1								4															mag	120	24	12	12	12	12	240	48	24	24	24	24	(((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))*(100+stat('is377'.accr)))/10000-100									
sk1180	1180					8												ml3272																																																												so0	so0			so0	so0	so0		so0		so0					17					ml3272	ml3272											1	2		none												SC	SC	xx																	1						so0			1	20													1							4	48	-4		1										1																							1								8															burn	100						100							75								
sk1181	1181					8												ml3275																																																												so0	so0			so0	so0	so0		so0		so0					17					ml3275	ml3275											1	2		none												SC	SC	xx																	1						so0			1	20													1							4	48	-4		1										1																							1								8															burn	100						100							75								
sk1182	1182		sd726			8												ml3278																																																												so0	so0			so0	so0	so0		so0		so0					17					ml3278	ml3278											1	2		none												SC	SC	xx																	1						so0			1	1								2	st239			25												1										1																							1								8																																					
sk1183	1183					8												ml3329																																																												so2367	so0			so0	so0	so0		so0		so0					17					ml3329	ml3329											1	1		none												SC	SC	xx																	1						so2367			1	99													1											1										1																							1								8		60000						60000							mag	3500	3500	3500	3500	3500	3500	4000	4000	4000	4000	4000	4000										
sk1184	1184					65																73731	st177	st177		ln12	is36	50	is37	50	is39	50	is43	50	is41	50	is45	50																																								so0	so0			so0	so0	so0		so0		so0																					1	1	6		none														S1																							so0			1	99																								1	1	1		10													250																1								8																																					
sk1185	1185																																																																													so0	so0			so0	so0	so0		so0		so0																																																														so0																																																																																																										
sk1186	1186					17												ml3336	ml3336	ml3336																																																										so2352	so2473			so0	so0	so0		so0		so0					23					ml3336												1			none												SC	SC	xx																	1						so0			1	99													1							7	16	8		1										3																							1								8		400						400							burn	3000						3000							100								
sk1187	1187														ml3338							73731	st190	st190	125		is67	(stat('is181'.accr)-1)*99	is68	(stat('is181'.accr)-1)*99	is69	(stat('is181'.accr)-1)*99	is105	(stat('is181'.accr)-1)*119																																												so2490	so0			so0	so0	so0		so0		so0									ml3338													1	2		none												SC	SC	xx																	1						so2490			1	99													1							7				1																					100								100		100		1								8															mag	50						50															
sk1188	1188					25																	st212		150		is34	50000	is35	50000	is338	155	is340	155	is339	155	is67	200																																								so0	so2664			so0	so0	so0		so0		so0	ol332																					1			none												SC	SC	xx												1	1				1			1			so2664			65526	99								1				par5								7	40			1	1																32		200		450				750								1								8																																					
sk1189	1189					8												ml3342																																																												so0	so0			so0	so0	so0		so0		so0					17					ml3342	ml3342											1	2		none												SC	SC	xx																	1						so0			1	99													1							4	48	-4		1										1																							1								8		20						20							burn	15						15							20								
sk1190	1190																																																																													so0	so0			so0	so0	so0		so0		so0																																																														so0																																																																																																										
sk1191	1191					28												ml3344	ml3344	ml3344																																																										so0	so0			so0	so0	so0		so0		so0	ol337				28					ml3344												1	4		none												SC	SC	SC					4				1								1						so0	ol337		1	99													1											1										min(ln56,par7)											4				6		1		10				1								8															ltng	3						6	2	2	2	2	2	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100									
sk1192	1192		sd725			22												ml729	ml729	ml729																																																										so2380	so0			so0	so0	so0		so0		so0	ol319				25					ml729												1	6		none												SC	SC	xx																	36	10					so2380		(ulvl-6<((blvl-1)-stat('is479'.accr))*6)?(stat('is5'.accr)+1):1	6	99													1							7	18	6		1																							1										1								2															fire	24	8	4	4	4	4	72	24	12	12	12	12	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100									
sk1193	1193		sd547			28												ml1012	ml1012	ml1012						15																																																				so2447	so0			so0	so0	so0		so0		so0	ol416				28					ml1012												1	7		none												SC	SC	xx					4				1								1						so2447			65526	99								1												7	360	36		1																par3	7				5												1								4															cold	72	12	6	6	6	6	216	36	18	18	18	18	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100	25				stat('is409'.accr)				
sk1194	1194					66																42369	st143	st143		100	is89	-50																																																		so0	so0			so0	so0	so0		so0		so0																						1	6		none		mele												xx	5		1																				so0			1	99																								1	1	1		50																													1								8																																					
sk1195	1195					10												ml3392	ml3392																																																											so2447	so0			so0	so0	so0		so0		so0					18					ml3392												1	7		none												SC	SC	xx																	1			4			so2447			1	99													1											1										0																							1								8																																					
sk1196	1196		sd586			65																73731	st232	st232		ln12	is412	1																																																		so0	so0			so0	so0	so0		so0		so0																					1	1	6		none														S1																							so0			1	99																								1	1	1		10													20																1								8																																					
sk1197	1197					65																73731	st178			1	is36	(1000*stat('is412'.accr))*-1	is37	(1000*stat('is412'.accr))*-1	is39	(1000*stat('is412'.accr))*-1	is43	(1000*stat('is412'.accr))*-1	is41	(1000*stat('is412'.accr))*-1	is45	(1000*stat('is412'.accr))*-1																																								so0	so0			so0	so0	so0		so0		so0																					1	1	4		none														xx																							so0			1	99																								1	1	1		25																													1								8																																					
sk1198	1198					8												ml3247				42371																																																								so374	so0			so0	so0	so0		so0		so0	ol28				17					ml3247	ml3247											1	2		none												SC	SC	xx																	1						so1294			6	99													1							7	24	8		1										2		0											1										1								3	68														mag	48	16	8	8	8	8	60	22	13	13	13	13	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100									
sk1199	1199														ml3353																																																															so2399	so0			so0	so0	so0		so0		so0	ol194								ml3353													1			none												A1	A1	A1				1													1						so0			1	99													1											1																																	1								4															mag	120	24	12	12	12	12	240	48	24	24	24	24	(((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))*(100+stat('is377'.accr)))/10000-100									
sk1200	1200					30																3		st59	250	50	is9	-5000000	is67	-50	is39	-300	is43	-300	is8	-5000000																																										so2464	so0			so0	so0	so0		so0		so0				18	30					ml181		ml147										1	3		none												SC	SC	xx					4												1						so2464			1	99																								1																									4								1								8																																					
sk1201	1201					8												ml3371																																																												so0	so0			so0	so0	so0		so0		so0	ol332				28					ml3371	ml3371											1	6		none												SC	SC	xx					4				1								1						so2678																								7	120	6		1										1																							1								4															mag	24	24	12	12	12	12	40	40	20	20	20	20	(((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))*(100+stat('is377'.accr)))/10000-100									
sk1202	1202					125												ml3375							edln	5																																																				so1294	so0			so0	so0	so0		so0		so0	ol28				70					ml3375												1	7		none												SC	SC	xx																	1						so2397			65526	99													1							8	25	5		1																	8																1								4															cold	28	14	7	7	7	7	36	18	9	9	9	9	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100	50				stat('is409'.accr)				
sk1203	1203					20																				ln56																																																				so0	so0			so0	so0	so0		so0		so0					75																	1	10		none												SC	SC	xx				1	4												1						so0			1	99																				7	840	42		1										1		1					1		1		1000		5		50				1		1		1				1				8	5	1						1																					1						6		
sk1204	1204				22	27									ml3381							3	st241	st241	75	ln12	is74	-170666	is86	500000	is68	200																																														so1754	so0			so0	so0	so0		so0		so0	ol187			5					ml3381											1		1	5		none												A1	A1	xx				1	4	1		1									1		1	2			so479	ol45		1	99								1												7	26	13		1																	15		5														1								8	20																																				
