Id	Height	OverlayHeight	pixHeight	SizeX	SizeY	spawnCol	MeleeRng	BaseW	HitClass	HDv	TRv	LGv	Rav	Lav	RHv	LHv	SHv	S1v	S2v	S3v	S4v	S5v	S6v	S7v	S8v	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	mDT	mNU	mWL	mGH	mA1	mA2	mBL	mSC	mS1	mS2	mS3	mS4	mDD	mKB	mSQ	mRN	dDT	dNU	dWL	dGH	dA1	dA2	dBL	dSC	dS1	dS2	dS3	dS4	dDD	dKB	dSQ	dRN	A1mv	A2mv	SCmv	S1mv	S2mv	S3mv	S4mv	noGfxHitTest	htTop	htLeft	htWidth	htHeight	restore	automapCel	noMap	noOvly	isSel	alSel	noSel	shiftSel	corpseSel	isAtt	revive	critter	small	large	soft	inert	objCol	deadCol	unflatDead	Shadow	noUniqueShift	compositeDeath	localBlood	Bleed	Light	light-r	light-g	light-b	Heart	BodyPart	InfernoLen	InfernoAnim	InfernoRollback	ResurrectMode	ResurrectSkill	EOL
ms1004	3	2	96	2	2			2hs 	3		lit				whm												1				1										1	3	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1	1	3			255	xxx 	xxx 	1			NU		0
ms1005	3	2	96	2	2			2hs 	3		lit				"btx,hal,lax,scy"												1				1										1	3	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1	1	2		255	255	xxx 	xxx 	1			NU		0
ms1006	3	1	112	2	2			hth 	3		lit																1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				2	3	81	255	128	xxx 	xxx 	1			NU		0
ms1007	3	2	72	2	2			hth 	12	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"				"lit,med,hvy"	"lit,med,hvy"	"bld,lhr,shr"						1	1	1	1	1				1	1	1						8	1	1	1	1	1	1			1				1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1	3	92	255		xxx 	xxx 	1			NU		0
ms1008	3	2	72	2	2			hth 	3	"lit,hvy"	"lit,hvy"	"lit,hvy"	"lit,hvy"	"lit,hvy"	clm			"lit,hvy"	"lit,hvy"							1	1	1	1	1	1			1	1							8	1	1	1	1	1	1			1				1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1			4	178	255	96	xxx 	xxx 	1			NU		0
ms1009	3	2	96	2	2			bow 	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"		sbw										1	1	1	1	1		1		1	1							8	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1					3	128	255	32	xxx 	xxx 	1			NU		0
ms1010	3	2	80	2	2			1hs 	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"axe,fla,hax,hax,hax,mac,mac,mac,scm,scm"		"nil,buc,lrg,kit,sml"	"nil,nil,nil,nil,nil,nil,nil,nil,nil,lit,med,hvy"	"nil,nil,nil,nil,nil,nil,nil,nil,nil,lit,med,hvy"							1	1	1	1	1	1		1	1	1							9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			3	128	255	32	xxx 	xxx 	1			NU		0
ms1011	3	1	96	2	2			hth 	12		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			2	1	2		255		xxx 	xxx 	1			NU		0
ms1012	3	3	96	3	3			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	2		255	255	xxx 	xxx 	1			NU		0
ms1013	3	3	96	3	3			hth 	3		lit																1														1	2	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	1	3	255	178	64	xxx 	xxx 	1			NU		0
ms1014	3	2	80	3	3			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1	1	3	255	178	64	xxx 	xxx 	1			NU		0
ms1015	2	2	96	2	2			hth 	3		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1							1					2	255			xxx 	xxx 	1			NU		0
ms1016	3	3	128	3	3			hth 	3		lit																1															1	1	1			1								1				16	16	8	8	16	8	8	8	8	8	8	8	16	8	8	8													1				1					1								1	1	1					2	81	81	255	xxx 	xxx 	1			NU		0
ms1017	3	4	112	3	3		3	hth 	12	lit	lit	lit	lit	lit				lit	lit	lit	lit	lit	lit	lit	lit	1	1	1	1	1				1	1	1	1	1	1	1	1	11		1	1		1	1		1	1	1	1						1	8	8	8	8	8	8	8	8	8	8	8	1	8	8	8													1				1					1				1	1					1	1	1		2	4	255			xxx 	xxx 	1	10	11	NU		0
ms1018	3	2	96	2	2			pil 	3	ghm	hvy	hvy	hvy	hvy	-1		-1	hvy	hvy							1	1	1	1	1	1		1	1	1	1						10		1	1	1	1	1	1	1	1					1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1					1					1		1		1	4	81	81	255	xxx 	xxx 	1			NU		0
ms1019	3	2	96	2	2			lst 	3	lit	lit	hvy	hvy	hvy	-1			hvy	hvy							1	1	1	1	1	1			1	1	1						9		1	1	1	1	1		1	1					1	1	1	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16													1				1				1	1					1					1					4	81	81	255	xxx 	xxx 	1			NU		0
ms1020	3	2	96	2	2			cst 	12	-1	med	hvy	hvy	hvy	-1			hvy	hvy							1	1	1	1	1	1			1	1	1						9		1	1	1	1	1		1	1					1	1	1	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16													1				1				1	1					1					1					4	128	255	128	xxx 	xxx 	1			NU		0
ms1021	3	2	96	2	2			jav 	3	"lit,-1"	lit	lit	lit	lit	jav		lrg	lit	lit							1	1	1	1	1	1		1	1	1	1						10		1	1	1	1	1	1	1	1					1	1	1	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16													1				1				1	1	1				1					1		1		1	2	81	81	255	xxx 	xxx 	1			NU		0
ms1022	3	2	96	2	2			bst 	3	lit	"lit,med"	"lit,med"	lit	lit	-1			lit	lit							1	1	1	1	1	1			1	1	1						9		1	1	1	1	1		1	1					1	1	1	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16													1				1				1	1	1				1					1					2	81	81	255	xxx 	xxx 	1			NU		0
ms1023	3	2	96	2	2			sst 	12	"lit,-1"	lit	lit	lit	lit	-1			lit	lit							1	1	1	1	1	1			1	1	1						9		1	1	1	1	1		1	1					1	1	1	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16													1				1				1	1	1				1					1					2	128	255	128	xxx 	xxx 	1			NU		0
ms1024	3	2	96	2	2			hth 	3		lit																1															1	1	1	1	1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1					1					1		1	2	2	2	255		255	xxx 	xxx 	1			NU		0
ms1025	3	2	96	2	2			1hs 	3	hed	"lit,med"				lsd	lsd		lit	lit							1	1				1	1		1	1							6	1	1	1		1	1							1		1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1		1				1								1					1		1	1	1		255	255	255	xxx 	xxx 	1			NU		0
ms1026	3	2	96	2	2			1hs 	3	hed	hvy				lsd	lsd		hvy	hvy							1	1				1	1		1	1							6	1	1	1		1	1							1		1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1		1				1								1					1		1	1	1		255	255	255	xxx 	xxx 	1			NU		0
ms1027	3	3	112	2	2			hth 	3		lit																1															1	1	1	1	1	1	1		1					1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1					1					1		1			6	255			xxx 	xxx 	1			NU		0
ms1028	3	3	112	2	2			hth 	3		lit																1															1	1	1	1	1	1	1		1					1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1					1					1		1			6	255			xxx 	xxx 	1			NU		0
ms1029	3	2	96	2	2			1hs 	3	hed	hvy	hvy	hvy	hvy	lsd	lsd		lit	lit							1	1				1	1		1	1							6	1	1	1		1	1								1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1								1	1	1				1					1		1	1	1	4	255	192		xxx 	xxx 	1			NU		0
ms1030	3	2	96	2	2			hth 	3	med	lit	lit	lit	lit		lbw										1	1	1	1	1		1										6	1	1	1	1	1									1		1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1					1					1	1	1	2		2	128	64	64	xxx 	xxx 	1			NU		0
ms1031	1	3	64	3	3		4	hth 	3		lit																1															1	1	1	1	1	1	1								1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1				1	1					1		1		1	3			128	xxx 	xxx 	1			NU		0
ms1032	3	4	96	3	3			hth 	3		lit							lit	lit								1							1	1							1	1	1	1	1	1			1					1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1				1	1					1	1			2	6		255		xxx 	xxx 	1			NU		0
ms1033	3	2	96	2	2			1hs 	3	lit	lit				-1		-1									1	1				1		1									4	1	1	1	1	1			1					1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	2	4			255	xxx 	xxx 	1			NU		0
ms1034	3	3	88	2	2		1	hth 	3		lit							lit	lit								1							1	1							3	1	1	1	1	1				1				1	1	1	1	8	8	16	8	8	8	8	8	8	8	8	8	8	8	8	16													1				1				1	1	1									1				1	3	96	32	255	xxx 	xxx 	1			NU		0
ms1035	3	2	80	3	3			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1						255	255	255	xxx 	xxx 	1			NU		0
ms1036	3	3	64	3	3			hth 	3		lit																1															2	1	1	1	1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1						255	255	255	xxx 	xxx 	1			NU		0
ms1037	2	3	96	2	2			hth 	3		lit							lit									1															2	1	1	1	1	1					1			1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1						255	255	255	xxx 	xxx 	1			NU		0
ms1038	3	1	96	3	3			hth 	3		lit														lit		1														1	2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1						255	255	255	xxx 	xxx 	1			NU		0
ms1039	3	3	96	3	3			hth 	3		lit							lit									1							1								2	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1						255	255	255	xxx 	xxx 	1			NU		0
ms1040	1	3	64	3	3		4	hth 	3		lit																1							1								2	1	1	1	1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1					2		64	255	xxx 	xxx 	1	9	10	NU		0
ms1041	1	3	64	3	3		4	hth 	3	"lit,hev"	lit	lit	lit	lit	"axe,fla"	"axe,fla"		"lit,hev"	"lit,hev"							1	1				1	1		1	1							9	1	1	1	1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1		1				255	255	255	xxx 	xxx 	1			NU		0
ms1042	3	3	96	3	3		2	hth 	3		lit				"flb,wax,wsc,wsd"												1				1											2	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1						255	255	255	xxx 	xxx 	1	10	11	NU		0
ms1043	3	2	96	2	2			hth 	3		lit																1															1	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1						255	255	255	xxx 	xxx 	1			NU		0
ms1044	3	3	112	2	2			hth 	3		lit							lit									1															1	1	1	1	1	1	1		1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1				255	255	255	xxx 	xxx 	1			NU		0
ms1045	3	3	112	3	3		3	hth 	12		lit																1															1	1	1	1	1	1	1		1					1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1	1			2	6		96	255	xxx 	xxx 	1			NU		0
ms1046		1	96	2	2			hth 	3		lit																1															1	1	1			1								1		1		1	4	4	4	4	4	4	4	4	4	4	4	1	4	4	4													1						1													1						255	255	255	xxx 	xxx 	1			NU		0
ms1047	3	3	96	1	1		2	hth 	3		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1					2			255	xxx 	xxx 	1	10	11	NU		0
ms1048	3	3	96	2	2			hth 	3		lit							lit									1							1								2	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1			2	1	2	81	81	255	xxx 	xxx 	1			NU		0
ms1049	3	2	96	2	2			hth 	3		lit																1															1	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			2		3	212		255	xxx 	xxx 	1			NU		0
ms1050	3	2	112	3	3			hth 	3		lit																1															1	1	1	1	1		1							1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1				1	1					1	1			2	5	255			xxx 	xxx 	1			NU		0
ms1051	3	2	96	1	1		20	hth 	3		lit																1															1	1	1	1	1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1						1								1					1		1			2	255			xxx 	xxx 	1			NU		0
ms1052	3	2	72	2	2			hth 	12		lit																1															1	1			1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1		255	255	255	xxx 	xxx 	1			NU		0
ms1053	4	3	128	1	1			hth 	3		lit																1															1		1															1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1					1										1		1			4	255	128		xxx 	xxx 	1			NU		0
ms1054	3	2	96	2	2		2	hth 	3		lit																1															1	1	1	1	1	1				1	1	1		1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1	2	255	128		xxx 	xxx 	1			NU		0
ms1055	3	2	96	2	2		2	hth 	3		lit																1															1	1	1	1	1	1				1	1	1		1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1	2	255	128		xxx 	xxx 	1			NU		0
ms1056	3	2	96	2	2		2	hth 	3		lit																1															1	1	1	1	1	1					1			1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1	2	192	192	255	xxx 	xxx 	1			NU		0
ms1057	3	2	96	2	2		2	hth 	3		lit																1															1	1	1	1	1	1					1			1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1	2	192	192	255	xxx 	xxx 	1			NU		0
ms1058	3	2	96	2	2		1	hth 	3		lit																1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1	2	255	255	164	xxx 	xxx 	1			NU		0
ms1059	3	2	96	2	2		1	hth 	3		lit																1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1	2	255	255	164	xxx 	xxx 	1			NU		0
ms1060	3	2	96	2	2		2	hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1	3	255	64	64	xxx 	xxx 	1			NU		0
ms1061	3	2	96	2	2		2	hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1	3	64	64	164	xxx 	xxx 	1			NU		0
ms1062	3	2	96	2	2		2	hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1	3	192	255	192	xxx 	xxx 	1			NU		0
ms1063	3	4	96	2	2			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1	2	128	128	255	xxx 	xxx 	1			NU		0
ms1064	3	4	96	2	2			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1	2	128	128	255	xxx 	xxx 	1			NU		0
ms1065	3	2	72	2	2			hth 	3		lit																1															1	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1	2	255	192	64	xxx 	xxx 	1			NU		0
ms1066	3	2	72	2	2			hth 	3		lit																1															1	1	1	1		1			1					1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1	2	255	192	64	xxx 	xxx 	1			NU		0
ms1067	1	2	96	3	3			hth 	3		lit																1															1	1	1	1	1	1	1		1					1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1					3	128	255	174	xxx 	xxx 	1			NU		0
ms1068		1	96	2	2			hth 	3		lit																1															1	1	1			1								1		1		1	4	4	4	4	4	4	4	4	4	4	4	1	4	4	4													1				1					1	1									1					2	64	255	170	xxx 	xxx 	1			NU		0
ms1069	1	1	32	1	1			hth 	3		lit							lit									1															1	1	1	1	1	1	1			1					1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1			1	1	4	64	255	64	xxx 	xxx 	1			NU		0
ms1070		1	96	2	2			hth 	3		lit																1															1	1	1			1										1		1	4	4	4	4	4	4	4	4	4	4	4	1	4	4	4													1						1													1						128	255	128	xxx 	xxx 	1			NU		0
ms1071	3	2	96	2	2		2	hth 	3		lit				hal												1				1											2	1	1	1	1	1	1							1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			2		4	255	64	128	xxx 	xxx 	1			NU		0
ms1072	4	4	112	3	3		1	hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1		1	2	1	3	164	164	255	xxx 	xxx 	1			NU		0
ms1073	4	4	112	3	3		1	hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1		1	2	1	3	164	164	255	xxx 	xxx 	1			NU		0
ms1074	3	2	96	2	2		1	hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1	2	255	144	96	xxx 	xxx 	1			NU		0
ms1075	3	2	96	2	2		1	hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1	2	255	144	96	xxx 	xxx 	1			NU		0
ms1076	3	2	72	2	2			hth 	3		lit																1															1	1	1	1	1	1	1		1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1	2	128	255	144	xxx 	xxx 	1			NU		0
ms1077	3	2	72	2	2			hth 	3		lit																1															1	1	1	1	1	1	1		1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1	2	128	255	144	xxx 	xxx 	1			NU		0
ms1078	3	2	96	2	2		1	hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1	2		255	144	xxx 	xxx 	1			NU		0
ms1079	3	2	96	2	2		1	hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1	2		255	144	xxx 	xxx 	1			NU		0
ms1080	3	2	72	2	2		1	hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1	2	128	255	144	xxx 	xxx 	1			NU		0
ms1081	3	2	72	2	2		1	hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1	2	128	255	144	xxx 	xxx 	1			NU		0
ms1082	3	2	96	2	2			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		1	8	8	8	8	8	8	8	1	8	8	8	1	8	8	8													1				1				1	1	1				1					1					6	255	164		xxx 	xxx 	1			NU		0
ms1083	3	2	96	2	2			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		1	8	8	8	8	8	8	8	1	8	8	8	1	8	8	8													1				1				1	1	1				1					1					6	255	164		xxx 	xxx 	1			NU		0
ms1084	3	2	96	2	2			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		1	8	8	8	8	8	8	8	1	8	8	8	1	8	8	8													1				1				1	1	1				1					1					6	255	164		xxx 	xxx 	1			NU		0
ms1085	3	2	96	2	2			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		1	8	8	8	8	8	8	8	1	8	8	8	1	8	8	8													1				1				1	1	1				1					1					6	255	164		xxx 	xxx 	1			NU		0
ms1086	3	2	96	2	2			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			2		2	255	164	164	xxx 	xxx 	1			NU		0
ms1087	3	2	96	2	2			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			2		2	255	164	164	xxx 	xxx 	1			NU		0
ms1088	3	4	96	2	2			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1		1	6	255	164		xxx 	xxx 	1			NU		0
ms1089	3	4	96	2	2			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1		1	6	255	164		xxx 	xxx 	1			NU		0
ms1090	3	4	96	2	2			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1		1	6	255	164		xxx 	xxx 	1			NU		0
ms1091	3	2	96	3	3			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1			2	2	2	192	192	255	xxx 	xxx 	1			NU		0
ms1092	3	2	96	3	3			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1			2	2	2	192	255	255	xxx 	xxx 	1			NU		0
ms1093	3	2	96	2	2		2	hth 	3		lit																1															1	1	1	1	1	1	1							1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			2		6	255		255	xxx 	xxx 	1			NU		0
ms1094		1	96					hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1		1				1								1					1						255	255	255	xxx 	xxx 	1			NU		0
ms1095	3	2	72	2	2			hth 	3		lit																1															1	1	1	1	1	1	1							1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1	2	255	192		xxx 	xxx 	1			NU		0
ms1096	3	2	72	2	2			hth 	3		lit																1															1	1	1	1	1	1	1							1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1				255	255	255	xxx 	xxx 	1			NU		0
ms1097	3	2	72	2	2			hth 	3		lit																1															1	1	1	1	1	1	1							1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1				255	255	255	xxx 	xxx 	1			NU		0
ms1098	3	2	72	2	2			hth 	3		lit																1															1	1	1	1	1	1	1							1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1				255	255	255	xxx 	xxx 	1			NU		0
ms1099	3	2	72	2	2			hth 	3		lit																1															1	1	1	1	1	1	1							1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1				255	255	255	xxx 	xxx 	1			NU		0
ms1100	3	2	72	2	2			hth 	3		lit																1															1	1	1	1	1	1			1					1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1					1					1		1				255	255	255	xxx 	xxx 	1			NU		0
ms1101	3	2	96	2	2		2	hth 	3		lit																1															1	1	1	1	1	1	1							1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1					1					1			2		6	255	164		xxx 	xxx 	1			NU		0
ms1102	3	2	96	2	2		1	hth 	3		lit																1															1	1	1	1	1	1	1								1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1		6			255	xxx 	xxx 	1			NU		0
ms1103	3	2	96	2	2			1hs 	3	hed	med				lsd	lsd		lit	lit							1	1				1	1		1	1							6	1	1	1		1	1							1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	1	4	255	64		xxx 	xxx 	1			NU		0
ms1104	3	2	112	3	3			hth 	3		lit																1															1	1	1	1	1		1							1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1				1	1					1	1			2	5	255	164		xxx 	xxx 	1			NU		0
ms1105	3	2	72	2	2			hth 	3		lit																1															1	1	1	1	1	1	1							1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1	2	64			xxx 	xxx 	1			NU		0
ms1106	3	2	112	3	3			hth 	3		lit																1															1	1	1	1	1	1			1									8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1					5	32	164	255	xxx 	xxx 	1			NU		0
ms1107	3	4	96	2	2			hth 	3		lit																1															1	1	1	1	1	1	1									1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1		1			4	255	128		xxx 	xxx 	1			NU		0
