LevelName	TileName	Style	StartSequence	EndSequence	Cel1	Cel2	Cel3	Cel4
3 Town	wl	7	57	57	280	-1	-1	-1
3 Town	fl	7	53	53	280	-1	-1	-1
3 Town	fl	7	54	54	381	-1	-1	-1
3 Town	fl	7	55	55	280	-1	-1	-1
3 Town	fl	7	57	57	280	-1	-1	-1
3 Town	fl	8			281	-1	-1	-1
3 Town	fl	8	2	2	281	-1	-1	-1
3 Town	fl	8	4	4	281	-1	-1	-1
3 Town	fl	8	6	6	281	-1	-1	-1
3 Town	fl	8	8	8	281	-1	-1	-1
3 Town	fl	8	12	12	280	-1	-1	-1
3 Town	fl	8	14	14	280	-1	-1	-1
3 Town	fl	8	16	16	280	-1	-1	-1
3 Town	fl	8	18	18	280	-1	-1	-1
3 Town	fl	8	20	20	280	-1	-1	-1
3 Town	fl	8	25	25	280	-1	-1	-1
3 Town	fl	8	26	26	380	-1	-1	-1
3 Town	fl	8	27	27	281	-1	-1	-1
3 Town	fl	8	30	30	99	-1	-1	-1
3 Town	fl	8	31	31	280	-1	-1	-1
3 Town	fl	8	32	32	381	-1	-1	-1
3 Town	fl	8	33	33	280	-1	-1	-1
3 Town	fl	8	36	36	280	-1	-1	-1
3 Town	fl	8	38	38	280	-1	-1	-1
3 Town	fl	8	39	39	387	-1	-1	-1
3 Town	fl	8	40	40	281	-1	-1	-1
3 Town	fl	8	42	42	281	-1	-1	-1
3 Town	fl	8	43	43	386	-1	-1	-1
3 Town	fl	8	48	48	282	-1	-1	-1
3 Town	fl	8	49	49	281	-1	-1	-1
3 Town	fl	8	50	50	280	-1	-1	-1
3 Town	fl	8	52	52	281	-1	-1	-1
3 Town	fl	8	56	56	280	-1	-1	-1
3 Town	fl	9	1	1	383	-1	-1	-1
3 Town	fl	9	2	2	380	-1	-1	-1
3 Town	fl	9	3	3	380	-1	-1	-1
3 Town	fl	9	4	4	387	-1	-1	-1
3 Town	fl	9	5	5	388	-1	-1	-1
3 Town	fl	9	6	6	99	-1	-1	-1
3 Town	fl	9	7	7	386	-1	-1	-1
3 Town	fl	9	8	9	381	-1	-1	-1
3 Town	fl	9	10	10	99	-1	-1	-1
3 Town	fl	9	11	11	99	-1	-1	-1
3 Town	fl	9	12	12	99	-1	-1	-1
3 Town	fl	9	13	13	99	-1	-1	-1
3 Town	fl	9	14	14	99	-1	-1	-1
3 Town	fl	9	15	15	334	-1	-1	-1
3 Town	fl	9	16	16	335	-1	-1	-1
3 Town	fl	9	17	17	99	-1	-1	-1
3 Town	fl	9	18	18	99	-1	-1	-1
3 Town	fl	9	19	19	99	-1	-1	-1
3 Town	fl	9	20	20	382	-1	-1	-1
3 Town	fl	9	21	21	391	-1	-1	-1
3 Town	fl	9	22	22	390	-1	-1	-1
3 Town	fl	9	23	23	389	-1	-1	-1
3 Town	fl	9	24	24	99	-1	-1	-1
3 Town	fl	9	26	26	380	-1	-1	-1
3 Town	fl	9	28	28	380	-1	-1	-1
3 Town	fl	9	31	31	381	-1	-1	-1
3 Town	fl	9	32	32	381	-1	-1	-1
3 Town	fl	9	34	35	387	-1	-1	-1
3 Town	fl	9	38	38	386	-1	-1	-1
3 Town	fl	9	40	40	386	-1	-1	-1
3 Town	wbl	10			540	-1	-1	-1
3 Town	wl	10	1	1	541	-1	-1	-1
3 Town	wr	10	4	4	542	-1	-1	-1
3 Town	wr	10	2	2	543	-1	-1	-1
3 Town	wl	10	2	2	544	-1	-1	-1
3 Town	wbl	10	1	1	545	-1	-1	-1
3 Town	wl	10	4	4	546	-1	-1	-1
3 Town	fl	10	41	41	281	-1	-1	-1
3 Town	wr	12			547	-1	-1	-1
3 Town	wl	12	3	3	548	-1	-1	-1
3 Town	wr	12	1	1	549	-1	-1	-1
3 Town	wr	12	6	6	550	-1	-1	-1
3 Town	wr	12	1	1	551	-1	-1	-1
3 Town	wl	12			552	-1	-1	-1
3 Town	fl	12	22	22	280	-1	-1	-1
3 Town	fl	12	28	28	280	-1	-1	-1
3 Town	fl	12	32	32	280	-1	-1	-1
3 Town	fl	12	20	21	381	-1	-1	-1
3 Town	fl	12	23	24	381	-1	-1	-1
3 Town	fl	12	25	25	383	-1	-1	-1
3 Town	fl	12	11	11	380	-1	-1	-1
3 Town	fl	12	18	18	380	-1	-1	-1
3 Town	fl	12	29	29	533	534	-1	-1
3 Town	fl	12	13	15	533	534	-1	-1
3 Town	fl	12	7	9	533	534	-1	-1
3 Town	fl	13	17	17	558	-1	-1	-1
3 Town	fl	13	24	24	559	-1	-1	-1
3 Town	fl	13	43	43	560	-1	-1	-1
3 Town	fl	13	45	45	561	-1	-1	-1
3 Town	fl	13	19	19	562	-1	-1	-1
3 Town	fl	13	35	35	563	-1	-1	-1
3 Town	fl	13	21	21	564	-1	-1	-1
3 Town	fl	13	37	37	565	-1	-1	-1
3 Town	fl	13	30	30	566	-1	-1	-1
3 Town	wr	13	1	1	556	-1	-1	-1
3 Town	wl	13	2	2	557	-1	-1	-1
3 Town	wr	14	6	-1	80	-1	-1	-1
3 Town	wl	14	4	-1	81	-1	-1	-1
3 Town	wtlr	14	3	-1	84	-1	-1	-1
3 Town	wtll	14	3	-1	84	-1	-1	-1
3 Town	wbr	14	3	-1	85	-1	-1	-1
3 Town	wtr	14	3	-1	83	-1	-1	-1
3 Town	wbl	14	3	-1	82	-1	-1	-1
3 Jungle	fl		44	44	307	-1	-1	-1
3 Jungle	fl	4	18	18	520	521	522	-1
3 Jungle	fl	4	33	33	491	-1	-1	-1
3 Jungle	fl	4	36	36	492	-1	-1	-1
3 Jungle	fl	4	38	38	493	-1	-1	-1
3 Jungle	fl	4	39	39	494	-1	-1	-1
3 Jungle	fl	4	34	35	495	-1	-1	-1
3 Jungle	fl	4	40	40	520	521	522	-1
3 Jungle	fl	4	37	37	520	521	522	-1
3 Jungle	fl	4	42	42	568	-1	-1	-1
3 Jungle	fl	4	46	46	568	-1	-1	-1
3 Jungle	fl	4	50	50	568	-1	-1	-1
3 Jungle	fl	4	43	43	569	-1	-1	-1
3 Jungle	fl	4	47	47	569	-1	-1	-1
3 Jungle	fl	4	51	51	569	-1	-1	-1
3 Jungle	fl	10			520	521	522	-1
3 Jungle	fl	10	37	37	523	-1	-1	-1
3 Jungle	fl	10	41	41	523	-1	-1	-1
3 Jungle	fl	10	45	45	523	-1	-1	-1
3 Jungle	fl	10	46	48	524	-1	-1	-1
3 Jungle	fl	10	49	49	526	-1	-1	-1
3 Jungle	fl	10	18	18	527	-1	-1	-1
3 Jungle	fl	10	4	4	528	-1	-1	-1
3 Jungle	fl	10	42	42	530	-1	-1	-1
3 Jungle	fl	10	56	56	530	-1	-1	-1
3 Jungle	fl	10	59	59	531	-1	-1	-1
3 Jungle	fl	10	1	3	532	-1	-1	-1
3 Jungle	wr	10		7	472	473	474	475
3 Jungle	wl	10		7	472	473	474	475
3 Jungle	wl	10	13	13	472	473	474	475
3 Jungle	wtr	10		2	472	473	474	475
3 Jungle	wbl	10		2	472	473	474	475
3 Jungle	fl	11	42	42	536	-1	-1	-1
3 Jungle	fl	11	31	31	531	-1	-1	-1
3 Jungle	fl	11	35	35	531	-1	-1	-1
3 Jungle	fl	11	39	39	531	-1	-1	-1
3 Jungle	fl	11	42	42	523	-1	-1	-1
3 Jungle	fl	11	47	47	531	-1	-1	-1
3 Jungle	fl	11	51	51	531	-1	-1	-1
3 Jungle	fl	11	55	55	531	-1	-1	-1
3 Jungle	fl	11	59	59	531	-1	-1	-1
3 Jungle	fl	11	20	20	528	-1	-1	-1
3 Jungle	fl	11	3	3	523	-1	-1	-1
3 Jungle	fl	11	7	7	523	-1	-1	-1
3 Jungle	fl	11	11	11	523	-1	-1	-1
3 Jungle	fl	11	15	15	523	-1	-1	-1
3 Jungle	fl	12	27	27	536	-1	-1	-1
3 Jungle	fl	12	44	44	536	-1	-1	-1
3 Jungle	fl	12	49	49	537	-1	-1	-1
3 Jungle	fl	12	52	52	537	-1	-1	-1
3 Jungle	fl	12		1	532	-1	-1	-1
3 Jungle	fl	12	5	5	532	-1	-1	-1
3 Jungle	fl	12	50	50	532	-1	-1	-1
3 Jungle	fl	12	56	56	531	-1	-1	-1
3 Jungle	fl	12	60	60	531	-1	-1	-1
3 Jungle	fl	12	24	24	530	-1	-1	-1
3 Jungle	fl	12	51	51	528	-1	-1	-1
3 Jungle	fl	12	6	6	529	-1	-1	-1
3 Jungle	fl	12	29	31	524	-1	-1	-1
3 Jungle	fl	12	28	28	525	-1	-1	-1
3 Jungle	fl	12	2	2	520	521	522	-1
3 Jungle	fl	12	10	10	523	-1	-1	-1
3 Jungle	fl	12	14	14	523	-1	-1	-1
3 Jungle	fl	12	48	48	523	-1	-1	-1
3 Jungle	fl	13	13	13	536	-1	-1	-1
3 Jungle	fl	13	28	28	536	-1	-1	-1
3 Jungle	fl	13	31	34	532	-1	-1	-1
3 Jungle	fl	13	47	47	532	-1	-1	-1
3 Jungle	fl	13	54	54	531	-1	-1	-1
3 Jungle	fl	13	10	10	530	-1	-1	-1
3 Jungle	fl	13	27	27	530	-1	-1	-1
3 Jungle	fl	13	17	17	526	-1	-1	-1
3 Jungle	fl	13	28	30	524	-1	-1	-1
3 Jungle	fl	13	53	53	524	-1	-1	-1
3 Jungle	fl	13	15	16	524	-1	-1	-1
3 Jungle	fl	13	14	14	525	-1	-1	-1
3 Jungle	fl	13		8	520	521	522	-1
3 Jungle	fl	13	61	61	523	-1	-1	-1
3 Jungle	fl	14	60	60	223	-1	-1	-1
3 Jungle	fl	14	18	18	568	-1	-1	-1
3 Jungle	fl	14	26	26	568	-1	-1	-1
3 Jungle	fl	14	28	28	568	-1	-1	-1
3 Jungle	fl	14	19	19	569	-1	-1	-1
3 Jungle	fl	14	27	27	569	-1	-1	-1
3 Jungle	fl	14	29	29	569	-1	-1	-1
3 Jungle	fl	14	2	2	571	-1	-1	-1
3 Jungle	fl	14	4	4	571	-1	-1	-1
3 Jungle	fl	14	6	6	571	-1	-1	-1
3 Jungle	fl	14	8	8	571	-1	-1	-1
3 Jungle	fl	14	10	10	571	-1	-1	-1
3 Jungle	fl	14	12	12	571	-1	-1	-1
3 Jungle	fl	14	3	3	570	-1	-1	-1
3 Jungle	fl	14	5	5	570	-1	-1	-1
3 Jungle	fl	14	7	7	570	-1	-1	-1
3 Jungle	fl	14	9	9	570	-1	-1	-1
3 Jungle	fl	14	11	11	570	-1	-1	-1
3 Jungle	fl	14	13	13	570	-1	-1	-1
3 Jungle	wr	14		24	80	-1	-1	-1
3 Jungle	wl	14		18	81	-1	-1	-1
3 Jungle	wl	14	20	24	81	-1	-1	-1
3 Jungle	wr	14	25	25	88	-1	-1	-1
3 Jungle	wl	14	26	26	91	-1	-1	-1
3 Jungle	wr	14	26	26	89	-1	-1	-1
3 Jungle	wl	14	25	25	92	-1	-1	-1
3 Jungle	wr	14	27	27	88	-1	-1	-1
3 Jungle	wl	14	27	27	91	-1	-1	-1
3 Jungle	wtlr	14	-1	-1	84	-1	-1	-1
3 Jungle	wtll	14	-1	-1	84	-1	-1	-1
3 Jungle	wbr	14	-1	-1	85	-1	-1	-1
3 Jungle	wtr	14	-1	-1	83	-1	-1	-1
3 Jungle	wbl	14	-1	-1	82	-1	-1	-1
3 Jungle	co	14	-1	-1	85	-1	-1	-1
3 Jungle	fl	15	49	57	520	521	522	-1
3 Jungle	fl	15	36	36	280	-1	-1	-1
3 Jungle	fl	15	38	38	280	-1	-1	-1
3 Jungle	fl	15	40	40	280	-1	-1	-1
3 Jungle	fl	15	42	42	280	-1	-1	-1
3 Jungle	fl	15	33	33	280	-1	-1	-1
3 Jungle	fl	15	29	29	280	-1	-1	-1
3 Jungle	fl	15	22	22	385	-1	-1	-1
3 Jungle	fl	15	23	23	381	-1	-1	-1
3 Jungle	fl	15	25	25	381	-1	-1	-1
3 Jungle	fl	15	26	26	383	-1	-1	-1
3 Jungle	fl	15	20	20	380	-1	-1	-1
3 Jungle	fl	15	14	14	380	-1	-1	-1
3 Jungle	wr	15	1	1	597	-1	-1	-1
3 Jungle	wl	15			598	-1	-1	-1
3 Jungle	fl	15	30	32	520	521	522	-1
3 Jungle	fl	15	3	3	520	521	522	-1
3 Jungle	fl	15	9	9	520	521	522	-1
3 Jungle	fl	15	15	15	520	521	522	-1
3 Jungle	fl	15	21	21	520	521	522	-1
3 Jungle	fl	15	34	34	520	521	522	-1
3 Jungle	fl	15	39	39	520	521	522	-1
3 Jungle	fl	15	41	41	520	521	522	-1
3 Jungle	fl	15	43	43	520	521	522	-1
3 Jungle	fl	15	35	35	520	521	522	-1
3 Jungle	fl	15	27	27	520	521	522	-1
3 Jungle	wbr	16			516	-1	-1	-1
3 Jungle	wbr	16	1	1	517	-1	-1	-1
3 Jungle	fl	16	44	44	478	-1	-1	-1
3 Jungle	fl	16	24	25	571	-1	-1	-1
3 Jungle	fl	16	28	29	570	-1	-1	-1
3 Jungle	fl	16	34	34	568	-1	-1	-1
3 Jungle	fl	16	36	36	568	-1	-1	-1
3 Jungle	fl	16	35	35	569	-1	-1	-1
3 Jungle	fl	16	37	37	569	-1	-1	-1
3 Jungle	fl	16	6	7	572	-1	-1	-1
3 Jungle	fl	16	10	10	523	-1	-1	-1
3 Jungle	fl	16	11	11	531	-1	-1	-1
3 Jungle	fl	16	16	16	524	-1	-1	-1
3 Jungle	fl	16	18	18	532	-1	-1	-1
3 Jungle	fl	16	17	17	573	-1	-1	-1
3 Jungle	fl	16	19	19	573	-1	-1	-1
3 Jungle	fl	17	3	3	375	-1	-1	-1
3 Jungle	fl	18	15	15	536	-1	-1	-1
3 Jungle	fl	18	12	12	530	-1	-1	-1
3 Jungle	fl	18	19	19	526	-1	-1	-1
3 Jungle	fl	18	17	18	524	-1	-1	-1
3 Jungle	fl	18	1	1	523	-1	-1	-1
3 Jungle	fl	18	4	4	523	-1	-1	-1
3 Jungle	fl	18	7	7	523	-1	-1	-1
3 Jungle	fl	18	16	16	520	521	522	-1
3 Jungle	fl	18	5	5	520	521	522	-1
3 Jungle	fl	18	2	2	520	521	522	-1
3 Spider	wr			9	600	-1	-1	-1
3 Spider	wl			9	601	-1	-1	-1
3 Spider	wr		10	10	602	-1	-1	-1
3 Spider	wl		10	10	603	-1	-1	-1
3 Spider	wr		11	11	604	-1	-1	-1
3 Spider	wr		12	-1	600	-1	-1	-1
3 Spider	wl		12	-1	601	-1	-1	-1
3 Spider	wtlr		-1	-1	604	-1	-1	-1
3 Spider	wtll		-1	-1	604	-1	-1	-1
3 Spider	wbr		-1	-1	605	-1	-1	-1
3 Spider	wtr		-1	-1	603	-1	-1	-1
3 Spider	wbl		-1	-1	602	-1	-1	-1
3 Spider	co		-1	-1	602	-1	-1	-1
3 Spider	wr	1	-1	-1	600	-1	-1	-1
3 Spider	wl	1	-1	-1	601	-1	-1	-1
3 Spider	wtlr	1	-1	-1	604	-1	-1	-1
3 Spider	wtll	1	-1	-1	604	-1	-1	-1
3 Spider	wbr	1	-1	-1	605	-1	-1	-1
3 Spider	wtr	1	-1	-1	603	-1	-1	-1
3 Spider	wbl	1	-1	-1	602	-1	-1	-1
3 Spider	co	1	-1	-1	605	-1	-1	-1
3 Spider	wre	1			610	-1	-1	-1
3 Spider	wre	1	1	1	611	-1	-1	-1
3 Kurast	wre				30	-1	-1	-1
3 Kurast	wre		1	1	31	-1	-1	-1
3 Kurast	wle				32	-1	-1	-1
3 Kurast	wle		1	1	33	-1	-1	-1
3 Kurast	fl		44	44	307	-1	-1	-1
3 Kurast	fl	46	25	25	307	-1	-1	-1
3 Kurast	wre	1			30	-1	-1	-1
3 Kurast	wre	1	1	1	31	-1	-1	-1
3 Kurast	wre	1	4	4	30	-1	-1	-1
3 Kurast	wre	1	5	5	31	-1	-1	-1
3 Kurast	wle	1	4	4	32	-1	-1	-1
3 Kurast	wle	1	5	5	33	-1	-1	-1
3 Kurast	wre	2			30	-1	-1	-1
3 Kurast	wre	2	1	1	31	-1	-1	-1
3 Kurast	wle	2			32	-1	-1	-1
3 Kurast	wle	2	1	1	33	-1	-1	-1
3 Kurast	wre	3			30	-1	-1	-1
3 Kurast	wre	3	1	1	31	-1	-1	-1
3 Kurast	wr	10		7	472	473	474	475
3 Kurast	wl	10		7	472	473	474	475
3 Kurast	wl	10	13	13	472	473	474	475
3 Kurast	wtr	10		2	472	473	474	475
3 Kurast	wbl	10		2	472	473	474	475
3 Kurast	wl	10	30	30	472	473	474	475
3 Kurast	wr	20	-1	-1	20	38	-1	-1
3 Kurast	wl	20	-1	-1	21	39	-1	-1
3 Kurast	wtlr	20	-1	-1	24	-1	-1	-1
3 Kurast	wtll	20	-1	-1	24	-1	-1	-1
3 Kurast	wbr	20	-1	-1	25	-1	-1	-1
3 Kurast	wtr	20	-1	-1	23	-1	-1	-1
3 Kurast	wbl	20	-1	-1	22	-1	-1	-1
3 Kurast	wr	20	-1	-1	20	38	-1	-1
3 Kurast	wl	20	-1	-1	21	39	-1	-1
3 Kurast	wtlr	20	-1	-1	24	-1	-1	-1
3 Kurast	wtll	20	-1	-1	24	-1	-1	-1
3 Kurast	wbr	20	-1	-1	25	-1	-1	-1
3 Kurast	wtr	20	-1	-1	23	-1	-1	-1
3 Kurast	wbl	20	-1	-1	22	-1	-1	-1
3 Kurast	wrd	20			34	-1	-1	-1
3 Kurast	wld	20			35	-1	-1	-1
3 Kurast	wr	21	-1	-1	20	38	-1	-1
3 Kurast	wl	21	-1	-1	21	39	-1	-1
3 Kurast	wtlr	21	-1	-1	24	-1	-1	-1
3 Kurast	wtll	21	-1	-1	24	-1	-1	-1
3 Kurast	wbr	21	-1	-1	25	-1	-1	-1
3 Kurast	wtr	21	-1	-1	23	-1	-1	-1
3 Kurast	wbl	21	-1	-1	22	-1	-1	-1
3 Kurast	wr	22			672	-1	-1	-1
3 Kurast	wr	22	2	2	672	-1	-1	-1
3 Kurast	wl	22	2	2	673	-1	-1	-1
3 Kurast	wbl	22	2	2	674	-1	-1	-1
3 Kurast	wtr	22	2	2	675	-1	-1	-1
3 Kurast	wtll	22	2	2	676	-1	-1	-1
3 Kurast	wr	22	-1	-1	20	38	-1	-1
3 Kurast	wl	22	-1	-1	21	39	-1	-1
3 Kurast	wtlr	22	-1	-1	24	-1	-1	-1
3 Kurast	wtll	22	-1	-1	24	-1	-1	-1
3 Kurast	wbr	22	-1	-1	25	-1	-1	-1
3 Kurast	wtr	22	-1	-1	23	-1	-1	-1
3 Kurast	wbl	22	-1	-1	22	-1	-1	-1
3 Kurast	wr	24	-1	-1	20	38	-1	-1
3 Kurast	wl	24	-1	-1	21	39	-1	-1
3 Kurast	wtlr	24	-1	-1	24	-1	-1	-1
3 Kurast	wtll	24	-1	-1	24	-1	-1	-1
3 Kurast	wbr	24	-1	-1	25	-1	-1	-1
3 Kurast	wtr	24	-1	-1	23	-1	-1	-1
3 Kurast	wbl	24	-1	-1	22	-1	-1	-1
3 Kurast	wrd	24	-1	-1	34	-1	-1	-1
3 Kurast	wld	24	-1	-1	35	-1	-1	-1
3 Kurast	wr	25	2	2	672	-1	-1	-1
3 Kurast	wl	25	2	2	673	-1	-1	-1
3 Kurast	wbl	25	2	2	674	-1	-1	-1
3 Kurast	wtr	25	2	2	675	-1	-1	-1
3 Kurast	wtll	25	2	2	676	-1	-1	-1
3 Kurast	wr	26	2	-1	20	38	-1	-1
3 Kurast	wl	26	2	-1	21	39	-1	-1
3 Kurast	wr	27			780	-1	-1	-1
3 Kurast	wr	27	3	8	780	-1	-1	-1
3 Kurast	wl	27			781	-1	-1	-1
3 Kurast	wl	27	3	8	781	-1	-1	-1
3 Kurast	wtll	27			782	-1	-1	-1
3 Kurast	wtr	27			783	-1	-1	-1
3 Kurast	wbl	27			784	-1	-1	-1
3 Kurast	wbr	27			785	-1	-1	-1
3 Kurast	wl	27	1	1	786	-1	-1	-1
3 Kurast	wr	27	1	1	788	-1	-1	-1
3 Kurast	wrd	27		1	795	-1	-1	-1
3 Kurast	wld	27		2	796	-1	-1	-1
3 Kurast	wl	27	5	5	787	-1	-1	-1
3 Kurast	wl	27	6	6	792	-1	-1	-1
3 Kurast	wr	27	5	5	789	-1	-1	-1
3 Kurast	wr	27	6	6	793	-1	-1	-1
3 Kurast	wr	27	7	7	789	-1	-1	-1
3 Kurast	wtll	27			797	-1	-1	-1
3 Kurast	wtll	27			798	-1	-1	-1
3 Kurast	wr	28			712	-1	-1	-1
3 Kurast	wr	28	1	1	711	-1	-1	-1
3 Kurast	wr	28	2	2	711	-1	-1	-1
3 Kurast	wr	28	4	6	712	-1	-1	-1
3 Kurast	wr	28	3	3	711	-1	-1	-1
3 Kurast	wl	28			710	-1	-1	-1
3 Kurast	wl	28	1	1	709	-1	-1	-1
3 Kurast	wl	28	2	2	709	-1	-1	-1
3 Kurast	wl	28	4	6	710	-1	-1	-1
3 Kurast	wl	28	3	3	709	-1	-1	-1
3 Kurast	wtll	28			717	-1	-1	-1
3 Kurast	wbr	28			708	-1	-1	-1
3 Kurast	wtr	28			714	-1	-1	-1
3 Kurast	wbl	28			713	-1	-1	-1
3 Kurast	wr	30	-1	-1	620	-1	-1	-1
3 Kurast	wl	30	-1	-1	621	-1	-1	-1
3 Kurast	wtlr	30	-1	-1	624	-1	-1	-1
3 Kurast	wtll	30	-1	-1	624	-1	-1	-1
3 Kurast	wbr	30	-1	-1	625	-1	-1	-1
3 Kurast	wtr	30	-1	-1	623	-1	-1	-1
3 Kurast	wbl	30	-1	-1	622	-1	-1	-1
3 Kurast	fl	29	-1	-1	520	521	522	-1
3 Kurast	fl	4	53	55	520	521	522	-1
3 Kurast	fl	4	59	61	520	521	522	-1
3 Kurast	fl	15	49	57	520	521	522	-1
3 Kurast	fl	30	3	3	660	-1	-1	-1
3 Kurast	fl	30	6	6	660	-1	-1	-1
3 Kurast	fl	30	1	1	661	-1	-1	-1
3 Kurast	fl	30	7	7	661	-1	-1	-1
3 Kurast	fl	30	21	21	661	-1	-1	-1
3 Kurast	fl	30	8	8	662	-1	-1	-1
3 Kurast	fl	30	2	2	662	-1	-1	-1
3 Kurast	fl	30	9	9	663	-1	-1	-1
3 Kurast	fl	30	4	4	663	-1	-1	-1
3 Kurast	fl	30	10	10	664	-1	-1	-1
3 Kurast	fl	30	5	5	664	-1	-1	-1
3 Kurast	fl	30	20	20	665	-1	-1	-1
3 Kurast	fl	30	11	11	666	-1	-1	-1
3 Kurast	fl	30	12	12	667	-1	-1	-1
3 Kurast	fl	30	13	13	668	-1	-1	-1
3 Kurast	fl	30	14	14	669	-1	-1	-1
3 Kurast	fl	30	15	15	670	-1	-1	-1
3 Kurast	fl	30	16	16	671	-1	-1	-1
3 Kurast	fl	31	3	3	660	-1	-1	-1
3 Kurast	fl	31	1	1	661	-1	-1	-1
3 Kurast	fl	31	2	2	662	-1	-1	-1
3 Kurast	fl	31	4	4	663	-1	-1	-1
3 Kurast	fl	31	5	5	664	-1	-1	-1
3 Kurast	fl	31			665	-1	-1	-1
3 Kurast	fl	31	19	19	660	-1	-1	-1
3 Kurast	fl	31	17	17	661	-1	-1	-1
3 Kurast	fl	31	18	18	662	-1	-1	-1
3 Kurast	fl	31	20	20	663	-1	-1	-1
3 Kurast	fl	31	21	21	664	-1	-1	-1
3 Kurast	fl	31	16	16	665	-1	-1	-1
3 Kurast	fl	31	6	6	666	-1	-1	-1
3 Kurast	fl	31	7	7	667	-1	-1	-1
3 Kurast	fl	31	8	8	668	-1	-1	-1
3 Kurast	fl	31	9	9	669	-1	-1	-1
3 Kurast	fl	31	10	10	670	-1	-1	-1
3 Kurast	fl	31	11	11	671	-1	-1	-1
3 Kurast	fl	31	22	22	666	-1	-1	-1
3 Kurast	fl	31	23	23	667	-1	-1	-1
3 Kurast	fl	31	24	24	668	-1	-1	-1
3 Kurast	fl	31	25	25	669	-1	-1	-1
3 Kurast	fl	31	26	26	670	-1	-1	-1
3 Kurast	fl	31	27	27	671	-1	-1	-1
3 Kurast	wr	31	-1	-1	640	-1	-1	-1
3 Kurast	wl	31	-1	-1	641	-1	-1	-1
3 Kurast	wtlr	31	-1	-1	644	-1	-1	-1
3 Kurast	wtll	31	-1	-1	644	-1	-1	-1
3 Kurast	wbr	31	-1	-1	645	-1	-1	-1
3 Kurast	wtr	31	-1	-1	643	-1	-1	-1
3 Kurast	wbl	31	-1	-1	642	-1	-1	-1
3 Kurast	fl	32			665	-1	-1	-1
3 Kurast	fl	32	1	1	661	-1	-1	-1
3 Kurast	fl	32	2	2	664	-1	-1	-1
3 Kurast	fl	32	3	3	432	-1	-1	-1
3 Kurast	wr	48	5	6	292	-1	-1	-1
3 Kurast	wl	48	5	6	293	-1	-1	-1
3 Kurast	wr	48	-1	-1	20	-1	-1	-1
3 Kurast	wl	48	-1	-1	21	-1	-1	-1
3 Kurast	wtlr	48	-1	-1	24	-1	-1	-1
3 Kurast	wtll	48	-1	-1	24	-1	-1	-1
3 Kurast	wbr	48	-1	-1	25	-1	-1	-1
3 Kurast	wtr	48	1	1	293	-1	-1	-1
3 Kurast	wtr	48	-1	-1	23	-1	-1	-1
3 Kurast	wbl	48		1	292	-1	-1	-1
3 Kurast	wbl	48	-1	-1	22	-1	-1	-1
3 Kurast	fl	48			640	-1	-1	-1
3 Kurast	fl	48	2	2	640	-1	-1	-1
3 Kurast	fl	48	6	6	640	-1	-1	-1
3 Kurast	fl	48	8	8	640	-1	-1	-1
3 Kurast	fl	48	12	12	640	-1	-1	-1
3 Kurast	fl	48	1	1	647	-1	-1	-1
3 Kurast	fl	48	9	9	641	-1	-1	-1
3 Kurast	fl	48	11	11	641	-1	-1	-1
3 Kurast	fl	48	13	13	641	-1	-1	-1
3 Kurast	fl	48	3	3	643	-1	-1	-1
3 Kurast	fl	48	20	20	643	-1	-1	-1
3 Kurast	fl	48	23	23	645	-1	-1	-1
3 Kurast	fl	48	5	5	644	-1	-1	-1
3 Kurast	fl	48	24	24	656	-1	-1	-1
3 Kurast	fl	48	21	21	657	-1	-1	-1
3 Kurast	fl	48	19	19	658	-1	-1	-1
3 Kurast	wr	47	-1	-1	640	-1	-1	-1
3 Kurast	wl	47	-1	-1	641	-1	-1	-1
3 Kurast	wtlr	47	-1	-1	644	-1	-1	-1
3 Kurast	wtll	47	-1	-1	644	-1	-1	-1
3 Kurast	wbr	47	-1	-1	645	-1	-1	-1
3 Kurast	wtr	47	-1	-1	643	-1	-1	-1
3 Kurast	wbl	47	-1	-1	642	-1	-1	-1
3 Kurast	fl	47	6	8	695	-1	-1	-1
3 Kurast	fl	47	22	24	695	-1	-1	-1
3 Kurast	fl	47	12	13	695	-1	-1	-1
3 Kurast	fl	47	28	29	695	-1	-1	-1
3 Kurast	fl	47	9	11	696	-1	-1	-1
3 Kurast	fl	47	25	27	696	-1	-1	-1
3 Kurast	fl	47	14	15	696	-1	-1	-1
3 Kurast	fl	47	30	31	696	-1	-1	-1
3 Kurast	fl	47			640	-1	-1	-1
3 Kurast	fl	47	16	16	640	-1	-1	-1
3 Kurast	fl	47	52	52	640	-1	-1	-1
3 Kurast	fl	47	1	1	641	-1	-1	-1
3 Kurast	fl	47	17	17	641	-1	-1	-1
3 Kurast	fl	47	53	53	641	-1	-1	-1
3 Kurast	fl	47	2	2	642	-1	-1	-1
3 Kurast	fl	47	18	18	642	-1	-1	-1
3 Kurast	fl	47	54	54	642	-1	-1	-1
3 Kurast	fl	47	3	3	643	-1	-1	-1
3 Kurast	fl	47	19	19	643	-1	-1	-1
3 Kurast	fl	47	32	32	643	-1	-1	-1
3 Kurast	fl	47	33	33	655	-1	-1	-1
3 Kurast	fl	47	34	34	653	-1	-1	-1
3 Kurast	fl	47	36	36	654	-1	-1	-1
3 Kurast	fl	47	55	55	643	-1	-1	-1
3 Kurast	fl	47	4	4	645	-1	-1	-1
