name	*name	*Laz / status	*Laz / information	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	minac	maxac	speed	nodurability	cost	gamble cost	auto prefix	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	*eol
49+	Mystic Orb	Armor							1	1				1	1000			49+	gsg	0++	16	1	1				flpmss	orb_armo				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	49+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
50+	Mystic Orb	Armor							1	1				1	1000			50+	gsg	0++	16	1	1				flpmss	orb_armo				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	50+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
51+	Mystic Orb	Armor							1	1				1	1000			51+	gsg	0++	16	1	1				flpmss	orb_armo				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	51+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
52+	Mystic Orb	Armor							1	1				1	1000			52+	gsg	0++	16	1	1				flpmss	orb_armo				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	52+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
53+	Mystic Orb	Armor							1	1				1	1000			53+	gsg	0++	16	1	1				flpmss	orb_armo				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	53+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
54+	Mystic Orb	Armor							1	1				1	1000			54+	gsg	0++	16	1	1				flpmss	orb_armo				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	54+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
55+	Mystic Orb	Armor							1	1				1	1000			55+	gsg	0++	16	1	1				flpmss	orb_armo				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	55+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
32+	Mystic Orb	Weapon							3	1				1	1000			32+	gsg	0++	16	1	1				flpmss	orb_weap				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	32+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
33+	Mystic Orb	Weapon							3	1				1	1000			33+	gsg	0++	16	1	1				flpmss	orb_weap				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	33+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
34+	Mystic Orb	Weapon							3	1				1	1000			34+	gsg	0++	16	1	1				flpmss	orb_weap				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	34+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
35+	Mystic Orb	Weapon							3	1				1	1000			35+	gsg	0++	16	1	1				flpmss	orb_weap				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	35+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
36+	Mystic Orb	Weapon							3	1				1	1000			36+	gsg	0++	16	1	1				flpmss	orb_weap				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	36+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
37+	Mystic Orb	Weapon							3	1				1	1000			37+	gsg	0++	16	1	1				flpmss	orb_weap				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	37+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
38+	Mystic Orb	Weapon							3	1				1	1000			38+	gsg	0++	16	1	1				flpmss	orb_weap				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	38+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
39+	Mystic Orb	Weapon							3	1				1	1000			39+	gsg	0++	16	1	1				flpmss	orb_weap				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	39+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
40+	Mystic Orb	Weapon							3	1				1	1000			40+	gsg	0++	16	1	1				flpmss	orb_weap				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	40+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
56+	Mystic Orb	Weapon							1	1				1	1000			56+	gsg	0++	16	1	1				flpmss	orb_weap				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	56+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
57+	Mystic Orb	Weapon							1	1				1	1000			57+	gsg	0++	16	1	1				flpmss	orb_weap				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	57+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
58+	Mystic Orb	Weapon							1	1				1	1000			58+	gsg	0++	16	1	1				flpmss	orb_weap				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	58+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
59+	Mystic Orb	Weapon	Luck Trial						1	1				1	1000			59+	gsg	0++	16	1	1				flpmss	orb_weap				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	59+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
60+	Mystic Orb	Weapon							1	1				1	1000			60+	gsg	0++	16	1	1				flpmss	orb_weap				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	60+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
61+	Mystic Orb	Weapon							1	1				1	1000			61+	gsg	0++	16	1	1				flpmss	orb_weap				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	61+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
63+	Mystic Orb	Weapon							1	1				1	1000			63+	gsg	0++	16	1	1				flpmss	orb_weap				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	63+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
64+	Mystic Orb	Weapon							1	1				1	1000			64+	gsg	0++	16	1	1				flpmss	orb_weap				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	64+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
65+	Mystic Orb	Weapon							1	1				1	1000			65+	gsg	0++	16	1	1				flpmss	orb_weap				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	65+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
z1+	Mystic Orb	Jewelry							3	1				1	1000			z1+	gsg	0++	16	1	1				flpmss	orb_misc				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	z1+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
z2+	Mystic Orb	Jewelry							3	1				1	1000			z2+	gsg	0++	16	1	1				flpmss	orb_misc				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	z2+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
z3+	Mystic Orb	Jewelry							3	1				1	1000			z3+	gsg	0++	16	1	1				flpmss	orb_misc				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	z3+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
z4+	Mystic Orb	Jewelry							3	1				1	1000			z4+	gsg	0++	16	1	1				flpmss	orb_misc				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	z4+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
z5+	Mystic Orb	Jewelry							3	1				1	1000			z5+	gsg	0++	16	1	1				flpmss	orb_misc				xxx				0	a#aa		so1178	12	so217			5				1	1	100	1				-1												1	z5+					non						255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	1	1	1	255					255					255						xxx	xxx			1	1		0
&66	Unique Mystic Orb	Jewelry							3	1				1	15			&66	gsg	&66	16	1	1				flpmss	orb_misc				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	66+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&67	Unique Mystic Orb	Jewelry							3	1				1	15			&67	gsg	&67	16	1	1				flpmss	orb_misc				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	67+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&68	Unique Mystic Orb	Jewelry							3	1				1	15			&68	gsg	&68	16	1	1				flpmss	orb_misc				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	68+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&69	Unique Mystic Orb	Jewelry							3	1				1	15			&69	gsg	&69	16	1	1				flpmss	orb_misc				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	69+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&70	Unique Mystic Orb	Jewelry							3	1				1	15			&70	gsg	&70	16	1	1				flpmss	orb_misc				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	70+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&71	Unique Mystic Orb	Item							3	1				1	15			&71	gsg	&71	16	1	1				flpmss	orb_any				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	71+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&72	Unique Mystic Orb	Item							3	1				1	15			&72	gsg	&72	16	1	1				flpmss	orb_any				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	72+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&73	Unique Mystic Orb	Item							3	1				1	15			&73	gsg	&73	16	1	1				flpmss	orb_any				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	73+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&74	Unique Mystic Orb	Item							3	1				1	15			&74	gsg	&74	16	1	1				flpmss	orb_any				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	74+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&75	Unique Mystic Orb	Item							3	1				1	15			&75	gsg	&75	16	1	1				flpmss	orb_any				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	75+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&76	Unique Mystic Orb	Armor							1	1				1	15			&76	gsg	&76	16	1	1				flpmss	orb_armo				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	76+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&77	Unique Mystic Orb	Armor							1	1				1	15			&77	gsg	&77	16	1	1				flpmss	orb_armo				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	77+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&78	Unique Mystic Orb	Armor							1	1				1	15			&78	gsg	&78	16	1	1				flpmss	orb_armo				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	78+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&79	Unique Mystic Orb	Armor							1	1				1	15			&79	gsg	&79	16	1	1				flpmss	orb_armo				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	79+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&80	Unique Mystic Orb	Armor							1	1				1	15			&80	gsg	&80	16	1	1				flpmss	orb_armo				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	80+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&81	Unique Mystic Orb	Weapon							3	1				1	15			&81	gsg	&81	16	1	1				flpmss	orb_weap				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	81+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&82	Unique Mystic Orb	Weapon							3	1				1	15			&82	gsg	&82	16	1	1				flpmss	orb_weap				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	82+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&83	Unique Mystic Orb	Weapon							3	1				1	15			&83	gsg	&83	16	1	1				flpmss	orb_weap				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	83+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&84	Unique Mystic Orb	Weapon							3	1				1	15			&84	gsg	&84	16	1	1				flpmss	orb_weap				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	84+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&85	Unique Mystic Orb	Weapon							3	1				1	15			&85	gsg	&85	16	1	1				flpmss	orb_weap				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	85+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&86	Unique Mystic Orb	Weapon							3	1				1	15			&86	gsg	&86	16	1	1				flpmss	orb_weap				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	86+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&87	Unique Mystic Orb	Weapon							3	1				1	15			&87	gsg	&87	16	1	1				flpmss	orb_weap				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	87+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&88	Unique Mystic Orb	Weapon							3	1				1	15			&88	gsg	&88	16	1	1				flpmss	orb_weap				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	88+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&89	Unique Mystic Orb	Weapon							3	1				1	15			&89	gsg	&89	16	1	1				flpmss	orb_weap				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	89+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&90	Unique Mystic Orb	Armor							1	1				1	15			&90	gsg	&90	16	1	1				flpmss	orb_armo				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	90+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&91	Unique Mystic Orb	Armor							1	1				1	15			&91	gsg	&91	16	1	1				flpmss	orb_armo				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	91+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&92	Unique Mystic Orb	Armor							1	1				1	15			&92	gsg	&92	16	1	1				flpmss	orb_armo				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	92+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&93	Unique Mystic Orb	Armor							1	1				1	15			&93	gsg	&93	16	1	1				flpmss	orb_armo				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	93+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&94	Unique Mystic Orb	Jewelry							3	1				1	15			&94	gsg	&94	16	1	1				flpmss	orb_misc				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	94+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
&95	Unique Mystic Orb	Jewelry							3	1				1	15			&95	gsg	&95	16	1	1				flpmss	orb_misc				xxx				0	asa#		so1178	12	so217			5				1	1	100	1				-1												1	95+					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx						0
A0+	Creepy Shrine Stack	Shrine			0	100	1	1	5	1				1	2000			A0+	vip	A0+	16	1	2				flpwnd	@Creepy				xxx				0	pshs	p01g	so4715	12	so4715			5				1	10	500	10				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx			1	1		0
B0+	Abandoned Shrine Stack	Shrine			0	100	1	1	5	1				1	2000			B0+	vip	B0+	16	1	2				flpwnd	@Abandoned				xxx				0	prsh	p02g	so4715	12	so4715			5				1	10	500	10				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx			1	1		0
C0+	Quiet Shrine Stack	Shrine			0	100	1	1	5	1				1	2000			C0+	vip	C0+	16	1	2				flpwnd	@Quiet				xxx				0	prsh	p03g	so4715	12	so4715			5				1	10	500	10				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx			1	1		0
D0+	Eerie Shrine Stack	Shrine			0	100	1	1	5	1				1	2000			D0+	vip	D0+	16	1	2				flpwnd	@Eerie				xxx				0	prsh	p04g	so4715	12	so4715			5				1	10	500	10				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx			1	1		0
E0+	Weird Shrine Stack	Shrine			0	100	1	1	5	1				1	2000			E0+	vip	E0+	16	1	2				flpwnd	@Weird				xxx				0	prsh	p05g	so4715	12	so4715			5				1	10	500	10				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx			1	1		0
F0+	Gloomy Shrine Stack	Shrine			0	100	1	1	5	1				1	2000			F0+	vip	F0+	16	1	2				flpwnd	@Gloomy				xxx				0	prsh	p06g	so4715	12	so4715			5				1	10	500	10				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx			1	1		0
G0+	Tainted Shrine Stack	Shrine			0	100	1	1	5	1				1	2000			G0+	vip	G0+	16	1	2				flpwnd	@Tainted				xxx				0	prsh	p07g	so4715	12	so4715			5				1	10	500	10				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx			1	1		0
H0+	Fascinating Shrine Stack	Shrine			0	100	1	1	5	1				1	2000			H0+	vip	H0+	16	1	2				flpwnd	@Fascinating				xxx				0	prsh	p08g	so4715	12	so4715			5				1	10	500	10				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx			1	1		0
I0+	Ornate Shrine Stack	Shrine			0	100	1	1	5	1				1	2000			I0+	vip	I0+	16	1	2				flpwnd	@Ornate				xxx				0	prsh	p09g	so4715	12	so4715			5				1	10	500	10				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx			1	1		0
J0+	Sacred Shrine Stack	Shrine			0	100	1	1	5	1				1	2000			J0+	vip	J0+	16	1	2				flpwnd	@Sacred				xxx				0	prsh	p10g	so4715	12	so4715			5				1	10	500	10				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx			1	1		0
K0+	Shimmering Shrine Stack	Shrine			0	100	1	1	5	1				1	2000			K0+	vip	K0+	16	1	2				flpwnd	@Shimmering				xxx				0	prsh	p11g	so4715	12	so4715			5				1	10	500	10				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx			1	1		0
M0+	Spiritual Shrine Stack	Shrine			0	100	1	1	5	1				1	2000			M0+	vip	M0+	16	1	2				flpwnd	@Spiritual				xxx				0	prsh	p12g	so4715	12	so4715			5				1	10	500	10				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx			1	1		0
N0+	Magical Shrine Stack	Shrine			0	100	1	1	5	1				1	2000			N0+	vip	N0+	16	1	2				flpwnd	@Magical				xxx				0	prsh	p13g	so4715	12	so4715			5				1	10	500	10				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx			1	1		0
O0+	Enchanted Shrine Stack	Shrine			0	100	1	1	5	1				1	2000			O0+	vip	O0+	16	1	2				flpwnd	@Enchanted				xxx				0	prsh	p14g	so4715	12	so4715			5				1	10	500	10				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx			1	1		0
Q0+	Hidden Shrine Stack	Shrine			0	100	1	1	5	1				1	2000			Q0+	vip	Q0+	16	1	2				flpwnd	@Hidden				xxx				0	prsh	p15g	so4715	12	so4715			5				1	10	500	10				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx			1	1		0
R0+	Stone Shrine Stack	Shrine			0	100	1	1	5	1				1	2000			R0+	vip	R0+	16	1	2				flpwnd	@Stone				xxx				0	prsh	p16g	so4715	12	so4715			5				1	10	500	10				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx	xxx			1	1		0
El Rune Stack	El				0	100	11	11	1	1			0	1	560			r01s	r01s	r01	16	1	1	0	0	0	flprun	invrsEl			0	xxx				0	runs	r01g	so242	12	so242			5				1	1	500	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx			1	1		0
Eld Rune Stack	Eld				0	100	11	11	1	1			0	1	560			r02s	r02s	r02	16	1	1	0	0	0	flprun	invrsEld			0	xxx				0	runs	r02g	so242	12	so242			5				1	1	500	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx			1	1		0
Tir Rune Stack	Tir				0	100	13	13	2	1			0	1	1260			r03s	r03s	r03	16	1	1	0	0	0	flprun	invrsTir			0	xxx				0	runs	r03g	so242	12	so242			5				1	1	500	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx			1	1		0
