name	* info	* tier	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	reqdex	block	durability	nodurability	level	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicLvl	ElzixMagicMin	ElzixMagicMax	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable
761 	Large Shield (4)	4			20	1	254	420			67	137		52		50	15	13260		761 	761		403	lrg 	buc	761 	761 	761 		7	2	3	1	3	2	flplrg	invlrg														shie	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
853 	Large Shield (6)	6			20	1	490	798			141	288		52		80	24	57921		853 	853		404	lrg 	buc	853 	853 	853 		7	2	3	1	4	2	flplrg	invlrg														shie	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@24 	Large Shield (Sacred)	Sacred			2	1	1245	1399			480	529		52		80	30	57921		@24 	@24		404	lrg 	buc	@24 	@24 	@24 		7	2	3	1	4	2	flplrg	invlrg														qshi		so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
601 	Leather Armor (1)	1			20	1	28	56			19			33		3	1	92		601 	601		401	lea 	lea	601 	601 	601 		1	2	3	1	2	1	flplea	invlea					1		1	1						tors	tier	so230	12	so230			5						2							1					255					255		1		1	1					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
739 	Leather Armor (4)	4			20	1	154	242			58			33		45	13	7097		739 	739		404	lea 	lea	739 	739 	739 		1	2	3	1	4	1	flplea	invlea					1		1	1						tors	tier	so230	12	so230			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
831 	Leather Armor (6)	6			20	1	306	468			122			33		75	22	32234		831 	831		406	lea 	lea	831 	831 	831 		1	2	3	1	6	1	flplea	invlea					1		1	1						tors	tier	so230	12	so230			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@02 	Leather Armor (Sacred)	Sacred			2	1	1653	1734			474			33		75	30	32234		@02 	@02		406	lea 	lea	@02 	@02 	@02 		1	2	3	1	6	1	flplea	invlea					1		1	1						qtor		so230	12	so230			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
632 	Leather Gloves (1)	1			20	1	4	6			10			25		1		54		632 	632		401	lgl 	lgl	632 	632 	632 		16	2	2	1	1	1	flplgl	invlgl														glov	tier	so218	12	so218			5						2							1		1		1	1		1		1	1					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
770 	Leather Gloves (4)	4			20	1	84	90			30			25		43	13	3608		770 	770		403	lgl 	lgl	770 	770 	770 		16	2	2	1	3	1	flplgl	invlgl														glov	tier	so218	12	so218			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
862 	Leather Gloves (6)	6			20	1	174	185			64			25		72	21	14917		862 	862		404	lgl 	lgl	862 	862 	862 		16	2	2	1	4	1	flplgl	invlgl														glov	tier	so218	12	so218			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@33 	Leather Gloves (Sacred)	Sacred			2	1	337	342			454			25		72	30	14917		@33 	@33		404	lgl 	lgl	@33 	@33 	@33 		16	2	2	1	4	1	flplgl	invlgl														qglv		so218	12	so218			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
628 	Light Belt (1)	1			20	1	32	44			27			34		5	1	108		628 	628		401	vbl 	vbl	628 	628 	628 		16	2	1	1	1	1	flpvbl	invvbl														belt	tier	so206	12	so206			5			1			2							1					255					255					255		1		1	1					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
766 	Light Belt (4)	4			20	1	166	200			82			34		48	14	7062		766 	766		402	vbl 	vbl	766 	766 	766 		16	2	1	1	2	1	flpvbl	invvbl														belt	tier	so206	12	so206			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
858 	Light Belt (6)	6			20	1	328	388			173			34		77	23	29178		858 	858		402	vbl 	vbl	858 	858 	858 		16	2	1	1	2	1	flpvbl	invvbl														belt	tier	so206	12	so206			5			3			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@29 	Light Belt (Sacred)	Sacred			2	1	789	819			490			34		77	30	29178		@29 	@29		402	vbl 	vbl	@29 	@29 	@29 		16	2	1	1	2	1	flpvbl	invvbl														belt	qblt	so206	12	so206			5			6			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
635 	Light Gauntlets (1)	1			20	1	21	40			52			46		11	3	239		635 	635		401	mgl 	mgl	635 	635 	635 		16	2	2	1	1	1	flptgl	invtgl														glov	tier	so220	12	so220			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255		1		1	1					255					255					255					255			2	8		xxx 	xxx 			1
773 	Light Gauntlets (4)	4			20	1	134	191			159			46		54	16	8631		773 	773		403	mgl 	mgl	773 	773 	773 		16	2	2	1	3	1	flptgl	invtgl														glov	tier	so220	12	so220			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
865 	Light Gauntlets (6)	6			20	1	269	374			333			46		83	25	32891		865 	865		404	mgl 	mgl	865 	865 	865 		16	2	2	1	4	1	flptgl	invtgl														glov	tier	so220	12	so220			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@36 	Light Gauntlets (Sacred)	Sacred			2	1	384	437			544			46		83	30	32891		@36 	@36		404	mgl 	mgl	@36 	@36 	@36 		16	2	2	1	4	1	flptgl	invtgl														qglv		so220	12	so220			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
611 	Light Plate (1)	1			20	1	140	282			79			93		13	4	837		611 	611		401	ltp 	ltp	611 	611 	611 		1	2	3	1	2	1	flpltp	invltp			1	1	2	1	2	2						tors	tier	so236	12	so236			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255		1		1	1					255			2	8		xxx 	xxx 			1
749 	Light Plate (4)	4			20	1	494	920			241			93		57	17	33650		749 	749		404	ltp 	ltp	749 	749 	749 		1	2	3	1	4	1	flpltp	invltp			1	1	2	1	2	2						tors	tier	so236	12	so236			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
841 	Light Plate (6)	6			20	1	932	1722			506			93		85	25	132551		841 	841		406	ltp 	ltp	841 	841 	841 		1	2	3	1	6	1	flpltp	invltp			1	1	2	1	2	2						tors	tier	so236	12	so236			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@12 	Light Plate (Sacred)	Sacred			2	1	1966	2361			602			93		85	30	132551		@12 	@12		406	ltp 	ltp	@12 	@12 	@12 		1	2	3	1	6	1	flpltp	invltp			1	1	2	1	2	2						qtor		so236	12	so236			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
640 	Light Plated Boots (1)	1			20	1	40	61			60			68		10	3	242		640 	640		401	mbt 	mbt	640 	640 	640 		16	2	2	1	1	1	flptbt	invtbt														boot	tier	so210	12	so210			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255		1		1	1					255					255					255					255			2	8		xxx 	xxx 			1
778 	Light Plated Boots (4)	4			20	1	191	256			183			68		54	16	10559		778 	778		403	mbt 	mbt	778 	778 	778 		16	2	2	1	3	1	flptbt	invtbt														boot	tier	so210	12	so210			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
870 	Light Plated Boots (6)	6			20	1	374	494			385			68		83	25	41218		870 	870		404	mbt 	mbt	870 	870 	870 		16	2	2	1	4	1	flptbt	invtbt														boot	tier	so210	12	so210			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@41 	Light Plated Boots (Sacred)	Sacred			2	1	562	622			561			68		83	30	41218		@41 	@41		404	mbt 	mbt	@41 	@41 	@41 		16	2	2	1	4	1	flptbt	invtbt														qbot		so210	12	so210			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
644 	Mask (1)	1			20	1	36	52			50			26		12	3	295		644 	644		401	msk 	hlm	644 	644 	644 			2	2	1	1	1	flpmsk	invmsk														bhlm	tier	so223	12	so223			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1	2		xxx 	xxx 			1
782 	Mask (4)	4			20	1	176	227			152			26		55	16	10055		782 	782		403	msk 	hlm	782 	782 	782 			2	2	1	3	1	flpmsk	invmsk														bhlm	tier	so223	12	so223			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1	2		xxx 	xxx 			1
874 	Mask (6)	6			20	1	348	441			320			26		84	25	38443		874 	874		404	msk 	hlm	874 	874 	874 			2	2	1	4	1	flpmsk	invmsk														bhlm	tier	so223	12	so223			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1	2		xxx 	xxx 			1
@45 	Mask (Sacred)	Sacred			2	1	674	720			540			26		84	30	38443		@45 	@45		404	msk 	hlm	@45 	@45 	@45 			2	2	1	4	1	flpmsk	invmsk														qhlm		so223	12	so223			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1	2		xxx 	xxx 			1
9@J 	Morion (1)	1			10	1	7	8			10			32		2	1	74		9@J 	9@J		401	cap 	cap	9@J 	9@J 	9@J 			2	2	1	1	1	flpcap	invxkpu														azhm	tier	so223	12	so223			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
3@K 	Morion (4)	4			10	1	70	78			34			32		45	13	5396		3@K 	3@K		403	cap 	cap	3@K 	3@K 	3@K 			2	2	1	3	1	flpcap	invxkpu														azhm	tier	so223	12	so223			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
5@K 	Morion (6)	6			10	1	145	159			71			32		74	22	22516		5@K 	5@K		404	cap 	cap	5@K 	5@K 	5@K 			2	2	1	4	1	flpcap	invxkpu														azhm	tier	so223	12	so223			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
6@K 	Morion (Sacred)	Sacred			1	1	612	619			456			32		74	30	22516		6@K 	6@K		404	cap 	cap	6@K 	6@K 	6@K 			2	2	1	4	1	flpcap	invxkpu														szhm		so223	12	so223			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
1@N 	Parma (1)	1			10	1	43	83			22	45	1	57		7	2	241		1@N 	1@N		401	buc 	buc	1@N 	1@N 	1@N 		7	2	2	1	1	2	flpsml	invsmlu														ishd	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
4@N 	Parma (4)	4			10	1	182	302			67	137	1	57		51	15	17238		4@N 	4@N		403	buc 	buc	4@N 	4@N 	4@N 		7	2	2	1	3	2	flpsml	invsmlu														ishd	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
6@N 	Parma (6)	6			10	1	352	574			141	288	1	57		81	24	75297		6@N 	6@N		404	buc 	buc	6@N 	6@N 	6@N 		7	2	2	1	4	2	flpsml	invsmlu														ishd	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
7@N 	Parma (Sacred)	Sacred			1	1	896	1007			480	529	1	57		81	30	75297		7@N 	7@N		404	buc 	buc	7@N 	7@N 	7@N 		7	2	2	1	4	2	flpsml	invsmlu														sisd		so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
08! 	Phoenix Shield (1)	1			4	1	45	87			29		1	70		10	4	190		08! 	08!		401	lrg 	buc	08! 	08! 	08! 		7	2	3	1	1	2	flpkit	invkitu														azsd	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
11! 	Phoenix Shield (4)	4			4	1	190	315			90		1	70		54	17	13264		11! 	11!		403	lrg 	buc	11! 	11! 	11! 		7	2	3	1	3	2	flpkit	invkitu														azsd	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
13! 	Phoenix Shield (6)	6			4	1	367	598			190		1	70		84	26	57925		13! 	13!		404	lrg 	buc	13! 	13! 	13! 		7	2	3	1	4	2	flpkit	invkitu														azsd	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
14! 	Phoenix Shield (Sacred)	Sacred			1	1	933	1049			648		1	70		84	30	57925		14! 	14!		404	lrg 	buc	14! 	14! 	14! 		7	2	3	1	4	2	flpkit	invkitu														sasz		so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
609 	Plate Mail (1)	1			20	1	118	238			67			81		10	3	507		609 	609		401	plt 	plt	609 	609 	609 		1	2	3	1	2	1	flpplt	invplt			2	2	2	2	1	1						tors	tier	so236	12	so236			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255		1		1	1					255					255					255			2	8		xxx 	xxx 			1
747 	Plate Mail (4)	4			20	1	424	786			204			81		54	16	26279		747 	747		404	plt 	plt	747 	747 	747 		1	2	3	1	4	1	flpplt	invplt			2	2	2	2	1	1						tors	tier	so236	12	so236			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
839 	Plate Mail (6)	6			20	1	808	1472			429			81		84	25	111706		839 	839		406	plt 	plt	839 	839 	839 		1	2	3	1	6	1	flpplt	invplt			2	2	2	2	1	1						tors	tier	so236	12	so236			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@10 	Plate Mail (Sacred)	Sacred			2	1	1904	2236			576			81		84	30	111706		@10 	@10		406	plt 	plt	@10 	@10 	@10 		1	2	3	1	6	1	flpplt	invplt			2	2	2	2	1	1						qtor		so236	12	so236			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
631 	Plated Belt (1)	1			20	1	98	132			81			61		16	5	710		631 	631		401	hbl 	hbl	631 	631 	631 		16	2	1	1	1	1	flphbl	invhbl														belt	tier	so206	12	so206			5			1			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255		1		1	1					255					255			2	8		xxx 	xxx 			1
769 	Plated Belt (4)	4			20	1	370	470			247			61		60	18	20805		769 	769		402	hbl 	hbl	769 	769 	769 		16	2	1	1	2	1	flphbl	invhbl														belt	tier	so206	12	so206			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
861 	Plated Belt (6)	6			20	1	704	890			519			61		87	26	75428		861 	861		402	hbl 	hbl	861 	861 	861 		16	2	1	1	2	1	flphbl	invhbl														belt	tier	so206	12	so206			5			3			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@32 	Plated Belt (Sacred)	Sacred			2	1	977	1070			606			61		87	30	75428		@32 	@32		402	hbl 	hbl	@32 	@32 	@32 		16	2	1	1	2	1	flphbl	invhbl														belt	qblt	so206	12	so206			5			6			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
w25 	Preserved Head (1)	1	100		4	1	25	48				11	1	36		4	1	99		w25 	w25		401	ne1 	dr1	w25 	w25 	w25 		10	2	2	1	1	2	flpne1	invne1														head	tier	so222	12	so222			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx 	xxx 			1
w85 	Preserved Head (4)	4	100		4	1	123	190				34	1	36		48	14	7900		w85 	w85		403	ne1 	dr1	w85 	w85 	w85 		10	2	2	1	3	2	flpne1	invne1														head	tier	so222	12	so222			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx 	xxx 			1
e35 	Preserved Head (6)	6	100		4	1	242	364				72	1	36		77	23	33586		e35 	e35		404	ne1 	dr1	e35 	e35 	e35 		10	2	2	1	4	2	flpne1	invne1														head	tier	so222	12	so222			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx 	xxx 			1
@62 	Preserved Head (Sacred)	Sacred	100		1	1	871	932				436	1	36		77	30	33586		@62 	@62		404	ne1 	dr1	@62 	@62 	@62 		10	2	2	1	4	2	flpne1	invne1														qhed		so222	12	so222			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx 	xxx 			1
600 	Quilted Armor (1)	1			20	1	17	36			10			27		1		69		600 	600		401	qlt 	qlt	600 	600 	600 		1	2	3	1	2	1	flpqlt	invqlt					1									tors	tier	so230	12	so230			5						2							1					255					255		1		1	1					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
738 	Quilted Armor (4)	4			20	1	122	174			40			27		44	13	5442		738 	738		404	qlt 	qlt	738 	738 	738 		1	2	3	1	4	1	flpqlt	invqlt					1									tors	tier	so230	12	so230			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
830 	Quilted Armor (6)	6			20	1	244	342			83			27		73	22	23775		830 	830		406	qlt 	qlt	830 	830 	830 		1	2	3	1	6	1	flpqlt	invqlt					1									tors	tier	so230	12	so230			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@01 	Quilted Armor (Sacred)	Sacred			2	1	1622	1671			460			27		73	30	23775		@01 	@01		406	qlt 	qlt	@01 	@01 	@01 		1	2	3	1	6	1	flpqlt	invqlt					1									qtor		so230	12	so230			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
604 	Ring Mail (1)	1			20	1	61	124			37			51		6	2	193		604 	604		401	rng 	rng	604 	604 	604 		1	2	3	1	2	1	flprng	invrng			1	1		1	1	1						tors	tier	so213	12	so213			5						2							1					255					255					255					255					255		1		1	1					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
742 	Ring Mail (4)	4			20	1	256	445			113			51		50	15	13898		742 	742		404	rng 	rng	742 	742 	742 		1	2	3	1	4	1	flprng	invrng			1	1		1	1	1						tors	tier	so213	12	so213			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
834 	Ring Mail (6)	6			20	1	494	844			237			51		79	23	59387		834 	834		406	rng 	rng	834 	834 	834 		1	2	3	1	6	1	flprng	invrng			1	1		1	1	1						tors	tier	so213	12	so213			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@05 	Ring Mail (Sacred)	Sacred			2	1	1747	1922			512			51		79	30	59387		@05 	@05		406	rng 	rng	@05 	@05 	@05 		1	2	3	1	6	1	flprng	invrng			1	1		1	1	1						qtor		so213	12	so213			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
w21 	Rondache (1)	1	100		4	1	48	92				20	1	49		6	2	177		w21 	w21		402	pa1 	spk	w21 	w21 	w21 		7	2	2	1	2	2	flppa1	invpa2														ashd	tier	so231	12	so231			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx 	xxx 			1
w81 	Rondache (4)	4	100		4	1	203	336				63	1	49		50	15	12628		w81 	w81		403	pa1 	spk	w81 	w81 	w81 		7	2	2	1	3	2	flppa1	invpa2														ashd	tier	so231	12	so231			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx 	xxx 			1
e31 	Rondache (6)	6	100		4	1	392	638				134	1	49		80	24	55162		e31 	e31		404	pa1 	spk	e31 	e31 	e31 		7	2	2	1	4	2	flppa1	invpa2														ashd	tier	so231	12	so231			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx 	xxx 			1
@58 	Rondache (Sacred)	Sacred	100		1	1	1196	1319				440	1	49		80	30	55162		@58 	@58		404	pa1 	spk	@58 	@58 	@58 		7	2	2	1	4	2	flppa1	invpa2														qaur		so231	12	so231			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx 	xxx 			1
627 	Sash (1)	1			20	1	10	12			9			25		1		57		627 	627		401	lbl 	lbl	627 	627 	627 		16	2	1	1	1	1	flplbl	invlbl														belt	tier	so230	12	so230			5			1			2							1		1		1	1		1		1	1					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
765 	Sash (4)	4			20	1	98	109			27			25		43	13	3969		765 	765		402	lbl 	lbl	765 	765 	765 		16	2	1	1	2	1	flplbl	invlbl														belt	tier	so230	12	so230			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
857 	Sash (6)	6			20	1	202	222			58			25		72	21	16853		857 	857		402	lbl 	lbl	857 	857 	857 		16	2	1	1	2	1	flplbl	invlbl														belt	tier	so230	12	so230			5			3			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@28 	Sash (Sacred)	Sacred			2	1	726	736			452			25		72	30	16853		@28 	@28		402	lbl 	lbl	@28 	@28 	@28 		16	2	1	1	2	1	flplbl	invlbl														belt	qblt	so230	12	so230			5			6			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
605 	Scale Mail (1)	1			20	1	74	147			43			57		6	2	212		605 	605		401	scl 	scl	605 	605 	605 		1	2	3	1	2	1	flpscl	invscl			1	1		1								tors	tier	so213	12	so213			5						2							1					255					255					255					255					255					255					255					255		1		1	1			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
743 	Scale Mail (4)	4			20	1	290	512			131			57		50	15	15606		743 	743		404	scl 	scl	743 	743 	743 		1	2	3	1	4	1	flpscl	invscl			1	1		1								tors	tier	so213	12	so213			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
835 	Scale Mail (6)	6			20	1	556	970			276			57		79	23	67314		835 	835		406	scl 	scl	835 	835 	835 		1	2	3	1	6	1	flpscl	invscl			1	1		1								tors	tier	so213	12	so213			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@06 	Scale Mail (Sacred)	Sacred			2	1	1778	1985			525			57		79	30	67314		@06 	@06		406	scl 	scl	@06 	@06 	@06 		1	2	3	1	6	1	flpscl	invscl			1	1		1								qtor		so213	12	so213			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
15! 	Setzschild (1)	1			4	1	262	515		40	47		1	90		17	6	599		15! 	15!		401	tow 	buc	15! 	15! 	15! 		7	2	4	1	1	2	flpgts	invutss														azsd	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
18! 	Setzschild (4)	4			4	1	970	1727		40	145		1	90		61	19	25206		18! 	18!		404	tow 	buc	18! 	18! 	18! 		7	2	4	1	4	2	flpgts	invutss														azsd	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
20! 	Setzschild (6)	6			4	1	1847	3245		40	305		1	90		90	28	101710		20! 	20!		406	tow 	buc	20! 	20! 	20! 		7	2	4	1	6	2	flpgts	invutss														azsd	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
21! 	Setzschild (Sacred)	Sacred			1	1	3422	4092		40	643		1	90		90	30	101710		21! 	21!		406	tow 	buc	21! 	21! 	21! 		7	2	4	1	6	2	flpgts	invutss														sasz		so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
616 	Skull Cap (1)	1			20	1	25	36			25			33		4	1	90		616 	616		401	skp 	skp	616 	616 	616 			2	2	1	1	1	flpskp	invskp														helm	tier	so223	12	so223			5						2							1					255					255					255		1		1	1					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
754 	Skull Cap (4)	4			20	1	143	176			76			33		49	14	6765		754 	754		403	skp 	skp	754 	754 	754 			2	2	1	3	1	flpskp	invskp														helm	tier	so223	12	so223			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
